Gene	MobiDBLite	Coils	interpro	GO	CDD	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	ProSitePatterns	PATHWAY	TIGRFAM	PRINTS	Hamap	PIRSF	SFLD
PNP57816.1	NA	NA	IPR018712	NA	NA	NA	SSF53474	NA	PF09994	NA	NA	NA	NA	NA	NA	NA	NA
PNP49272.1	mobidb-lite	NA	IPR003038	GO:0004579;GO:0008250;GO:0016021	NA	NA	NA	NA	PF02109	NA	NA	Reactome: R-HSA-446203	NA	NA	NA	PIRSF005588	NA
PNP51122.1	NA	NA	IPR008972	GO:0005507;GO:0016491;GO:0055114	cd13895	G3DSA:2.60.40.420	SSF49503	NA	PF07732;PF07731;PF00394	NA	PS00079;PS00080	NA	TIGR03390	NA	NA	NA	NA
PNP56528.1	NA	NA	IPR035195	NA	NA	NA	NA	NA	PF17237	NA	NA	NA	NA	NA	NA	NA	NA
PNP47747.1	NA	NA	IPR029058	GO:0006508;GO:0008236	NA	G3DSA:3.40.50.1820;G3DSA:1.20.1440.110	SSF53474	NA	PF00326	NA	NA	NA	NA	NA	NA	NA	NA
PNP49310.1	mobidb-lite	NA	IPR036224	GO:0000811;GO:0006260	cd11710	G3DSA:1.20.58.1030	SSF158573	NA	PF05916	NA	NA	Reactome: R-HSA-176974	NA	NA	NA	NA	NA
PNP59118.1	NA	NA	IPR002830	GO:0016831	NA	G3DSA:3.40.1670.10	SSF50475;SSF143968	NA	PF01977	NA	NA	KEGG: 00130+4.1.1.98|MetaCyc: PWY-5855|MetaCyc: PWY-5856|MetaCyc: PWY-5857|MetaCyc: PWY-6708|MetaCyc: PWY-6978	TIGR00148	NA	MF_01983	NA	NA
PNP54710.1	mobidb-lite	Coil	IPR035979	GO:0003676	NA	G3DSA:3.30.70.330	SSF54928	PS50102	PF00076	SM00360	NA	NA	NA	NA	NA	NA	NA
PNP57208.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51607.1	mobidb-lite	NA	IPR007757	GO:0003676;GO:0008168;GO:0032259	NA	NA	SSF53335	PS51143	PF05063	NA	PS00092	NA	NA	NA	NA	NA	NA
PNP51673.1	NA	NA	IPR010357	NA	NA	G3DSA:3.40.30.10	SSF52833	NA	PF06110	NA	NA	NA	NA	NA	NA	NA	NA
PNP53814.1	mobidb-lite	NA	IPR016024		NA	NA	SSF48371	NA	PF07539	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA
PNP51351.1	mobidb-lite	NA	IPR025332	NA	NA	NA	NA	NA	PF14022	NA	NA	NA	NA	NA	NA	NA	NA
PNP51969.1	mobidb-lite	NA	IPR010422	NA	NA	NA	NA	NA	PF06244	NA	NA	NA	NA	NA	NA	NA	NA
PNP46487.1	mobidb-lite	Coil	IPR003280	GO:0005267;GO:0016020;GO:0071805	NA	G3DSA:1.10.287.70	SSF81324	NA	PF07885	NA	NA	Reactome: R-HSA-5576886	NA	PR01333	NA	NA	NA
PNP57602.1	NA	NA	IPR036291	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA
PNP58146.1	NA	NA	IPR002401	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	PS00086	NA	NA	PR00463;PR00385	NA	NA	NA
PNP58332.1	NA	NA	IPR008979	GO:0004553;GO:0005975	NA	G3DSA:3.20.20.80;G3DSA:2.60.120.260;G3DSA:2.60.40.10	SSF49785;SSF49303;SSF51445	NA	PF17786;PF00703	NA	NA	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	NA	NA	NA	NA	NA
PNP51576.1	NA	NA	IPR002048	GO:0005509	cd00051	G3DSA:1.10.238.10	SSF47473	PS50222	PF13499	NA	NA	NA	NA	NA	NA	NA	NA
PNP54287.1	NA	NA	IPR036249	NA	NA	G3DSA:3.40.30.10	SSF52833	NA	PF05047	SM00916	NA	NA	NA	NA	NA	NA	NA
PNP57848.1	mobidb-lite	NA	IPR011057	NA	NA	NA	SSF51316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54326.1	mobidb-lite	Coil	IPR004827	GO:0003700;GO:0006355	cd14688	G3DSA:1.20.5.170	SSF57959	NA	NA	SM00338	PS00036	NA	NA	NA	NA	NA	NA
PNP56300.1	NA	NA	IPR036291	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56580.1	NA	NA	IPR023213	GO:0003824	cd05918	G3DSA:3.30.559.10;G3DSA:3.30.300.30;G3DSA:3.30.559.30;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780	SSF56801;SSF52777;SSF47336	PS50075	PF00501;PF00550;PF00668	NA	PS00012	Reactome: R-HSA-389661	TIGR01733	NA	NA	NA	NA
PNP50602.1	mobidb-lite	NA	IPR036779	NA	cd00118	G3DSA:3.10.350.10	SSF54106	PS51782	PF01476	SM00257	NA	NA	NA	NA	NA	NA	NA
PNP57714.1	NA	NA	IPR036259	GO:0055085	cd17327	G3DSA:1.20.1250.20	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP47021.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP53822.1	mobidb-lite	Coil	IPR016024	NA	NA	NA	SSF48371	NA	PF04063;PF04064	NA	NA	NA	NA	NA	NA	NA	NA
PNP53023.1	NA	Coil	IPR015424	GO:0003824;GO:0009058;GO:0030170	cd00609	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	SSF53383	NA	PF00155	NA	NA	NA	NA	NA	NA	NA	NA
PNP52896.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45408.1	NA	Coil	IPR036052	NA	cd01561	G3DSA:3.40.50.1100	SSF53686	NA	PF00291	NA	NA	NA	NA	NA	NA	NA	NA
PNP50192.1	mobidb-lite	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd00067;cd12148	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF04082	SM00906;SM00066	PS00463	NA	NA	NA	NA	NA	NA
PNP47094.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50858.1	mobidb-lite	Coil	IPR001313	GO:0003723	cd07920	G3DSA:1.25.10.10	SSF48371	PS50302;PS50303	PF00806	SM00025	NA	NA	NA	NA	NA	NA	NA
PNP56983.1	NA	NA	IPR002110	GO:0005515	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.300	SSF48403;SSF52540	PS50088;PS50297	PF13637;PF12796;PF00023;PF05729	SM00248	NA	NA	NA	PR01415	NA	NA	NA
PNP49169.1	NA	NA	IPR036291	NA	cd05233	G3DSA:3.40.50.720	SSF51735	NA	PF13561	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA
PNP53757.1	NA	NA	IPR023631		NA	G3DSA:3.90.1300.10	SSF75304	NA	PF01425	NA	NA	KEGG: 00970+6.3.5.7	NA	NA	NA	NA	NA
PNP54118.1	NA	NA	IPR029044	NA	NA	G3DSA:3.90.550.10	SSF53448	NA	PF03452	NA	NA	NA	NA	NA	NA	NA	NA
PNP56458.1	mobidb-lite	NA	IPR003386	GO:0006629;GO:0008374	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF02450	NA	NA	NA	NA	NA	NA	NA	NA
PNP50385.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52011.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51871.1	NA	NA	IPR029063	NA	NA	G3DSA:3.40.50.150	SSF53335	PS51257	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52290.1	NA	NA	IPR036320	GO:0000162;GO:0004048;GO:0016757	NA	G3DSA:1.20.970.10;G3DSA:3.40.1030.10	SSF47648;SSF52418	NA	PF02885;PF00591	NA	NA	Reactome: R-HSA-73614|Reactome: R-HSA-73621	TIGR01245	NA	NA	NA	NA
PNP55112.1	mobidb-lite	Coil	IPR019542		NA	NA	NA	NA	PF10513	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA
PNP59148.1	NA	NA	IPR001672	GO:0004347;GO:0006094;GO:0006096	cd05015;cd05016	G3DSA:3.40.50.10490;G3DSA:1.10.1390.10	SSF53697	PS51463	PF00342	NA	PS00765;PS00174	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	PR00662	MF_00473	NA	NA
PNP50295.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51060.1	NA	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	G3DSA:1.10.510.10	SSF56112	PS50011	PF00069	NA	NA	NA	NA	NA	NA	NA	NA
PNP53510.1	mobidb-lite	NA	IPR007863	GO:0003824;GO:0046872	NA	G3DSA:3.30.830.10	SSF63411	NA	PF05193;PF00675	NA	NA	NA	NA	NA	NA	NA	NA
PNP56290.1	NA	NA	IPR006047	GO:0003824;GO:0005975	cd11333	G3DSA:3.90.400.10;G3DSA:3.20.20.80;G3DSA:2.60.40.1180	SSF51011;SSF51445	NA	PF00128	SM00642	NA	NA	NA	NA	NA	NA	NA
PNP51615.1	NA	NA	IPR011990	GO:0005515;GO:0043531	NA	G3DSA:1.25.40.10;G3DSA:3.40.50.300	SSF52540;SSF48452	PS50005;PS50293	PF00931;PF13374;PF13424	SM00028	NA	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750|Reactome: R-HSA-9627069	NA	NA	NA	NA	NA
PNP53897.1	mobidb-lite	NA	IPR029063	GO:0008168	cd02440	G3DSA:3.40.50.150	SSF53335	NA	PF13489	NA	PS01184	KEGG: 00130+2.1.1.163|MetaCyc: PWY-5839|MetaCyc: PWY-5844|MetaCyc: PWY-5849|MetaCyc: PWY-5890|MetaCyc: PWY-5891|MetaCyc: PWY-5892|MetaCyc: PWY-5895|MetaCyc: PWY-7996	NA	NA	NA	NA	NA
PNP56702.1	NA	NA	IPR015421	GO:0003824	NA	G3DSA:3.40.640.10	SSF53383	NA	PF00266	NA	NA	NA	NA	NA	NA	NA	NA
PNP57650.1	mobidb-lite	NA	IPR029044	GO:0004100;GO:0006031	cd04190	NA	SSF53448	NA	PF01644;PF08407	NA	NA	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	NA	NA	NA	NA
PNP60007.1	NA	NA	IPR005128	GO:0045151;GO:0047605	cd17299	G3DSA:3.30.1330.80	SSF117856	NA	PF03306	NA	NA	KEGG: 00650+4.1.1.5|KEGG: 00660+4.1.1.5|MetaCyc: PWY-5939	TIGR01252	NA	NA	PIRSF001332	NA
PNP53978.1	mobidb-lite	NA	NA	NA	cd12087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56930.1	mobidb-lite	Coil	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd12148;cd00067	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF04082	SM00066;SM00906	NA	NA	NA	NA	NA	NA	NA
PNP57716.1	NA	NA	NA	NA	NA	NA	SSF52058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49113.1	mobidb-lite	Coil	IPR019927	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:2.40.50.620;G3DSA:2.40.30.10	SSF50447	NA	PF00297	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	TIGR03625	NA	NA	NA	NA
PNP51050.1	NA	NA	IPR035994	GO:0003824;GO:0009116	NA	G3DSA:2.80.10.50	SSF53167;SSF50370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50992.1	mobidb-lite	NA	IPR042081	GO:0006388;GO:0016772	NA	G3DSA:3.20.170.30;G3DSA:1.10.10.970	SSF56399	NA	PF01885	NA	NA	NA	NA	NA	NA	NA	NA
PNP55935.1	NA	NA	IPR036291	GO:0051287;GO:0055114	NA	G3DSA:3.40.50.720	SSF51735	NA	PF02826	NA	NA	NA	NA	NA	NA	NA	NA
PNP56401.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49213.1	mobidb-lite	NA	IPR001005	GO:0003677	cd00167	G3DSA:1.10.10.60	SSF46689	PS50090;PS51294	PF00249	SM00717	NA	NA	NA	NA	NA	NA	NA
PNP54066.1	NA	NA	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	cd17356	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	PS00217;PS00216	Reactome: R-HSA-189200	TIGR00879	PR00171	NA	NA	NA
PNP49294.1	NA	NA	IPR001279	NA	cd07722	G3DSA:3.60.15.10	SSF56281	NA	PF00753	SM00849	NA	NA	NA	NA	NA	NA	NA
PNP60290.1	NA	NA	IPR000608		cd00195	G3DSA:3.10.110.10	SSF54495	PS50127	PF00179	SM00212	PS00183	Reactome: R-HSA-983168	NA	NA	NA	NA	NA
PNP47151.1	NA	NA	IPR036237	NA	NA	G3DSA:3.20.20.150	SSF51658	NA	PF01261	NA	NA	NA	NA	NA	NA	NA	NA
PNP52545.1	NA	NA	IPR036282	NA	NA	G3DSA:1.20.1050.10	SSF47616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP55122.1	NA	NA	IPR038510	GO:0005634;GO:0006355;GO:0008270;GO:0032786	cd07973	G3DSA:3.30.40.210	SSF63393	NA	PF06093	SM01389	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6807505|Reactome: R-HSA-75955	NA	NA	NA	PIRSF025023	NA
PNP52509.1	mobidb-lite	Coil	IPR035901	GO:0006281;GO:0017108;GO:0033557	cd10455	G3DSA:3.40.1440.10;G3DSA:3.30.40.10	NA	PS50164	PF01541	NA	NA	Reactome: R-HSA-5693568|Reactome: R-HSA-6783310	NA	NA	MF_03100	NA	NA
PNP53780.1	NA	NA	IPR032675	NA	NA	G3DSA:3.80.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58141.1	mobidb-lite	NA	IPR011044	GO:0005515	NA	G3DSA:2.130.10.10	SSF50969	PS50294	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58694.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43000.1	mobidb-lite	NA	IPR013057	NA	NA	NA	NA	NA	PF01490	NA	NA	NA	NA	NA	NA	NA	NA
PNP45211.1	NA	NA	IPR005225	GO:0005525;GO:0003924	cd01868	G3DSA:3.40.50.300	SSF52540	PS51419	PF00071	SM00175;SM00174;SM00176;SM00173	NA	NA	TIGR00231	PR00449	NA	NA	NA
PNP57763.1	NA	NA	IPR029063	GO:0008168	cd02440	G3DSA:3.40.50.150	SSF53335	NA	PF08241	NA	NA	NA	NA	NA	NA	NA	NA
PNP60539.1	NA	Coil	IPR036188	GO:0071949	NA	G3DSA:3.50.50.60	SSF51905	NA	PF01494	NA	NA	NA	NA	PR00420	NA	NA	NA
PNP56737.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50309.1	NA	NA	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	cd18578;cd18577	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF52540;SSF90123	PS50929;PS50893	PF00005;PF00664	SM00382	PS00211	NA	NA	NA	NA	NA	NA
PNP56481.1	mobidb-lite	NA	IPR008628	GO:0070273	NA	G3DSA:1.10.3630.10	NA	NA	PF05719	NA	NA	NA	NA	NA	NA	NA	NA
PNP57004.1	NA	NA	IPR036291	NA	cd05233	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA
PNP56984.1	NA	NA	IPR029063	NA	cd02440	G3DSA:3.40.50.150	SSF53335	NA	PF13649	NA	NA	NA	NA	NA	NA	NA	NA
PNP50444.1	NA	NA	IPR006328	GO:0019120;GO:0016787	NA	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	SSF56784	NA	PF13419	NA	NA	KEGG: 00361+3.8.1.2|KEGG: 00625+3.8.1.2|MetaCyc: PWY-7425	TIGR01428;TIGR01493	PR00413	NA	NA	SFLDG01129;SFLDS00003
PNP51331.1	mobidb-lite	NA	IPR022233		NA	NA	NA	NA	PF12584	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA
PNP51844.1	NA	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	cd00180	G3DSA:1.10.510.10	SSF56112	PS50011	PF00069	SM00220	PS00108	NA	NA	NA	NA	NA	NA
PNP52003.1	NA	NA	IPR016342	GO:0015031;GO:0030276;GO:0006886;GO:0016192;GO:0030117	NA	G3DSA:1.25.10.10	SSF48371	NA	PF01602	NA	NA	NA	NA	NA	NA	PIRSF002291	NA
PNP56399.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45227.1	NA	NA	IPR013736	GO:0008239	NA	G3DSA:3.40.50.1820;G3DSA:2.60.120.260	SSF53474	NA	PF08530	NA	NA	NA	NA	NA	NA	NA	NA
PNP49989.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP53543.1	NA	NA	IPR016181	NA	NA	NA	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP59484.1	NA	NA	IPR036265	NA	NA	NA	SSF54197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49693.1	mobidb-lite	NA	IPR019775	GO:0005515	cd00200	G3DSA:1.20.960.30	SSF50978;SSF109925	PS50896;PS50082;PS50294	PF00400	SM00320	PS00678	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-2565942|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-5663220|Reactome: R-HSA-6811436|Reactome: R-HSA-68877|Reactome: R-HSA-8854518	NA	PR00320	MF_03141	PIRSF037647	NA
PNP57815.1	mobidb-lite	Coil	IPR036869	NA	cd06257	G3DSA:1.10.287.110	SSF46565	PS50076	PF00226	SM00271	NA	NA	NA	PR00625	NA	NA	NA
PNP59350.1	mobidb-lite	Coil	IPR000086	GO:0016787	cd04666	G3DSA:3.90.79.10	SSF55811	PS51462	PF00293	NA	NA	NA	NA	NA	NA	NA	NA
PNP55034.1	mobidb-lite	NA	IPR000375	GO:0005525;GO:0003924	cd08771	G3DSA:1.20.120.1240;G3DSA:3.40.50.300	SSF52540	PS51718;PS51388	PF01031;PF00350;PF02212	SM00053;SM00302	PS00410	NA	NA	PR00195	NA	NA	NA
PNP52225.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45949.1	mobidb-lite	NA	IPR036259	GO:0055085	cd17327	G3DSA:1.20.1250.20	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP47178.1	NA	NA	IPR029061	GO:0016624;GO:0004739;GO:0006086;GO:0043231	cd02000	G3DSA:3.40.50.970	SSF52518	NA	PF00676	NA	NA	Reactome: R-HSA-389661	TIGR03182	NA	NA	NA	NA
PNP49454.1	mobidb-lite	NA	IPR012677	GO:0003676	NA	G3DSA:3.30.70.330	SSF54928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54182.1	mobidb-lite	NA	IPR003594	GO:0000155;GO:0007165;GO:0005515;GO:0016310;GO:0016772;GO:0000160	cd00082;cd00130;cd16922;cd00156	G3DSA:3.30.450.20;G3DSA:3.30.565.10;G3DSA:3.40.50.2300;G3DSA:1.10.287.130	SSF55785;SSF55874;SSF47384;SSF52172	PS50109;PS50113;PS50112;PS50110	PF08447;PF13426;PF00072;PF02518;PF00512	SM00387;SM00091;SM00086;SM00388;SM00448	NA	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	PR00344	NA	NA	NA
PNP56239.1	mobidb-lite	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP59461.1	mobidb-lite	NA	IPR013887	NA	NA	NA	NA	NA	PF08578	NA	NA	NA	NA	NA	NA	NA	NA
PNP56071.1	NA	NA	IPR016558	GO:0006269	cd07322	G3DSA:1.20.930.80	NA	NA	PF04104	NA	NA	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	PIRSF009449	NA
PNP49128.1	mobidb-lite	NA	IPR018744	NA	NA	NA	NA	NA	PF10056	NA	NA	NA	NA	NA	NA	NA	NA
PNP52206.1	NA	NA	IPR013959	GO:0008608;GO:0042729;GO:0072686	NA	NA	NA	NA	PF08650	NA	NA	NA	NA	NA	NA	NA	NA
PNP53530.1	mobidb-lite	NA	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	cd18604;cd03244;cd18596;cd03250	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF90123;SSF52540	PS50929;PS50893	PF00005;PF00664	SM00382	PS00211	NA	NA	NA	NA	NA	NA
PNP54152.1	mobidb-lite	NA	IPR013087	GO:0003676;GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd00067	G3DSA:3.30.160.60;G3DSA:4.10.240.10	SSF57701;SSF57667	PS50048;PS50157	PF00172;PF00096;PF04082	SM00066;SM00355	PS00028;PS00463	NA	NA	NA	NA	NA	NA
PNP50806.1	NA	Coil	IPR040780		NA	G3DSA:1.25.40.570	SSF46785	PS50250	PF18503;PF01399;PF18055	SM00753;SM00088	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA
PNP58839.1	mobidb-lite	NA	IPR020915	NA	NA	G3DSA:2.40.160.20	NA	NA	PF11578	NA	NA	NA	NA	NA	NA	NA	NA
PNP59722.1	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44204.1	mobidb-lite	NA	IPR011701	GO:0055085	cd17324	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP49415.1	mobidb-lite	NA	IPR002347	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	NA
PNP58947.1	NA	NA	IPR036291	GO:0003824;GO:0050662	NA	G3DSA:3.40.50.720	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA
PNP52674.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45950.1	NA	Coil	IPR016162	GO:0016491;GO:0055114;GO:0016620	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	SSF53720	NA	PF00171	NA	PS00687	NA	NA	NA	NA	NA	NA
PNP50322.1	NA	NA	IPR033138	GO:0005507;GO:0055114;GO:0016491	cd13876;cd13850;cd13898	G3DSA:2.60.40.420	SSF49503	NA	PF07732;PF00394;PF07731	NA	PS00079;PS00080	NA	NA	NA	NA	NA	NA
PNP55261.1	mobidb-lite	NA	IPR005711	GO:0003735;GO:0006412;GO:0015935;GO:0003723;GO:0005840	NA	G3DSA:3.30.230.10;G3DSA:3.30.160.770	SSF54768;SSF54211	PS50881	PF00333;PF03719	NA	PS00585	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-3214858|Reactome: R-HSA-6790901|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-8876725|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	TIGR01020	NA	NA	NA	NA
PNP59285.1	NA	NA	IPR011047	GO:0005515;GO:0003676;GO:0005634	NA	G3DSA:3.30.980.30;G3DSA:2.130.10.10	SSF50998;SSF50978	NA	PF03178;PF10433	NA	NA	NA	NA	NA	NA	NA	NA
