Gene	CDD	interpro	GO	Pfam	Gene3D	SUPERFAMILY	SMART	MobiDBLite	PATHWAY	ProSiteProfiles	ProSitePatterns	PRINTS	Coils	TIGRFAM	PIRSF	Hamap	SFLD
PON24061.1	NA	IPR002347	GO:0016491	PF13561	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	PS00061	PR00081;PR00080	NA	NA	NA	NA	NA
PON29476.1	NA	IPR008012	GO:0043248	PF05348	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22212.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30813.1	NA	IPR000868	GO:0003824	PF00857	NA	SSF52499	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27996.1	cd03341	IPR002423	GO:0005524;GO:0006457;GO:0051082	PF00118	G3DSA:1.10.560.10;G3DSA:3.30.260.10;G3DSA:3.50.7.10	SSF54849;SSF52029;SSF48592	NA	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	NA	PR00304	NA	TIGR02346	NA	NA	NA
PON29653.1	NA	IPR036318	GO:0050660;GO:0016491;GO:0055114;GO:0071949	PF01565	G3DSA:3.30.465.40;G3DSA:3.40.462.20	SSF56176	NA	NA	NA	PS51387	NA	NA	NA	NA	NA	NA	NA
PON20443.1	NA	IPR009548	GO:0003725	PF06658	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON20469.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26493.1	cd02440	IPR041698	NA	PF13649	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22042.1	NA	IPR013174	GO:0006486	PF08285	NA	NA	NA	NA	Reactome: R-HSA-162699|Reactome: R-HSA-4717374|Reactome: R-HSA-4719360|Reactome: R-HSA-4719377	NA	NA	NA	NA	NA	NA	NA	NA
PON26979.1	NA	IPR001920	GO:0016855;GO:0047661;GO:0006807;GO:0036361	PF01177	G3DSA:3.40.50.1860	SSF53681	NA	NA	KEGG: 00471+5.1.1.3|MetaCyc: PWY-6386|MetaCyc: PWY-6387	NA	PS00924	NA	NA	TIGR00035	NA	NA	NA
PON27268.1	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29642.1	cd13969	IPR004147	NA	PF03109	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24705.1	cd12148	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	PF04082	NA	NA	SM00906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25954.1	cd00078	IPR000569	GO:0004842	PF00632	G3DSA:3.90.1750.10;G3DSA:3.30.2410.10;G3DSA:3.30.2160.10	SSF56204	SM00119	mobidb-lite	MetaCyc: PWY-7511|Reactome: R-HSA-983168	PS50237	NA	NA	NA	NA	NA	NA	NA
PON28560.1	NA	IPR012280	GO:0008652;GO:0016620;GO:0046983;GO:0051287;GO:0055114;GO:0004073;GO:0006520;GO:0050661	PF02774;PF01118	G3DSA:3.30.360.10;G3DSA:3.40.50.720	SSF55347;SSF51735	SM00859	NA	KEGG: 00220+1.2.1.38|MetaCyc: PWY-5154|MetaCyc: PWY-7400	NA	PS01103	NA	NA	TIGR00978	PIRSF000148	NA	NA
PON30130.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON20394.1	cd00067;cd12148	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	G3DSA:4.10.240.10	SSF57701	SM00066;SM00906	mobidb-lite	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
PON24136.1	cd01743	IPR017926	GO:0009058	PF00117;PF00425;PF04715	G3DSA:3.40.50.880	SSF56322;SSF52317	NA	mobidb-lite	KEGG: 00400+4.1.3.27|KEGG: 00405+4.1.3.27|MetaCyc: PWY-5958|MetaCyc: PWY-6661	PS51273	NA	PR00095	NA	TIGR01823	NA	NA	NA
PON27558.1	cd00751;cd07042	IPR016039	GO:0003824;GO:0008272;GO:0015116;GO:0016021;GO:0016747	PF00916;PF00108;PF02803;PF01740	G3DSA:3.40.47.10;G3DSA:3.30.750.24	SSF53901;SSF52091	NA	mobidb-lite	NA	PS50801	PS00098;PS00737	NA	NA	TIGR01930	NA	NA	NA
PON27613.1	cd17502	IPR036259	GO:0055085;GO:0022857	PF07690	G3DSA:1.20.1720.10	SSF103473	NA	mobidb-lite	NA	PS50850	NA	PR01035	NA	NA	NA	NA	NA
PON29060.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON28620.1	cd02846;cd04657	IPR036085	GO:0005515;GO:0003676	PF08699;PF16488;PF02171;PF02170;PF16486	G3DSA:2.170.260.10;G3DSA:3.30.420.10;G3DSA:3.40.50.2300	SSF101690;SSF53098	SM01163;SM00950	mobidb-lite	Reactome: R-HSA-1912408|Reactome: R-HSA-203927|Reactome: R-HSA-4086398|Reactome: R-HSA-426486|Reactome: R-HSA-426496|Reactome: R-HSA-5628897|Reactome: R-HSA-5687128|Reactome: R-HSA-8934593|Reactome: R-HSA-8943723|Reactome: R-HSA-8948700|Reactome: R-HSA-8986944|Reactome: R-HSA-9018519|Reactome: R-HSA-9022692|Reactome: R-HSA-9029569	PS50822;PS50821	NA	NA	NA	NA	NA	NA	NA
PON23913.1	cd12285;cd12281	IPR000504	GO:0003676;GO:0000398	PF00076	G3DSA:3.30.70.330	SSF54928	SM00360	mobidb-lite	NA	PS50102	NA	NA	NA	NA	NA	NA	NA
PON25168.1	cd00200	IPR027417	GO:0005515	PF00400;PF05729	G3DSA:2.130.10.10;G3DSA:3.40.50.300	SSF52540;SSF50998;SSF50969;SSF50978	SM00320	NA	NA	PS50082;PS50294	PS00678	PR00320	NA	NA	NA	NA	NA
PON27937.1	cd00052	IPR011992	GO:0005515;GO:0005509	PF12763	G3DSA:1.10.238.10	SSF47473;SSF81995	SM00027	mobidb-lite	NA	PS50031;PS50222	NA	NA	Coil	NA	NA	NA	NA
PON26394.1	NA	IPR001594	GO:0016409	PF01529	NA	NA	NA	mobidb-lite	NA	PS50216	NA	NA	NA	NA	NA	NA	NA
PON26396.1	cd07500	IPR036412	NA	PF12710	G3DSA:3.40.50.1000	SSF56784	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR01488;TIGR00338	NA	NA	SFLDF00029;SFLDG01129;SFLDS00003
PON29518.1	cd03273	IPR027120	GO:0005515;GO:0005524;GO:0005694;GO:0051276	PF06470;PF02463	G3DSA:3.40.50.300;G3DSA:3.30.70.1620;G3DSA:1.20.1060.20	SSF52540;SSF75553	SM00968	mobidb-lite	Reactome: R-HSA-2299718|Reactome: R-HSA-2514853	NA	NA	NA	Coil	NA	PIRSF005719	NA	NA
PON23646.1	NA	IPR024645	GO:0042720	PF11093	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28530.1	cd02182	IPR000757	GO:0004553;GO:0005975	PF00722	G3DSA:2.60.120.200	SSF49899	NA	NA	NA	PS51762	NA	NA	NA	NA	NA	NA	NA
PON31086.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON22507.1	cd02249	IPR002110	GO:0005515;GO:0008270	PF12796	G3DSA:1.25.40.20;G3DSA:3.30.60.90	SSF48403;SSF57850	SM00291;SM00248	mobidb-lite	NA	PS50088;PS50297;PS50135	PS01357	PR01415	NA	NA	NA	NA	NA
PON20140.1	cd01171	IPR017953	GO:0052855	PF01256	G3DSA:3.40.1190.20	SSF53613	NA	NA	Reactome: R-HSA-197264	PS51383	PS01050	NA	NA	TIGR00196	NA	MF_01965	NA
PON24694.1	cd05233	IPR002347	GO:0016491	PF13561	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	PS00061	PR00080;PR00081	NA	NA	NA	NA	NA
PON27164.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON28291.1	NA	IPR009291	NA	PF06101	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25573.1	NA	IPR022794	NA	PF04426	G3DSA:2.60.40.640	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30358.1	cd00009	IPR003960	GO:0005524;GO:0005737;GO:0016787;GO:0030163	PF00004;PF16450	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:2.40.50.140	SSF52540	SM00382	mobidb-lite	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	PS00674	NA	Coil	TIGR01242	NA	NA	NA
PON30776.1	NA	IPR011990	GO:0005515	NA	G3DSA:1.25.40.10	SSF48452	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26560.1	cd07489	IPR036852	GO:0004252;GO:0006508;GO:0005618;GO:0016020	PF00082;PF06280	G3DSA:3.40.50.200	SSF52743	NA	mobidb-lite	NA	NA	PS00138;PS00136	PR00723	NA	NA	NA	NA	NA
PON29095.1	NA	IPR036188	NA	PF13738	NA	SSF51905	NA	NA	NA	NA	NA	PR00411	NA	NA	NA	NA	NA
PON25939.1	NA	IPR005113	GO:0035556	PF02141;PF03455;PF03456	G3DSA:3.40.50.11500	SSF57889	SM00800;SM00801;SM00799;SM00109	mobidb-lite	Reactome: R-HSA-8876198	PS50211;PS50081	NA	NA	NA	NA	NA	NA	NA
PON27517.1	cd12087	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30064.1	NA	IPR036908	NA	NA	G3DSA:2.40.40.10	SSF50685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21177.1	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21964.1	NA	IPR000425	GO:0015267;GO:0016020;GO:0055085	PF00230	G3DSA:1.20.1080.10	SSF81338	NA	mobidb-lite	Reactome: R-HSA-432047	NA	NA	PR00783	NA	NA	NA	NA	NA
PON24460.1	cd06174	IPR036390	GO:0055085	PF01399;PF07690	G3DSA:1.25.40.570	SSF46785;SSF103473	SM00753;SM00088	mobidb-lite	NA	PS50250	NA	NA	NA	NA	NA	NA	NA
PON21948.1	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30784.1	NA	IPR005097	GO:0016491;GO:0055114	PF03435;PF16653	G3DSA:3.40.50.720;G3DSA:1.10.1870.10;G3DSA:3.30.360.10	SSF55347;SSF51735	NA	NA	Reactome: R-HSA-71064	NA	NA	NA	Coil	NA	NA	NA	NA
PON26125.1	NA	IPR013887	NA	PF08578	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20661.1	cd05289	IPR013154	GO:0055114;GO:0016491	PF13602;PF08240	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SSF51735;SSF50129	SM00829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21524.1	cd03108	IPR042110	GO:0004019;GO:0005525;GO:0006164	PF00709	G3DSA:1.10.300.10;G3DSA:3.40.440.10;G3DSA:3.90.170.10	SSF52540	SM00788	NA	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817	NA	PS00513	NA	NA	TIGR00184	NA	MF_00011	NA
PON22710.1	NA	IPR011671	GO:0008168	PF07757	NA	NA	NA	NA	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	NA	NA
PON24894.1	cd00195	IPR000608		PF00179	G3DSA:3.10.110.10	SSF54495	SM00212	NA	Reactome: R-HSA-983168	PS50127	PS00183	NA	NA	NA	NA	NA	NA
PON29101.1	NA	IPR013087	GO:0003676	NA	G3DSA:3.30.160.60	SSF103657	SM00355	mobidb-lite	NA	PS50157	PS00028	NA	Coil	NA	NA	NA	NA
PON27850.1	NA	IPR010816	NA	PF07217	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26916.1	cd01896;cd17231	IPR027417	GO:0005525	PF02824;PF16897;PF01926	G3DSA:3.10.20.30;G3DSA:3.40.50.300	SSF52540;SSF81271	NA	NA	KEGG: 00970+6.1.1.3	PS51710	PS00905	PR00326	Coil	TIGR00231	NA	NA	NA
PON28339.1	cd04059	IPR002884	GO:0004252;GO:0006508	PF00082;PF01483	G3DSA:3.40.50.200;G3DSA:2.60.120.260	SSF52743;SSF49785	NA	mobidb-lite	NA	PS51829	PS00138;PS00137	PR00723	NA	NA	NA	NA	NA
PON23411.1	NA	IPR036188	GO:0071949	PF01494	G3DSA:3.50.50.60	SSF51905;SSF54373	NA	mobidb-lite	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
PON21037.1	NA	IPR022024	NA	PF12223	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20423.1	cd00838	IPR004843	GO:0016787	PF00149;PF10360	NA	SSF56300	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON29910.1	NA	IPR021134		PF01062	NA	NA	NA	mobidb-lite	Reactome: R-HSA-2672351	NA	NA	NA	NA	NA	NA	NA	NA
PON20151.1	NA	IPR013083	NA	NA	G3DSA:3.30.40.10	SSF57850	NA	NA	NA	PS50089	NA	NA	NA	NA	NA	NA	NA
PON25387.1	cd00310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30685.1	NA	IPR039553	NA	PF13758;PF12927	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON22450.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON24959.1	cd17502	IPR011701	GO:0055085	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
PON26053.1	NA	IPR016135	GO:0003950	PF00644;PF00179	G3DSA:3.10.110.10	SSF54495;SSF56399	SM00212	mobidb-lite	Reactome: R-HSA-983168	PS50127	NA	NA	NA	NA	NA	NA	NA
PON22864.1	cd07782	IPR006003	GO:0005975;GO:0016773	PF00370;PF02782	G3DSA:3.30.420.460;G3DSA:3.30.420.40	SSF53067	NA	NA	NA	NA	NA	NA	NA	TIGR01315	NA	NA	NA
PON21590.1	cd08570	IPR030395	GO:0006629;GO:0008081	PF03009	NA	SSF51695	NA	NA	NA	PS51704	NA	NA	NA	NA	NA	NA	NA
PON23119.1	NA	IPR032345	NA	PF16155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26000.1	NA	IPR018961	NA	PF09350	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28271.1	cd18827	IPR006710	GO:0004553;GO:0005975	PF04616;PF06439	G3DSA:2.60.120.560;G3DSA:2.115.10.20	SSF75005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29623.1	NA	IPR002466	GO:0003723;GO:0004000;GO:0006396	PF02137	NA	NA	SM00552	NA	NA	PS50141	NA	NA	NA	NA	NA	NA	NA
PON20004.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22751.1	NA	IPR006050		PF00875;PF03441	G3DSA:1.25.40.80;G3DSA:1.10.579.10;G3DSA:3.40.50.620	SSF52425;SSF48173	NA	mobidb-lite	Reactome: R-HSA-400253	PS51645	NA	NA	NA	NA	NA	NA	NA
PON24359.1	NA	IPR002563	GO:0010181;GO:0048037	PF01613	G3DSA:2.30.110.10	SSF50475	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24653.1	NA	IPR007264	GO:0001522;GO:0030515;GO:0042254	PF04135	G3DSA:2.20.28.40	SSF144210	NA	NA	Reactome: R-HSA-6790901	NA	NA	NA	NA	NA	NA	NA	NA
PON28770.1	NA	IPR036188	GO:0016491;GO:0055114	PF01266	G3DSA:3.50.50.60;G3DSA:3.30.9.10	SSF51905	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29386.1	NA	IPR017441	GO:0005524;GO:0004672;GO:0006468	PF00069	G3DSA:1.10.510.10	SSF56112	SM00220	mobidb-lite	NA	PS50011	PS00107;PS00108	NA	NA	NA	NA	NA	NA
PON20760.1	NA	IPR000195	NA	PF00566	G3DSA:1.10.472.80	SSF47923	SM00164	mobidb-lite	NA	PS50086	NA	NA	NA	NA	NA	NA	NA
PON24902.1	cd07379	IPR029052	GO:0016787	PF00149	G3DSA:3.60.21.10	SSF56300	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21624.1	NA	IPR028133	GO:0005869;GO:0007017	PF04912	NA	NA	NA	mobidb-lite	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	NA	NA	NA	Coil	NA	NA	NA	NA
PON22661.1	cd17740;cd17731;cd18433;cd17723	IPR001357	NA	PF00533;PF12738	G3DSA:3.40.50.10190	SSF52113	SM00292	mobidb-lite	NA	PS50172	NA	NA	Coil	NA	NA	NA	NA
PON25635.1	cd03048	IPR004045	GO:0005515	PF00043;PF02798	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	SSF52833;SSF47616	NA	NA	NA	PS50404;PS50405	NA	NA	NA	NA	NA	NA	SFLDS00019;SFLDG01151
PON25738.1	cd13934	IPR002156	GO:0003676;GO:0004523	PF00075	G3DSA:3.30.420.10	SSF53098	NA	NA	NA	PS50879	NA	NA	NA	NA	NA	NA	NA
PON28134.1	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF14479	G3DSA:1.10.510.10;G3DSA:3.30.200.20;G3DSA:1.20.120.1020	SSF56112	NA	mobidb-lite	NA	PS50011	NA	NA	Coil	NA	NA	NA	NA
PON26911.1	NA	IPR003903	NA	NA	NA	NA	NA	mobidb-lite	NA	PS50330	NA	NA	Coil	NA	NA	NA	NA
PON23572.1	NA	IPR011011	NA	NA	NA	SSF57903	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON31105.1	cd00067	IPR021858	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	G3DSA:4.10.240.10	SSF57701	SM00066	mobidb-lite	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
PON23304.1	NA	IPR036291	GO:0016491;GO:0055114;GO:0003824;GO:0008926;GO:0019594;GO:0050662	PF01232;PF08125	G3DSA:3.40.50.720;G3DSA:1.10.1040.10	SSF51735;SSF48179	NA	NA	KEGG: 00051+1.1.1.17|MetaCyc: PWY-6531	NA	NA	PR00084	NA	NA	NA	MF_00196	NA
PON29403.1	NA	IPR014381	GO:0003677;GO:0003899;GO:0006351;GO:0042025	PF01191;PF03871	G3DSA:3.90.940.20;G3DSA:3.40.1340.10	SSF53036;SSF55287	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	PIRSF000747	MF_00025	NA
PON23933.1	NA	IPR022185	NA	PF12505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25325.1	NA	IPR025533	NA	PF14388	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29811.1	cd12191	IPR033789	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON28605.1	NA	IPR004798	GO:0006816;GO:0015369;GO:0016021;GO:0055085;GO:0006812;GO:0008324	PF01699	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	NA	NA	mobidb-lite	Reactome: R-HSA-425561	NA	NA	NA	NA	TIGR00378;TIGR00846	NA	NA	NA
PON27332.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24712.1	NA	IPR003492	GO:0016020	PF02487	NA	NA	NA	NA	NA	NA	NA	PR01315	NA	NA	NA	NA	NA
PON24677.1	NA	IPR011009		PF02958	NA	SSF56112	NA	NA	KEGG: 00901+2.7.1.222|MetaCyc: PWY-7936	NA	NA	NA	NA	NA	NA	NA	NA
PON25913.1	NA	IPR010640	NA	PF06772	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON28787.1	NA	IPR000892	GO:0003735;GO:0005840;GO:0006412	PF01283	G3DSA:3.30.1740.20	NA	NA	mobidb-lite	NA	NA	PS00733	NA	NA	NA	NA	NA	NA
PON31019.1	cd00371;cd02094	IPR036163	GO:0030001;GO:0046872;GO:0000166;GO:0006812;GO:0016021;GO:0019829;GO:0005507	PF00702;PF00403;PF00122	G3DSA:3.30.70.100;G3DSA:2.70.150.20;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	SSF55008;SSF81665;SSF56784;SSF81660;SSF81653	NA	mobidb-lite	Reactome: R-HSA-936837	PS50846	PS01229;PS00154	PR00119;PR00942	NA	TIGR01525;TIGR01494;TIGR00003	NA	NA	SFLDG00002;SFLDF00027
PON20296.1	NA	IPR021842	NA	PF11917	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON25557.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	PF00067	G3DSA:1.10.630.10	SSF48264	NA	NA	NA	NA	PS00086	PR00385;PR00465	NA	NA	NA	NA	NA
PON25532.1	NA	IPR007290	GO:0032366	PF04161	NA	NA	NA	NA	Reactome: R-HSA-191273	NA	NA	NA	NA	NA	NA	NA	NA
PON27456.1	NA	IPR000782	NA	PF02469	G3DSA:2.30.180.10	SSF82153	SM00554	NA	NA	PS50213	NA	NA	NA	NA	NA	NA	NA
PON27142.1	NA	IPR001179	GO:0003755	PF00254	G3DSA:3.10.50.40	SSF54534	NA	mobidb-lite	NA	PS50059	NA	NA	NA	NA	NA	NA	NA
PON21362.1	NA	IPR029058	GO:0016787	PF01738	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30340.1	NA	IPR012664	NA	PF10021	G3DSA:3.40.220.10	NA	NA	NA	NA	NA	NA	NA	NA	TIGR02452	NA	NA	NA
PON22736.1	NA	IPR007146	NA	PF04000	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON26832.1	NA	IPR008401	GO:0005680	PF05839	NA	NA	NA	mobidb-lite	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA
PON20674.1	NA	IPR008775	NA	PF05721	G3DSA:2.60.120.620	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25435.1	NA	IPR031348	NA	PF17111	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON23198.1	NA	IPR032157	GO:0043248	PF16093	G3DSA:3.30.230.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26604.1	cd17352	IPR011701	GO:0055085	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	mobidb-lite	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
PON20600.1	cd08249	IPR011032	GO:0055114;GO:0016491	PF08240;PF00107	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF50129;SSF51735	SM00829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23757.1	NA	IPR000791	GO:0016021	PF01184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22143.1	cd17356	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PF00083	G3DSA:1.20.1250.20	SSF103473	NA	NA	Reactome: R-HSA-189200	PS50850	NA	PR00171	NA	TIGR00879	NA	NA	NA
PON22006.1	cd17352	IPR011701	GO:0055085	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
