Gene	interpro	GO	ProSiteProfiles	Pfam	Gene3D	MobiDBLite	SUPERFAMILY	SMART	Coils	CDD	PRINTS	ProSitePatterns	PATHWAY	PIRSF	TIGRFAM	Hamap	SFLD
PTB48898.1	IPR029021	GO:0004725;GO:0016311	PS51339	PF06602	G3DSA:2.30.29.30	mobidb-lite	SSF52799	NA	NA	cd17666	NA	PS00383	NA	NA	NA	NA	NA
PTB51721.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48076.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB49095.1	IPR033453		NA	PF02055;PF17189	G3DSA:3.20.20.80	NA	SSF51445	NA	NA	NA	NA	NA	Reactome: R-HSA-1660662|Reactome: R-HSA-390471	NA	NA	NA	NA
PTB52802.1	IPR000612	GO:0016021	NA	PF01679	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47566.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	PF04082	NA	mobidb-lite	NA	SM00906	NA	cd12148	NA	NA	NA	NA	NA	NA	NA
PTB53969.1	IPR004499	GO:0004827;GO:0005524;GO:0005737;GO:0006433;GO:0000166;GO:0004812;GO:0006418	PS50862	PF03129;PF09180;PF00587	G3DSA:3.30.110.30;G3DSA:3.40.50.800;G3DSA:3.30.930.10	mobidb-lite	SSF52954;SSF64586;SSF55681	SM00946	Coil	cd00778;cd00862	PR01046	NA	KEGG: 00970+6.1.1.15|Reactome: R-HSA-2408522|Reactome: R-HSA-379716|Reactome: R-HSA-6782315	NA	TIGR00408	MF_01571	NA
PTB55120.1	IPR000722	GO:0003677;GO:0003899;GO:0006351;GO:0005665;GO:0006366	NA	PF00623;PF04983;PF04990;PF04998;PF04992;PF05000;PF04997	G3DSA:1.20.120.1280;G3DSA:1.10.274.100;G3DSA:2.20.25.410;G3DSA:2.40.40.20;G3DSA:1.10.132.30;G3DSA:1.10.150.390;G3DSA:3.30.1360.140;G3DSA:3.30.1490.180	mobidb-lite	SSF64484	SM00663	NA	cd02733;cd02584	NA	PS00115	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-203927|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA
PTB49463.1	IPR001579	GO:0004553;GO:0005975;GO:0008061	NA	PF00704	G3DSA:3.20.20.80;G3DSA:3.10.50.10	mobidb-lite	SSF51445	SM00636	NA	NA	NA	PS01095	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	NA
PTB55239.1	IPR019340		NA	PF10198	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-3214847|Reactome: R-HSA-5689880	NA	NA	NA	NA
PTB50617.1	IPR002129	GO:0016831;GO:0019752;GO:0030170;GO:0003824;GO:0004351;GO:0006536	NA	PF00282	G3DSA:3.90.1150.160;G3DSA:3.40.640.10	mobidb-lite	SSF53383	NA	NA	NA	NA	NA	KEGG: 00250+4.1.1.15|KEGG: 00410+4.1.1.15|KEGG: 00430+4.1.1.15|KEGG: 00650+4.1.1.15|MetaCyc: PWY-4321	NA	TIGR01788	NA	NA
PTB48581.1	IPR003819	GO:0016491;GO:0055114	NA	PF02668	G3DSA:3.60.130.10	NA	SSF51197	NA	NA	NA	NA	NA	Reactome: R-HSA-71262	NA	NA	NA	NA
PTB54044.1	IPR002867	NA	PS51873	PF01485	G3DSA:1.20.120.1750	NA	SSF57850	NA	NA	NA	NA	PS00518	NA	NA	NA	NA	NA
PTB50519.1	IPR003892	GO:0005515	PS51140	PF02845	G3DSA:1.10.8.10	mobidb-lite	SSF46934	SM00546	NA	cd14372	NA	NA	NA	NA	NA	NA	NA
PTB59011.1	IPR000008	GO:0061817;GO:0008289	PS50004;PS51847	PF00168	G3DSA:2.60.40.150	mobidb-lite	SSF49562	SM00239	NA	cd04044;cd04052;cd04040;cd04045	NA	NA	NA	PIRSF037232	NA	NA	NA
PTB52650.1	IPR009072	GO:0046982;GO:0071821	NA	PF15630	G3DSA:1.10.20.10	NA	SSF47113	NA	NA	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-6783310|Reactome: R-HSA-68877	NA	NA	NA	NA
PTB52315.1	IPR039261	GO:0003824	NA	PF00501	G3DSA:3.30.300.30;G3DSA:3.40.50.12780	NA	SSF52343;SSF56801	NA	NA	cd17653	NA	PS00455	NA	NA	TIGR01733	NA	NA
PTB51917.1	IPR007125	GO:0000786;GO:0003677;GO:0046982	NA	PF00125	G3DSA:1.10.20.10	mobidb-lite	SSF47113	SM00428	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56553.1	IPR001509	GO:0003824;GO:0050662	NA	PF01370	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58155.1	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54114.1	IPR017383	GO:0005885;GO:0015629;GO:0030833;GO:0034314;GO:0005515	PS50294;PS50082	PF00400	G3DSA:2.130.10.10	NA	SSF50978	SM00320	NA	NA	NA	NA	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213	PIRSF038093	NA	NA	NA
PTB56313.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47564.1	IPR000254	GO:0005576;GO:0005975;GO:0030248;GO:0004553	PS51164	PF00734;PF00704	G3DSA:3.20.20.80	mobidb-lite	SSF51445;SSF57180	SM00236	NA	NA	NA	PS01095	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	NA
PTB47793.1	IPR002347	NA	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
PTB51169.1	IPR036871	GO:0035091	PS50195	PF00787;PF09325	G3DSA:3.30.1520.10;G3DSA:1.20.1270.60	mobidb-lite	SSF103657;SSF64268	SM00312	Coil	cd07627;cd06861	NA	NA	NA	NA	NA	NA	NA
PTB57306.1	IPR037464	GO:0004298;GO:0016787	NA	PF01112	G3DSA:3.60.20.30	mobidb-lite	SSF56235	NA	NA	cd04514	NA	NA	NA	NA	NA	NA	NA
PTB47397.1	IPR001753	GO:0003824	NA	PF00378	G3DSA:3.90.226.10	NA	SSF52096	NA	NA	cd06558	NA	NA	NA	NA	NA	NA	NA
PTB49379.1	IPR000757	GO:0004553;GO:0005975;GO:0005618;GO:0016798;GO:0071555	PS51762	PF00722	G3DSA:2.60.120.200	mobidb-lite	SSF49899	NA	NA	cd02183	NA	NA	NA	PIRSF037299	NA	NA	NA
PTB54516.1	IPR002241	GO:0004553;GO:0005975;GO:0003824	NA	PF16499;PF17801	G3DSA:2.60.40.1180;G3DSA:3.20.20.70	NA	SSF51011;SSF51445	NA	NA	cd14792	PR00740	PS00512	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	NA	NA	NA
PTB61179.1	IPR038718	GO:0005524	NA	PF00176	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	mobidb-lite	SSF52540	SM00487	Coil	cd17919;cd18793	NA	NA	NA	NA	NA	NA	NA
PTB47556.1	IPR027450	GO:0016491;GO:0055114	PS51471	PF13532	G3DSA:2.60.120.590	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53300.1	IPR010839	NA	NA	PF07287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60459.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58654.1	IPR010920	GO:0000387	NA	PF01423	G3DSA:2.30.30.100	mobidb-lite	SSF50182	SM00651	NA	cd01724	NA	NA	Reactome: R-HSA-191859|Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA
PTB52513.1	IPR016024	GO:0006886;GO:0016192;GO:0030117;GO:0015031;GO:0030123	NA	PF01602	NA	mobidb-lite	SSF48371	NA	Coil	NA	NA	NA	NA	PIRSF037092	NA	NA	NA
PTB51345.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57393.1	IPR004352	GO:0003824	NA	PF03537	G3DSA:3.20.20.70	mobidb-lite	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52786.1	IPR013942	GO:0003712;GO:0006357;GO:0016592	NA	PF08633	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53382.1	IPR023346	GO:0003796;GO:0009253;GO:0016998	NA	PF00959	G3DSA:1.10.530.40	NA	SSF53955	NA	NA	cd00737	NA	NA	NA	NA	NA	NA	NA
PTB49199.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49066.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	G3DSA:1.10.630.10	NA	SSF48264	NA	NA	NA	PR00385;PR00463	PS00086	NA	NA	NA	NA	NA
PTB58858.1	IPR007741	NA	NA	PF05047	G3DSA:3.40.30.10	NA	SSF52833	SM00916	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56384.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF04082;PF00172	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00906;SM00066	Coil	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA
PTB59419.1	IPR001104	GO:0006629;GO:0016627	PS50244	PF02544	NA	NA	NA	NA	NA	cd01801	NA	NA	NA	NA	NA	NA	NA
PTB51236.1	IPR031322		NA	PF01202	G3DSA:3.40.50.300	NA	SSF52540	NA	NA	NA	NA	NA	KEGG: 00400+2.7.1.71|MetaCyc: PWY-6163	NA	NA	NA	NA
PTB53039.1	IPR036770	GO:0005515	PS50088;PS50297	PF12796	G3DSA:1.25.40.20	NA	SSF48403	SM00248	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48341.1	IPR021765	GO:0043386	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49503.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50611.1	IPR001451	NA	NA	PF00132	G3DSA:2.160.10.10	mobidb-lite	SSF53448	NA	Coil	cd04652	NA	NA	NA	NA	NA	NA	NA
PTB53786.1	IPR016191	GO:0003723;GO:0004540	NA	NA	G3DSA:3.10.450.30	NA	SSF53933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54447.1	IPR017850	GO:0003824;GO:0008484	NA	PF00884	G3DSA:3.30.1120.10;G3DSA:3.40.720.10	NA	SSF53649	NA	NA	cd16025	NA	PS00149	NA	NA	NA	NA	NA
PTB49611.1	IPR010730	NA	NA	PF06985	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53495.1	IPR004045	GO:0005515	PS50404;PS50405	PF14497;PF02798	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	SSF47616;SSF52833	NA	NA	cd03039	NA	NA	NA	NA	NA	NA	SFLDS00019
PTB52317.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB56429.1	IPR035979	GO:0003676	NA	NA	NA	NA	SSF54928	NA	NA	cd17973	NA	NA	NA	NA	NA	NA	NA
PTB59851.1	IPR018108	GO:0005743;GO:0015187;GO:1904983	PS50920	PF00153	G3DSA:1.50.40.10	NA	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA	MF_03064	NA
PTB53199.1	IPR000250	GO:0004190;GO:0006508	NA	PF01828	G3DSA:2.60.120.700	NA	SSF49899	NA	NA	cd13426	PR00977	NA	NA	NA	NA	NA	NA
PTB47851.1	IPR036249	GO:0016209;GO:0016491;GO:0055114	NA	PF00578	G3DSA:3.40.30.10	NA	SSF52833	NA	NA	NA	NA	NA	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685	NA	NA	NA	NA
PTB54375.1	IPR035994	GO:0003824;GO:0009116	NA	PF01048	NA	NA	SSF53167	NA	NA	cd09008	NA	NA	NA	NA	NA	NA	NA
PTB48436.1	IPR006554	GO:0003678;GO:0016818;GO:0005524;GO:0003677;GO:0003676;GO:0004386;GO:0006139	PS51193	PF06733;PF13307	G3DSA:3.40.50.300	NA	SSF52540	SM00488;SM00491	Coil	cd18788;cd17970;cd17968	NA	NA	NA	NA	TIGR00604	NA	NA
PTB48060.1	IPR006785		NA	PF04695	G3DSA:1.10.10.10	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241|Reactome: R-HSA-9603798	NA	NA	NA	NA
PTB49109.1	IPR012132	GO:0016614;GO:0050660;GO:0055114	NA	PF00732;PF05199	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	SSF51905;SSF54373	NA	NA	NA	NA	PS00623	Reactome: R-HSA-6798163	PIRSF000137	NA	NA	NA
PTB58820.1	IPR013734	NA	NA	PF08528	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57505.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48167.1	IPR009542	GO:0005787;GO:0006465;GO:0008233;GO:0016021	NA	PF06645	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-381771|Reactome: R-HSA-400511|Reactome: R-HSA-422085	NA	NA	NA	NA
PTB49858.1	IPR013520	GO:0003676	PS50157	PF00929;PF12874	G3DSA:3.30.420.10;G3DSA:3.30.160.60	mobidb-lite	SSF57667;SSF53098	SM00355;SM00479	NA	cd06137	NA	PS00028	NA	NA	NA	NA	NA
PTB56648.1	IPR019310	GO:0006364	NA	PF10153	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB48687.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF00172;PF04082	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00906;SM00066	NA	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA
PTB47311.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57168.1	IPR002328	GO:0008270;GO:0016491;GO:0055114	NA	PF08240;PF00107	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	SSF50129;SSF51735	SM00829	NA	cd05283	NA	PS00059	Reactome: R-HSA-71384	NA	NA	NA	NA
PTB59054.1	IPR014729	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004832;GO:0005737;GO:0006438;GO:0002161	NA	PF08264;PF00133	G3DSA:3.40.50.620;G3DSA:1.10.287.380;G3DSA:1.10.730.10;G3DSA:3.90.740.10	mobidb-lite	SSF46589;SSF47323;SSF52374;SSF50677	NA	Coil	cd07962;cd00817	PR00986	PS00178	KEGG: 00970+6.1.1.9|Reactome: R-HSA-379716	NA	TIGR00422	MF_02004	NA
PTB59721.1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	PF00067	G3DSA:1.10.630.10	NA	SSF48264	NA	NA	NA	PR00385;PR00463	PS00086	NA	NA	NA	NA	NA
PTB53847.1	IPR027417	GO:0005524	PS50089;PS51194;PS51192	PF00176;PF00271	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	NA	SSF52540;SSF57850	SM00487;SM00490	NA	cd18008;cd18793	NA	PS00518	NA	NA	NA	NA	NA
PTB60123.1	IPR006913	GO:0016846	NA	PF04828	G3DSA:2.170.150.70	NA	SSF51316	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA
PTB58161.1	IPR000305	GO:0006281;GO:0017108;GO:0033557	PS50164	PF01541	G3DSA:3.40.1440.10;G3DSA:3.30.40.10	mobidb-lite	SSF82771	NA	NA	cd10455	NA	NA	Reactome: R-HSA-5693568|Reactome: R-HSA-6783310	NA	NA	MF_03100	NA
PTB54066.1	IPR013705	GO:0006694;GO:0008168	PS51685	PF08498;PF08241	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA
PTB48780.1	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PS50850	PF00083	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd17356	NA	NA	Reactome: R-HSA-189200	NA	TIGR00879	NA	NA
PTB49365.1	IPR018300	GO:0003824;GO:0004084;GO:0009081	NA	PF01063	G3DSA:3.20.10.10;G3DSA:3.30.470.10	NA	SSF56752	NA	NA	NA	NA	PS00770	Reactome: R-HSA-70895	PIRSF006468	NA	NA	NA
PTB55776.1	IPR029062	GO:0004077;GO:0006464	PS51733	PF09825;PF03099	G3DSA:3.40.50.880;G3DSA:3.30.930.10	NA	SSF52317;SSF55681	NA	NA	cd03144;cd16442	NA	NA	KEGG: 00780+6.3.4.15|Reactome: R-HSA-196780|Reactome: R-HSA-3371599	NA	TIGR00121	NA	NA
PTB60799.1	IPR011009	NA	NA	NA	G3DSA:1.10.510.10	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51237.1	IPR000182	GO:0008080	PS51186	PF00583	G3DSA:3.40.630.30	NA	SSF55729	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
PTB53413.1	IPR002110	GO:0005515;GO:0003824;GO:0009116	PS50088;PS50297	PF12796;PF01048	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	SSF53167;SSF52540;SSF48403	SM00248	NA	cd09008	NA	NA	NA	NA	NA	NA	NA
PTB58967.1	IPR024242	GO:0009306	NA	PF11654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50225.1	IPR002110	GO:0005515	PS50088;PS50297;PS50003	PF00023;PF12796;PF00169;PF01237	G3DSA:1.25.40.20;G3DSA:2.30.29.30;G3DSA:2.40.160.120;G3DSA:1.20.120.1290	mobidb-lite	SSF144000;SSF50729;SSF48403	SM00248;SM00233	Coil	cd13292	PR01415	PS01013	NA	NA	NA	NA	NA
PTB54208.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB54263.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52277.1	IPR042517		NA	PF16483	G3DSA:3.30.920.50;G3DSA:2.60.110.10	NA	NA	NA	NA	cd09220	NA	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	NA
PTB53753.1	IPR002685	GO:0000030;GO:0006486;GO:0016020	NA	PF01793	G3DSA:3.90.550.10	NA	SSF53448	NA	NA	NA	NA	NA	NA	PIRSF018153	NA	NA	NA
PTB58298.1	IPR022784	NA	NA	PF09135	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58110.1	IPR029063	NA	NA	PF13489	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA
PTB55489.1	IPR036065	NA	NA	PF01722	G3DSA:3.10.20.90	mobidb-lite	SSF82657	NA	NA	NA	NA	NA	NA	PIRSF003113	NA	NA	NA
PTB47994.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB51379.1	IPR001853	GO:0015035	NA	PF01323	G3DSA:3.40.30.10	NA	SSF52833	NA	NA	cd03024	NA	NA	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	NA	NA	NA	NA
PTB48176.1	IPR013890	GO:0005515	PS50082;PS50294	PF08581;PF00400	G3DSA:2.130.10.10;G3DSA:1.20.5.340	mobidb-lite	SSF50978	SM00320	Coil	cd00200	PR00320	PS00678	NA	NA	NA	NA	NA
PTB51869.1	IPR019240	NA	NA	PF09962	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03833	NA	NA
PTB56233.1	IPR010684	GO:0005634;GO:0006357;GO:0070449	NA	PF06881	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-75955	NA	NA	NA	NA
PTB54376.1	IPR027417	NA	NA	PF05729	G3DSA:3.40.50.300	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48387.1	IPR021514	NA	NA	PF11374	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58191.1	IPR029058	GO:0003847;GO:0016042	NA	PF03403	G3DSA:3.40.50.1820	mobidb-lite	SSF53474	NA	NA	NA	NA	NA	KEGG: 00565+3.1.1.47	PIRSF018169	NA	NA	NA
PTB50423.1	IPR007175		NA	PF04032	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA
PTB52216.1	IPR005887	GO:0030246;GO:0003824	NA	PF07971;PF17678	G3DSA:3.30.2080.10;G3DSA:1.20.1610.10;G3DSA:2.70.98.10;G3DSA:1.20.1050.60	NA	SSF48208	NA	NA	NA	NA	NA	NA	NA	TIGR01180	NA	NA
PTB59594.1	IPR000504	GO:0003676	PS50102	PF00076	G3DSA:3.30.70.330	mobidb-lite	SSF54928	SM00360	Coil	cd12306	NA	NA	NA	NA	NA	NA	NA
PTB53730.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50125.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB54413.1	IPR035971	GO:0005576;GO:0005975;GO:0030248	PS51164	PF00734	G3DSA:3.40.50.1820	NA	SSF57180;SSF53474	SM00236	NA	NA	NA	PS00562	NA	NA	NA	NA	NA
PTB61104.1	NA	NA	PS51257	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59518.1	IPR018612	NA	NA	PF09745	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB57483.1	IPR015422	GO:0003824;GO:0019346;GO:0030170	NA	PF01053	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	SSF53383	NA	NA	cd00614	NA	NA	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PIRSF001434	NA	NA	NA
PTB58505.1	IPR002018	NA	NA	PF00135	G3DSA:3.40.50.1820	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51527.1	IPR029061	GO:0004591;GO:0006099;GO:0030976;GO:0055114;GO:0016624	NA	PF00676;PF02779;PF16078;PF16870	G3DSA:3.40.50.12470;G3DSA:3.40.50.970;G3DSA:1.10.287.1150;G3DSA:3.40.50.11610	NA	SSF52518	SM00861	NA	cd02016	NA	NA	KEGG: 00020+1.2.4.2|KEGG: 00310+1.2.4.2|KEGG: 00380+1.2.4.2|MetaCyc: PWY-5084	PIRSF000157	TIGR00239	NA	NA
PTB61178.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB50121.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60197.1	IPR000182	GO:0008080	PS51186	PF13673	G3DSA:3.40.630.30	NA	SSF55729	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
PTB49183.1	IPR038516	NA	NA	PF05282	G3DSA:2.60.34.20;G3DSA:1.25.40.550	mobidb-lite	NA	NA	NA	cd13778;cd13777	NA	NA	NA	NA	NA	NA	NA
PTB51979.1	IPR017938	GO:0016491;GO:0055114	PS51384	PF00175	G3DSA:2.40.30.10;G3DSA:3.40.50.80	NA	SSF63380;SSF52343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51230.1	IPR002347	NA	NA	PF00106	G3DSA:3.40.50.720	mobidb-lite	SSF51735	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
PTB47914.1	IPR021858	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF11951;PF00172	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB48434.1	IPR011009	GO:0004672;GO:0006468;GO:0005524	PS50011	PF00069	G3DSA:1.10.510.10	mobidb-lite	SSF56112	SM00220	NA	cd14019	NA	PS00108	NA	NA	NA	NA	NA
PTB50597.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54037.1	IPR020904	GO:0016491	NA	PF13561	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081;PR00080	PS00061	NA	NA	NA	NA	NA
PTB59551.1	IPR017568	GO:0006633;GO:0016747;GO:0003824	NA	PF00109;PF02801	G3DSA:3.40.47.10	NA	SSF53901	SM00825	NA	cd00834	NA	PS00606	NA	PIRSF000447	TIGR03150	NA	NA
PTB48420.1	IPR017853	GO:0004553;GO:0005975	NA	PF00150	G3DSA:3.20.20.80	mobidb-lite	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51147.1	IPR020846	GO:0055085	PS50850	PF07690	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PTB56443.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
