Gene	interpro	GO	SMART	ProSiteProfiles	Pfam	Gene3D	MobiDBLite	CDD	Coils	SUPERFAMILY	ProSitePatterns	PRINTS	PATHWAY	TIGRFAM	PIRSF	Hamap	SFLD
EHK25261.1	IPR016215	GO:0004497;GO:0016705;GO:0055114	NA	NA	PF00296	G3DSA:3.20.20.30	NA	NA	NA	SSF51679	NA	NA	NA	TIGR03860	PIRSF000337	NA	NA
EHK24091.1	IPR010839	NA	NA	NA	PF07287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23683.1	IPR017384		NA	NA	PF15879	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA
EHK23776.1	IPR002204	GO:0016491;GO:0055114;GO:0004499;GO:0050660;GO:0050661	NA	NA	PF00743	G3DSA:3.50.50.60	NA	NA	Coil	SSF51905	PS00895	PR00370	Reactome: R-HSA-70895	NA	PIRSF000332	NA	NA
EHK22353.1	IPR027417	GO:0005515;GO:0005524;GO:0005694;GO:0051276	SM00968	NA	PF02463;PF06470	G3DSA:3.40.50.300;G3DSA:1.20.1060.20;G3DSA:3.30.70.1620	NA	cd03273	Coil	SSF52540;SSF75553	NA	NA	Reactome: R-HSA-2299718|Reactome: R-HSA-2514853	NA	PIRSF005719	NA	NA
EHK15811.1	IPR030667	GO:0019781;GO:0045116;GO:0008641	NA	NA	PF00899	G3DSA:3.40.50.720	NA	NA	NA	SSF69572	NA	NA	Reactome: R-HSA-8951664	NA	PIRSF039099	NA	NA
EHK23670.1	IPR003347	NA	NA	PS51184	PF13621	G3DSA:2.60.120.650	NA	NA	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA
EHK17645.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906;SM00066	PS50048	PF00172;PF04082	G3DSA:4.10.240.10	NA	cd00067;cd12148	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK26567.1	IPR036388	GO:0005515;GO:0003700;GO:0006355;GO:0043565	SM00339	PS50006;PS50039	PF00250	G3DSA:1.10.10.10;G3DSA:2.60.200.20	mobidb-lite	cd00060	NA	SSF46785;SSF49879	NA	PR00053	NA	NA	NA	NA	NA
EHK15631.1	IPR002123	GO:0016746;GO:0003841;GO:0008654;GO:0016020	SM00563	NA	PF01553	NA	NA	cd07989	NA	SSF69593	NA	NA	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	TIGR00530	NA	NA	NA
EHK18314.1	IPR010255	GO:0004601;GO:0006979;GO:0020037;GO:0055114	NA	PS50873	PF00141	G3DSA:1.10.520.10	NA	NA	NA	SSF48113	NA	PR00458	NA	NA	NA	NA	NA
EHK18373.1	IPR007148		NA	NA	PF04003	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA
EHK23734.1	IPR036277	GO:0005515;GO:0005524;GO:0005694;GO:0051276	SM00968	NA	PF06470;PF02463	G3DSA:3.30.70.1620;G3DSA:3.40.50.300;G3DSA:1.20.1060.20	mobidb-lite	cd00890;cd03274	Coil	SSF75553;SSF52540;SSF57997	NA	NA	Reactome: R-HSA-2299718|Reactome: R-HSA-2514853	NA	NA	NA	NA
EHK16827.1	IPR020472	GO:0005515	SM00320	PS50082;PS50294	PF00400	G3DSA:2.130.10.10	mobidb-lite	cd00200	NA	SSF50978	PS00678	PR00320	NA	NA	NA	NA	NA
EHK23701.1	IPR003719	GO:0003824;GO:0009058	NA	NA	PF02567	G3DSA:3.10.310.10	NA	NA	NA	SSF54506	NA	NA	NA	TIGR00654	PIRSF016184	NA	NA
EHK18900.1	IPR003750	NA	NA	NA	PF02598	G3DSA:3.40.1280.10	mobidb-lite	cd18086	NA	SSF50249;SSF75217	NA	NA	NA	NA	NA	NA	NA
EHK22485.1	IPR001117	GO:0055114;GO:0005507;GO:0016491	NA	NA	PF00394;PF07732;PF07731	G3DSA:2.60.40.420	NA	cd13895	NA	SSF49503	PS00079;PS00080	NA	NA	TIGR03390	NA	NA	NA
EHK24378.1	IPR027417	NA	NA	NA	NA	NA	mobidb-lite	cd00009	Coil	SSF52540	NA	NA	NA	NA	NA	NA	NA
EHK18984.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16224.1	IPR000845	GO:0003824;GO:0009116	NA	NA	PF01048	NA	NA	cd09008	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA
EHK16211.1	IPR011990	GO:0005515	NA	NA	PF13424	G3DSA:1.25.40.10	NA	NA	NA	SSF48452	NA	NA	NA	NA	NA	NA	NA
EHK24908.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21645.1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	NA	PF00067	G3DSA:1.10.630.10	NA	NA	NA	SSF48264	PS00086	PR00385;PR00463	NA	NA	NA	NA	NA
EHK17879.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066;SM00906	PS50048	PF04082;PF00172	G3DSA:4.10.240.10	mobidb-lite	cd00067;cd12148	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK20952.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF11951;PF00172	G3DSA:4.10.240.10	mobidb-lite	cd00067	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK22086.1	IPR020946	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	NA	PF00743	G3DSA:3.50.50.60	NA	NA	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA
EHK24629.1	IPR036259	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	mobidb-lite	cd17502	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK16380.1	IPR011011	NA	SM01408;SM00249	PS50016	PF12998	G3DSA:3.30.40.10	mobidb-lite	cd15505;cd16858	NA	SSF57903	PS01359	NA	NA	NA	NA	NA	NA
EHK25781.1	IPR031359	NA	NA	NA	PF17100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16489.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK25090.1	IPR027417	NA	NA	NA	NA	NA	NA	NA	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA
EHK22517.1	IPR019411	GO:0008289	NA	PS51847	PF10296	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK23828.1	IPR022137		NA	NA	PF12417	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-212436	NA	NA	NA	NA
EHK23116.1	IPR003593	GO:0005524	SM00382	NA	PF00004	G3DSA:3.40.50.300	mobidb-lite	cd00009	Coil	SSF52540	NA	NA	NA	NA	NA	NA	NA
EHK17870.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK25182.1	IPR009600	GO:0016021;GO:0016255;GO:0042765	NA	NA	PF06728	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-162791	NA	NA	NA	NA
EHK26502.1	IPR029058	GO:0004185;GO:0006508	NA	NA	PF00450	G3DSA:3.40.50.1820;G3DSA:1.10.287.410	NA	NA	NA	SSF53474	NA	PR00724	NA	NA	NA	NA	NA
EHK18919.1	IPR004443		NA	PS51385	PF03853	G3DSA:3.40.50.10260	NA	NA	NA	SSF64153	NA	NA	MetaCyc: PWY-6938	TIGR00197	NA	NA	NA
EHK21638.1	IPR007138	NA	NA	NA	PF03992	G3DSA:3.30.70.100	NA	NA	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA
EHK23462.1	IPR003228	GO:0005669;GO:0006352;GO:0046982	NA	NA	PF03847	G3DSA:1.10.20.10	mobidb-lite	cd07981	Coil	SSF47113	NA	NA	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-3214847|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA
EHK26108.1	IPR008253	GO:0016020	NA	NA	PF01284	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17317.1	IPR002347	NA	NA	NA	PF00106	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	NA	PR00081	NA	NA	NA	NA	NA
EHK18542.1	IPR036852	GO:0004252;GO:0006508;GO:0005618;GO:0016020	NA	NA	PF00082;PF06280	G3DSA:3.40.50.200	NA	cd07489	NA	SSF52743	PS00136;PS00138	PR00723	NA	NA	NA	NA	NA
EHK26220.1	IPR000445	GO:0003677;GO:0003906;GO:0005634;GO:0006281;GO:0006285;GO:0019104;GO:0006284;GO:0003824	SM00478	NA	PF00633;PF00730	G3DSA:1.10.340.30;G3DSA:1.10.1670.10	NA	cd00056	NA	SSF48150	PS01155	NA	Reactome: R-HSA-110357	NA	PIRSF001435	MF_03183	NA
EHK25013.1	IPR011039	GO:0006367	NA	NA	PF02270;PF17683	G3DSA:1.10.10.10	mobidb-lite	cd07980	NA	SSF50916;SSF46785	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA
EHK15627.1	IPR002641	GO:0006629;GO:0004806	NA	PS51635	PF01734;PF11815	G3DSA:3.40.1090.10	mobidb-lite	cd07232	Coil	SSF52151	NA	NA	NA	NA	NA	NA	NA
EHK23547.1	IPR017986	GO:0005515	NA	PS50294;PS50082	PF08596	G3DSA:2.130.10.10	mobidb-lite	NA	NA	SSF50978	PS00678	NA	NA	NA	NA	NA	NA
EHK26570.1	IPR013083	GO:0008270	NA	PS51044	PF02891	G3DSA:3.30.40.10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19089.1	IPR029058	GO:0006508;GO:0008236	NA	NA	PF00326	G3DSA:3.40.50.1820;G3DSA:2.120.10.30	NA	NA	NA	SSF53474;SSF82171	NA	NA	NA	NA	NA	NA	NA
EHK22528.1	IPR008979		NA	NA	PF08547	NA	mobidb-lite	NA	NA	SSF49785	NA	NA	Reactome: R-HSA-6799198	NA	NA	NA	NA
EHK27170.1	IPR020846	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	NA	cd17323	NA	SSF103473	NA	PR01036	NA	NA	NA	NA	NA
EHK16085.1	IPR013087	GO:0003676	SM00355	PS50157	NA	G3DSA:3.30.160.60	mobidb-lite	NA	NA	SSF57667	PS00028	NA	NA	NA	NA	NA	NA
EHK26601.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16421.1	IPR001680	GO:0005515	SM00320	PS50082;PS50294	PF00400	G3DSA:2.130.10.10	NA	NA	NA	SSF50978	PS00678	PR00320	NA	NA	NA	NA	NA
EHK25439.1	IPR001680	GO:0005515	SM00320	PS50082;PS50294	PF00400	G3DSA:2.130.10.10	mobidb-lite	NA	NA	SSF50978	PS00678	NA	NA	NA	NA	NA	NA
EHK21880.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172;PF11951	G3DSA:4.10.240.10	NA	cd12148;cd00067	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK18842.1	IPR006689	GO:0005525	SM00178;SM00175;SM00177	PS51417	PF00025	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	NA	PR00449	NA	NA	NA	NA	NA
EHK20811.1	IPR023214	GO:0016021;GO:0006812;GO:0019829;GO:0000166	SM00831	NA	PF00690;PF00702;PF00122;PF00689	G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10;G3DSA:1.20.1110.10	mobidb-lite	NA	Coil	SSF81665;SSF81653;SSF81660;SSF56784	PS00154	PR00120;PR00119	Reactome: R-HSA-936837	TIGR01523;TIGR01494	NA	NA	SFLDS00003;SFLDF00027
EHK20741.1	IPR010730	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15487.1	IPR005716	GO:0003735;GO:0006412;GO:0015935;GO:0003723	NA	NA	PF00177	G3DSA:1.10.455.10	NA	cd14867	NA	SSF47973	PS00052	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	TIGR01028	PIRSF002122	NA	NA
EHK17651.1	IPR021833	NA	NA	NA	PF11905	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24801.1	IPR032675	NA	NA	NA	NA	G3DSA:3.80.10.10	NA	NA	NA	SSF52047	NA	NA	NA	NA	NA	NA	NA
EHK15636.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	SM00220	PS50011	PF00069	G3DSA:1.10.510.10;G3DSA:3.30.200.20	mobidb-lite	cd14134	NA	SSF56112	PS00107;PS00108	NA	NA	NA	NA	NA	NA
EHK26720.1	IPR017853	GO:0005975	NA	NA	PF00704	G3DSA:3.20.20.80	mobidb-lite	cd06546	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA
EHK17402.1	IPR036291	NA	NA	NA	PF00106	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	NA	PR00081	NA	NA	NA	NA	NA
EHK19944.1	IPR007111	GO:0005515	SM00248	PS50088;PS50297	PF05729;PF12796	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	NA	NA	SSF52540;SSF48403	NA	NA	NA	NA	PIRSF000654	NA	NA
EHK25964.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21001.1	IPR000209	GO:0004252;GO:0006508	NA	NA	PF00082	G3DSA:3.40.50.200	mobidb-lite	NA	NA	SSF52743	NA	NA	NA	NA	NA	NA	NA
EHK23832.1	IPR000061	GO:0003723;GO:0006396	NA	NA	PF01805	NA	mobidb-lite	NA	NA	SSF109905	NA	NA	NA	NA	NA	NA	NA
EHK24686.1	IPR018230	GO:0005634	NA	NA	PF01125	NA	NA	NA	NA	NA	PS00997	PR00322	Reactome: R-HSA-72163	NA	NA	NA	NA
EHK15828.1	IPR018531	NA	NA	NA	PF09351	G3DSA:1.20.120.450	NA	NA	Coil	SSF109854	NA	NA	NA	NA	NA	NA	NA
EHK20137.1	IPR036188	GO:0016491;GO:0055114	NA	NA	PF07992	G3DSA:3.50.50.60	NA	NA	NA	SSF51905	NA	PR00368;PR00469	NA	NA	NA	NA	NA
EHK18448.1	IPR029063	GO:0008168	NA	NA	PF08241	G3DSA:3.40.50.150	NA	cd02440	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA
EHK24991.1	IPR016024	NA	NA	NA	PF04078	G3DSA:1.25.10.10	mobidb-lite	NA	Coil	SSF48371;SSF81995	NA	NA	NA	NA	NA	NA	NA
EHK27147.1	IPR029058	GO:0004185;GO:0006508	NA	NA	PF00450	G3DSA:3.40.50.1820	mobidb-lite	NA	NA	SSF53474	NA	PR00724	NA	NA	NA	NA	NA
EHK18880.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20874.1	IPR002889	NA	SM00321	PS51212	PF01822	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23049.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906;SM00066	PS50048	PF04082;PF00172	G3DSA:4.10.240.10	NA	cd00067;cd12148	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK26278.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24764.1	IPR008162	GO:0000287;GO:0004427;GO:0005737;GO:0006796	NA	NA	PF00719	G3DSA:3.90.80.10	NA	cd00412	NA	SSF50324	PS00387	NA	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	NA	NA	NA	NA
EHK25700.1	IPR005545	NA	NA	NA	PF03795	G3DSA:3.30.70.1060	NA	NA	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA
EHK22774.1	IPR007361	NA	NA	NA	PF04248	G3DSA:2.170.150.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24999.1	IPR001104	GO:0006629;GO:0016627	NA	PS50244	PF06966	G3DSA:1.20.120.1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK22453.1	IPR036259	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	mobidb-lite	cd17323	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK17791.1	IPR006592	GO:0003677;GO:0003899;GO:0006351	SM00663	NA	PF00623;PF04998;PF04997;PF05000;PF04983	G3DSA:3.30.1490.180;G3DSA:1.10.274.100;G3DSA:2.40.40.20;G3DSA:1.10.132.30;G3DSA:3.30.70.2850;G3DSA:1.10.357.120;G3DSA:1.20.120.1280	mobidb-lite	cd02735;cd01435	NA	SSF64484	NA	NA	NA	NA	NA	NA	NA
EHK27522.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20950.1	IPR011701	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20	NA	cd17327	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK21006.1	IPR000757	GO:0004553;GO:0005975	NA	PS51762	PF00722	G3DSA:2.60.120.200	NA	cd00413	NA	SSF49899	NA	NA	NA	NA	NA	NA	NA
EHK25442.1	IPR029058	GO:0003847;GO:0016042	NA	NA	PF03403	NA	mobidb-lite	NA	NA	SSF53474	NA	NA	KEGG: 00565+3.1.1.47	NA	NA	NA	NA
EHK15507.1	IPR033847	GO:0003824;GO:0046912;GO:0048037	SM00881	NA	PF00549;PF00285;PF02629	G3DSA:3.40.50.720;G3DSA:1.10.230.10;G3DSA:1.10.580.10;G3DSA:3.40.50.261	NA	cd06100	NA	SSF48256;SSF51735	PS01216;PS00399;PS01217	NA	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384	NA	NA	NA	NA
EHK25240.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK22316.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK22021.1	IPR018392	NA	SM00257	PS51782	PF01476	G3DSA:3.10.350.10	mobidb-lite	cd00118	NA	SSF54106	NA	NA	NA	NA	NA	NA	NA
EHK16714.1	IPR002110	GO:0005515	SM00248	PS50297;PS50088	PF12796;PF13637	G3DSA:1.25.40.20	NA	NA	NA	SSF48403	NA	PR01415	NA	NA	NA	NA	NA
EHK17052.1	IPR010591	GO:0005739;GO:0065003	NA	NA	PF06644	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17396.1	IPR017853	GO:0004553;GO:0005975	NA	NA	NA	G3DSA:3.20.20.80	mobidb-lite	NA	NA	SSF51445	PS01095	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	NA
EHK17909.1	IPR015943	GO:0005515	NA	NA	NA	G3DSA:2.130.10.10	NA	NA	NA	SSF50978	NA	NA	NA	NA	NA	NA	NA
EHK19374.1	IPR000254	GO:0005576;GO:0005975;GO:0030248	SM00236	PS51164	PF00734;PF03443	G3DSA:2.70.50.70	mobidb-lite	NA	NA	SSF57180	PS00562	NA	KEGG: 00500+3.2.1.4|MetaCyc: PWY-6788	NA	NA	NA	NA
EHK22756.1	IPR006043	GO:0016020;GO:0022857;GO:0055085	NA	NA	PF00860	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18291.1	IPR029039	GO:0016491	NA	NA	PF03358	G3DSA:3.40.50.360	NA	NA	NA	SSF52218	NA	NA	NA	TIGR02690	NA	NA	NA
EHK26855.1	IPR021858	NA	NA	NA	PF11951	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17982.1	IPR036250	GO:0016627;GO:0055114;GO:0003995;GO:0050660	NA	NA	PF02771;PF02770;PF00441	G3DSA:1.10.540.10;G3DSA:2.40.110.10;G3DSA:1.20.140.10	NA	cd01158	NA	SSF47203;SSF56645	PS00072;PS00073	NA	NA	NA	PIRSF016578	NA	NA
EHK16053.1	IPR008862	NA	NA	NA	PF05794	NA	mobidb-lite	cd06503	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK18470.1	IPR012875	NA	NA	NA	PF07896	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK22700.1	IPR036259	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20	NA	cd17389	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK25566.1	IPR001648	GO:0003735;GO:0005840;GO:0006412	NA	NA	PF01084	G3DSA:4.10.640.10	mobidb-lite	NA	NA	SSF46911	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA
EHK19854.1	NA	NA	NA	NA	NA	G3DSA:2.70.50.70	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18169.1	IPR041698	NA	NA	NA	PF13649	G3DSA:3.40.50.150	NA	cd02440	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA
EHK19378.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172	G3DSA:4.10.240.10	NA	cd00067	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK18233.1	IPR016024	GO:0003677;GO:0006355	SM00501;SM01014	PS51526;PS51011	PF01388	G3DSA:1.10.150.60	mobidb-lite	cd16100	Coil	SSF48371;SSF46774	NA	NA	NA	NA	NA	NA	NA
EHK17245.1	IPR008220	GO:0009058;GO:0016747	NA	NA	PF00561	NA	mobidb-lite	NA	NA	SSF53474	NA	NA	NA	TIGR01392	PIRSF000443	MF_00296	NA
EHK18325.1	IPR020846	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20	NA	cd17323	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK17367.1	IPR017850	GO:0003824;GO:0008484	NA	NA	PF00884	G3DSA:3.40.720.10	NA	NA	NA	SSF53649	NA	NA	NA	NA	NA	NA	NA
EHK18437.1	IPR020904	GO:0016491	NA	NA	PF13561	G3DSA:3.40.50.720	NA	cd05233	NA	SSF51735	PS00061	PR00080;PR00081	NA	NA	NA	NA	NA
EHK26933.1	IPR035992	NA	NA	NA	NA	G3DSA:2.80.10.50	NA	NA	NA	SSF50370	NA	NA	NA	NA	NA	NA	NA
EHK15669.1	IPR004837	GO:0016021;GO:0055085	NA	NA	PF01699	G3DSA:1.20.1420.30	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-425561	NA	NA	NA	NA
EHK21895.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK18673.1	IPR003653	GO:0006508;GO:0008234	NA	PS50600	PF02902	G3DSA:3.40.395.10	NA	NA	NA	SSF54001	NA	NA	NA	NA	NA	NA	NA
EHK15963.1	IPR001810	GO:0005515	NA	PS50181	PF00646	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21611.1	IPR036908	NA	NA	NA	NA	G3DSA:2.40.40.10	NA	NA	NA	SSF50685	NA	NA	NA	NA	NA	NA	NA
EHK16500.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26069.1	IPR010473	GO:0003779;GO:0017048;GO:0030036;GO:0016043	SM01140;SM00498;SM01139	PS51232;PS51444;PS51231	PF06371;PF02181;PF06367	G3DSA:1.10.12.30;G3DSA:1.20.58.2220;G3DSA:1.25.10.10;G3DSA:1.10.238.150	mobidb-lite	NA	Coil	SSF81995;SSF48371;SSF101447	NA	NA	NA	NA	NA	NA	NA
EHK19179.1	IPR000048	GO:0005515;GO:0043087;GO:0007165	SM00015;SM00323;SM00033	PS50096;PS50018;PS50021	PF00616;PF03836;PF00307;PF00612	G3DSA:1.10.418.10;G3DSA:1.10.506.10	mobidb-lite	cd05127;cd00014	Coil	SSF47576;SSF143885;SSF48350	NA	NA	Reactome: R-HSA-5626467	NA	NA	NA	NA
EHK16413.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	PF00067	G3DSA:1.10.630.10	NA	NA	NA	SSF48264	PS00086	PR00463;PR00385	NA	NA	NA	NA	NA
EHK19257.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	NA	PF00067	NA	NA	NA	NA	SSF48264	PS00086	PR00465;PR00385	NA	NA	NA	NA	NA
EHK16541.1	IPR008266	GO:0004672;GO:0006468;GO:0005524;GO:0004674	SM00220	PS50011	PF00069	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	cd00180	NA	SSF56112	PS00109	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6782315|Reactome: R-HSA-6804756	TIGR03724	NA	NA	NA
