Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	SUPERFAMILY	Gene3D	SMART	CDD	PRINTS	ProSiteProfiles	ProSitePatterns	TIGRFAM	Hamap	Coils	PIRSF	SFLD
KAF3055514.1	NA	IPR029063	NA	NA	PF13649	SSF53335	G3DSA:3.40.50.150	NA	cd02440	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3075762.1	mobidb-lite	IPR018612	NA	NA	PF09745	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3056158.1	NA	IPR016040	GO:0008446;GO:0019673	KEGG: 00051+4.2.1.47|KEGG: 00520+4.2.1.47|MetaCyc: PWY-5738|MetaCyc: PWY-5739|MetaCyc: PWY-5740|MetaCyc: PWY-66|MetaCyc: PWY-7573|Reactome: R-HSA-6787639	PF16363	SSF51735	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	cd05260	NA	NA	NA	NA	MF_00955	NA	NA	NA
KAF3072581.1	NA	IPR002698	NA	NA	PF01812	SSF100950	G3DSA:3.40.50.10420	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006806	NA
KAF3077060.1	mobidb-lite	IPR026569	GO:0003735	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF00830	SSF143800	G3DSA:2.30.170.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074607.1	mobidb-lite	IPR005579	NA	NA	PF03879	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3075026.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3072021.1	NA	IPR002171	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF03947;PF00181	SSF50104;SSF50249	G3DSA:2.30.30.30;G3DSA:2.40.50.140;G3DSA:4.10.950.10	SM01383;SM01382	NA	NA	NA	PS00467	NA	NA	Coil	PIRSF002158	NA
KAF3065554.1	NA	IPR042171		Reactome: R-HSA-193368|Reactome: R-HSA-2046106|Reactome: R-HSA-389887|Reactome: R-HSA-390247|Reactome: R-HSA-9033241	PF13622	NA	G3DSA:3.10.129.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062656.1	NA	IPR008921	GO:0003677;GO:0006260;GO:0005524	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	PF00004;PF08542	SSF48019;SSF52540	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:1.20.272.10	SM00382	cd18140;cd00009	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063381.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072002.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073069.1	mobidb-lite	IPR017946	GO:0006629;GO:0008081;GO:0035556;GO:0004435;GO:0007165	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|MetaCyc: PWY-8052|Reactome: R-HSA-1855204	PF00388;PF00387	SSF49562;SSF51695	G3DSA:3.20.20.190;G3DSA:2.60.40.150	SM00148;SM00149	cd00275	PR00390	PS50007;PS50008	NA	NA	NA	Coil	NA	NA
KAF3069570.1	mobidb-lite	IPR036322	GO:0005515	Reactome: R-HSA-204005	PF12931;PF07304	SSF50978	G3DSA:1.20.940.10;G3DSA:2.130.10.10	SM00320	NA	NA	PS50082;PS50294	PS00678	NA	NA	NA	NA	NA
KAF3057798.1	mobidb-lite	IPR007502	GO:0004386;GO:0005515;GO:0003676;GO:0005524	NA	PF04408;PF00271;PF00270;PF07717	SSF52540;SSF54495;SSF46934;SSF54768	G3DSA:3.10.110.10;G3DSA:3.30.160.20;G3DSA:3.40.50.300;G3DSA:1.20.120.1080	SM00487;SM00847;SM00490	cd18791;cd17917	NA	PS51194;PS50030;PS51192	PS00690	NA	NA	Coil	NA	NA
KAF3056913.1	NA	IPR035398	GO:0003824	NA	PF17390;PF17389	SSF48208	G3DSA:2.60.420.10;G3DSA:1.50.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067764.1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	PF00170	SSF57959	G3DSA:1.20.5.170	SM00338	cd14810	NA	PS50217	NA	NA	NA	Coil	NA	NA
KAF3055486.1	NA	IPR011009	NA	NA	PF01636	SSF56112	G3DSA:3.90.1200.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074970.1	NA	IPR017866	GO:0003824;GO:0048037;GO:0003735;GO:0006412;GO:0015934;GO:0046912	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384	PF00549;PF00285;PF02629;PF00327	SSF51735;SSF55129;SSF48256	G3DSA:3.30.1390.20;G3DSA:3.40.50.261;G3DSA:1.10.230.10;G3DSA:3.40.50.720	SM00881	cd06100;cd01658	NA	NA	PS01217;PS01216;PS00634;PS00399	TIGR01308	MF_01371_B	NA	NA	NA
KAF3055341.1	NA	IPR032710	NA	NA	NA	SSF54427	G3DSA:3.10.450.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062700.1	mobidb-lite	IPR013942	GO:0003712;GO:0006357;GO:0016592	NA	PF08633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3055519.1	NA	IPR036188	GO:0071949	NA	PF01494	SSF51905	G3DSA:3.50.50.60	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
KAF3076354.1	mobidb-lite	IPR002828	GO:0016787;GO:0006464	KEGG: 00230+3.1.3.5|KEGG: 00240+3.1.3.5|KEGG: 00760+3.1.3.5|MetaCyc: PWY-5381|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-6606|MetaCyc: PWY-6607|MetaCyc: PWY-6608|MetaCyc: PWY-7185|MetaCyc: PWY-7821	PF01975;PF03133	SSF56059;SSF64167	G3DSA:3.30.470.20;G3DSA:3.40.1210.10	NA	NA	NA	PS51221	NA	TIGR00087	NA	NA	NA	NA
KAF3074438.1	NA	IPR023210	GO:0016491;GO:0055114	NA	PF00248	SSF51430	G3DSA:3.20.20.100	NA	cd06660	PR00069	NA	PS00062;PS00063;PS00798	NA	NA	NA	PIRSF000097	NA
KAF3066918.1	NA	IPR020785	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF03946;PF00298	SSF46906;SSF54747	G3DSA:3.30.1550.10;G3DSA:1.10.10.250	SM00649	cd00349	NA	NA	PS00359	NA	MF_00736	NA	NA	NA
KAF3076954.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076184.1	NA	IPR036259	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd17327	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074654.1	NA	IPR002192	GO:0005524;GO:0016301;GO:0016310;GO:0016772;GO:0006090;GO:0008986;GO:0003824	KEGG: 00620+2.7.9.2|KEGG: 00680+2.7.9.2|KEGG: 00720+2.7.9.2|MetaCyc: PWY-5484|MetaCyc: PWY-6142	PF01326;PF00391;PF02896	SSF52009;SSF56059;SSF51621	G3DSA:3.50.30.10;G3DSA:3.30.470.20;G3DSA:3.20.20.60;G3DSA:3.30.1490.20	NA	NA	NA	NA	PS00370;PS00742	TIGR01418	NA	NA	PIRSF000854	NA
KAF3058840.1	mobidb-lite	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	PF00664;PF00005	SSF52540;SSF90123	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SM00382	cd18583;cd03253	NA	PS50893;PS50929	PS00211	NA	NA	Coil	NA	NA
KAF3071444.1	mobidb-lite	IPR000953	NA	NA	NA	SSF54160	G3DSA:2.40.50.40	NA	cd18978	NA	PS50013	NA	NA	NA	NA	NA	NA
KAF3055495.1	mobidb-lite	IPR000254	GO:0005576;GO:0005975;GO:0030248;GO:0004553	NA	PF00734;PF00840	SSF49899;SSF57180	G3DSA:2.70.100.10	SM00236	cd07999	PR00734	PS51164	PS00562	NA	NA	NA	NA	NA
KAF3072547.1	mobidb-lite	IPR029178	NA	NA	PF15463	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3074355.1	NA	IPR008147	GO:0004356;GO:0006542;GO:0006807;GO:0003824	KEGG: 00220+6.3.1.2|KEGG: 00250+6.3.1.2|KEGG: 00630+6.3.1.2|KEGG: 00910+6.3.1.2|MetaCyc: PWY-381|MetaCyc: PWY-5675|MetaCyc: PWY-6549|MetaCyc: PWY-6963|MetaCyc: PWY-6964|Reactome: R-HSA-210455|Reactome: R-HSA-8964539	PF03951;PF00120	SSF55931;SSF54368	G3DSA:3.10.20.70;G3DSA:3.30.590.40	SM01230	NA	NA	NA	PS00180;PS00181	NA	NA	NA	NA	NA
KAF3072589.1	mobidb-lite	IPR013272	NA	NA	PF08265	NA	NA	SM00993	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3055288.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351;GO:0003824	NA	PF07470;PF00561	SSF53474;SSF48208;SSF57701	G3DSA:3.40.50.1820;G3DSA:1.50.10.10	SM00906;SM00066	cd12148;cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3073047.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060675.1	NA	IPR015813	GO:0003824	NA	PF13714	SSF51621	G3DSA:3.20.20.60	NA	cd00377	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066741.1	NA	IPR032466	GO:0016787;GO:0016810	NA	PF01979	SSF51556;SSF51338	G3DSA:2.30.40.10;G3DSA:3.20.20.140	NA	cd01299	NA	NA	NA	NA	NA	NA	NA	NA
KAF3055411.1	mobidb-lite	IPR024645	GO:0042720	NA	PF11093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073777.1	NA	IPR036812	NA	NA	PF00248	SSF51430	G3DSA:3.20.20.100	NA	cd06660	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071409.1	mobidb-lite	IPR017986	GO:0005515	Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-3371571|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8943724|Reactome: R-HSA-9639288	PF14538	SSF48371;SSF50978	G3DSA:2.130.10.10;G3DSA:1.25.10.10	SM01302;SM00320	NA	PR01547	PS50294;PS50082	PS00678	NA	NA	NA	NA	NA
KAF3075778.1	NA	IPR002328	GO:0008270;GO:0016491;GO:0055114	Reactome: R-HSA-71384	PF08240;PF00107	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SM00829	cd08278	NA	NA	PS00059	NA	NA	NA	NA	NA
KAF3077336.1	mobidb-lite	IPR034922	GO:0003676	NA	PF00929	SSF53098	G3DSA:3.30.420.10	SM00479	cd06145	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075234.1	NA	IPR013149	GO:0055114;GO:0016491	NA	PF00107;PF08240	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SM00829	cd08249	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073610.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	PR00465	NA	NA	NA	NA	NA	NA	NA
KAF3071819.1	mobidb-lite	IPR036005	NA	NA	PF00557	SSF55920;SSF46785	G3DSA:3.90.230.10;G3DSA:1.10.10.10	NA	cd01089	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060671.1	mobidb-lite	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	PF00083	SSF103473	G3DSA:1.20.1250.20	NA	cd17356	PR00171	PS50850	PS00217	TIGR00879	NA	NA	NA	NA
KAF3074983.1	NA	IPR002110	GO:0005515;GO:0003824;GO:0009116	NA	PF12796;PF13637;PF01048	SSF48403;SSF53167;SSF52540	G3DSA:1.25.40.20;G3DSA:3.40.50.300	SM00248	cd09008	PR01415	PS50088;PS50297	NA	NA	NA	Coil	NA	NA
KAF3063432.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075417.1	mobidb-lite	IPR001849	NA	NA	PF00169;PF08174	SSF50729	G3DSA:2.30.29.30	SM00233	cd13278	NA	PS50003	NA	NA	NA	Coil	NA	NA
KAF3060811.1	mobidb-lite	IPR008313	GO:0003824	NA	PF06824	SSF48208	G3DSA:1.50.10.10	SM01149	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3065460.1	NA	NA	NA	NA	NA	SSF53067	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075586.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3066700.1	mobidb-lite	IPR021765	GO:0043386	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074872.1	mobidb-lite	IPR019775	GO:0005515	NA	PF00400;PF12937	SSF50978;SSF81383	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	SM00320;SM00256	cd00200	PR00320	PS50082;PS50181;PS50294	PS00678	NA	NA	NA	NA	NA
KAF3069386.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073206.1	mobidb-lite	IPR036881	GO:0004553;GO:0005975	NA	PF00933;PF01915;PF14310	SSF52279;SSF51445	G3DSA:3.20.20.300;G3DSA:3.40.50.1700;G3DSA:2.60.40.10	SM01217	NA	PR00133	NA	PS00775	NA	NA	NA	NA	NA
KAF3075134.1	NA	IPR006593	NA	NA	PF03188	NA	G3DSA:1.20.120.1770	SM00665	cd08761	NA	PS50939	NA	NA	NA	NA	NA	NA
KAF3062938.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3073108.1	NA	IPR009262	GO:0016021;GO:0022857;GO:0055085	NA	PF06027	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072789.1	mobidb-lite	IPR029058	NA	NA	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075566.1	NA	IPR026992	GO:0016491;GO:0055114	NA	PF14226;PF03171	SSF51197	G3DSA:2.60.120.330	NA	NA	PR00682	PS51471	NA	NA	NA	NA	NA	NA
KAF3065651.1	NA	IPR036259	NA	NA	PF05978	SSF103473	G3DSA:1.20.1250.20	NA	cd06178	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075877.1	mobidb-lite	IPR001650	GO:0005524;GO:0005515	NA	PF00271;PF00176	SSF52540;SSF46934	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	SM00490;SM00487	cd18793;cd17998	NA	PS51192;PS51194	NA	NA	NA	Coil	NA	NA
KAF3056678.1	NA	IPR013057	NA	NA	PF01490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062518.1	NA	IPR013154	GO:0055114;GO:0008270;GO:0016491	Reactome: R-HSA-71384	PF08240;PF00107	SSF50129;SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SM00829	cd05283	NA	NA	PS00065;PS00059	NA	NA	NA	NA	NA
KAF3060374.1	mobidb-lite	IPR010926	GO:0003774;GO:0016459;GO:0005524;GO:0005515	NA	PF06017;PF00018;PF00063	SSF52540;SSF50044	G3DSA:3.30.70.3240;G3DSA:1.20.58.530;G3DSA:3.40.850.10;G3DSA:2.30.30.40;G3DSA:1.10.10.820;G3DSA:1.20.120.720	SM00326;SM00242	cd11858;cd01378	PR00193	PS51456;PS51757;PS50002	NA	NA	NA	NA	NA	NA
KAF3056145.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074591.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3069139.1	NA	IPR011333	NA	NA	NA	SSF54695	G3DSA:3.30.710.10	NA	cd18286	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060168.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	SSF57701	G3DSA:4.10.240.10	SM00066;SM00906	cd00067;cd12148	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3076620.1	NA	IPR023213	GO:0016407;GO:0043386	Reactome: R-HSA-389661	PF07428	NA	G3DSA:3.30.559.10;G3DSA:3.30.559.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063324.1	mobidb-lite	IPR029058	NA	NA	PF05277	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3072779.1	NA	IPR002347	NA	NA	PF13561	SSF51735	G3DSA:3.40.50.720	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
KAF3068112.1	mobidb-lite	IPR002155	GO:0016747;GO:0003824	NA	PF00108;PF02803	SSF53901	G3DSA:3.40.47.10	NA	cd00751	NA	NA	PS00737;PS00099	TIGR01930	NA	Coil	NA	NA
KAF3074150.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	SSF57701	G3DSA:4.10.240.10	SM00066;SM00906	cd00067;cd12148	NA	PS50048	PS00463	NA	NA	Coil	NA	NA
KAF3056122.1	NA	IPR013736	GO:0008239;GO:0016787	NA	PF08530;PF02129	SSF49785;SSF53474	G3DSA:2.60.120.260;G3DSA:1.10.3020.20;G3DSA:3.40.50.1820	SM00939	NA	NA	NA	NA	TIGR00976	NA	NA	NA	NA
KAF3059083.1	NA	IPR002678	NA	NA	PF01784	SSF102705	G3DSA:3.40.1390.30	NA	NA	NA	NA	NA	TIGR00486	NA	NA	NA	NA
KAF3073714.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071375.1	mobidb-lite	IPR017441	GO:0005524;GO:0004672;GO:0006468	NA	PF00069	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SM00220	cd05578	NA	PS50011	PS00107;PS00108	NA	NA	NA	NA	NA
KAF3077533.1	NA	IPR012969	NA	NA	PF08017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074024.1	NA	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	PR00385;PR00463	NA	PS00086	NA	NA	NA	NA	NA
KAF3071429.1	mobidb-lite	IPR007594	GO:0005319;GO:0006869;GO:0016021	Reactome: R-HSA-446193|Reactome: R-HSA-4570571	PF04506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074874.1	NA	IPR012334	NA	NA	PF12708	SSF51126	G3DSA:2.160.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075921.1	NA	IPR019365	GO:0016021	Reactome: R-HSA-112308	PF10233	NA	NA	SM01077	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057742.1	mobidb-lite	IPR005828	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	SSF103473	G3DSA:1.20.1250.20	NA	cd17364	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3060707.1	NA	IPR004119		KEGG: 00901+2.7.1.222|MetaCyc: PWY-7936	PF02958	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063094.1	mobidb-lite	IPR027911	NA	NA	PF15377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074568.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062500.1	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	SSF57701	G3DSA:4.10.240.10	SM00906;SM00066	cd00067;cd12148	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3074166.1	NA	IPR002401	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	PR00463;PR00385	NA	PS00086	NA	NA	NA	NA	NA
KAF3068817.1	mobidb-lite	IPR036236	GO:0003676	NA	NA	SSF57667	G3DSA:3.30.160.60	SM00355	NA	NA	PS50157	PS00028	NA	NA	NA	NA	NA
KAF3076435.1	NA	IPR037217	GO:0019441;GO:0020037;GO:0046872	KEGG: 00380+1.13.11.11|Reactome: R-HSA-71240	PF01231	SSF140959	G3DSA:1.20.58.480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066785.1	mobidb-lite	IPR036259	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd17327	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3066647.1	mobidb-lite	IPR021851	GO:0006891;GO:0030173	Reactome: R-HSA-6811438	PF11937;PF08172	NA	NA	NA	cd00890	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3077460.1	mobidb-lite	IPR001680	GO:0005515	NA	PF10313	SSF50978	G3DSA:2.130.10.10	SM00320	NA	NA	PS50294;PS50082	PS00678	NA	NA	NA	NA	NA
KAF3073923.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3077416.1	NA	IPR035994	GO:0003824;GO:0009116	NA	PF01048	SSF53167	NA	NA	cd09008	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067531.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3066815.1	NA	IPR002123	GO:0016746	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	PF01553;PF16076	SSF69593	NA	SM00563	cd07990	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066621.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3072397.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074342.1	NA	IPR011989	NA	NA	NA	SSF48371	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3059169.1	mobidb-lite	IPR013087	GO:0003676	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	PS50157	NA	NA	NA	NA	NA	NA
KAF3068734.1	NA	IPR039204	GO:0016020;GO:0030001;GO:0046873;GO:0055085	Reactome: R-HSA-5223345	PF01544	NA	G3DSA:1.20.58.340;G3DSA:2.40.128.330	NA	cd12823	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073312.1	mobidb-lite	IPR010414	NA	NA	PF06229	SSF50405	G3DSA:2.80.10.50	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3072895.1	NA	IPR017938	GO:0016491;GO:0055114	NA	PF08030;PF08022	SSF63380;SSF52343	G3DSA:2.40.30.10;G3DSA:3.40.50.80	NA	cd06186	NA	PS51384	NA	NA	NA	NA	NA	NA
KAF3060824.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062703.1	NA	IPR040079	GO:0005515	NA	PF13409;PF00043	SSF47616;SSF52833	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	cd03048	NA	PS50404;PS50405	NA	NA	NA	NA	NA	SFLDS00019;SFLDG00358
KAF3068757.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3065718.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3074765.1	NA	IPR036259	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd06174	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068063.1	mobidb-lite	IPR002889	NA	NA	PF01822	NA	NA	SM00321	NA	NA	PS51212	NA	NA	NA	NA	NA	NA
KAF3073439.1	NA	IPR001765	GO:0004089;GO:0008270	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117	NA	SSF53056	G3DSA:3.40.1050.10	SM00947	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071667.1	mobidb-lite	IPR020100	NA	NA	PF11034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063435.1	mobidb-lite	IPR020846	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd17333	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3066279.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072384.1	mobidb-lite	IPR017853	NA	NA	NA	SSF51445	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075080.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
