Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	SUPERFAMILY	TIGRFAM	ProSitePatterns	Gene3D	ProSiteProfiles	Coils	CDD	SMART	PRINTS	Hamap	PIRSF	SFLD
EHK47773.1	NA	IPR010109	GO:0004108;GO:0006101;GO:0046912;GO:0006099	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	PF00285	SSF48256	TIGR01793	PS00480	G3DSA:1.10.230.10;G3DSA:1.10.580.10	NA	NA	NA	NA	PR00143	NA	NA	NA
EHK41391.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	SSF56112	NA	PS00108	G3DSA:1.10.510.10	PS50011	Coil	NA	SM00220	NA	NA	NA	NA
EHK43436.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41800.1	mobidb-lite	IPR028020	NA	NA	PF13919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44454.1	NA	IPR015131	GO:0005576;GO:0009405	NA	PF09044	SSF55221	NA	NA	G3DSA:3.30.430.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK50919.1	NA	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17323	NA	NA	NA	NA	NA
EHK39448.1	NA	IPR000763	GO:0004096;GO:0004601;GO:0006979;GO:0020037;GO:0055114	KEGG: 00360+1.11.1.21|KEGG: 00380+1.11.1.21|KEGG: 00940+1.11.1.21|KEGG: 00983+1.11.1.21|MetaCyc: PWY-5506	PF00141	SSF48113	TIGR00198	PS00435	G3DSA:1.10.520.10;G3DSA:1.10.420.10;G3DSA:1.10.420.20	PS50873	NA	cd08200;cd00649	NA	PR00460;PR00458	MF_01961	NA	NA
EHK47505.1	NA	IPR013233	GO:0005789;GO:0006506	Reactome: R-HSA-162710	PF08320	NA	NA	NA	NA	NA	NA	NA	SM00780	NA	NA	NA	NA
EHK39703.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46008.1	NA	IPR038286	GO:0016301;GO:0032958	NA	PF03770	SSF56104	NA	NA	G3DSA:1.10.510.50	NA	NA	NA	NA	NA	NA	NA	NA
EHK39415.1	NA	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	PF00083	SSF103473	NA	PS00217	G3DSA:1.20.1250.20	PS50850	NA	cd17357	NA	PR00171	NA	NA	NA
EHK40977.1	mobidb-lite	IPR036322	GO:0005515	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF00400;PF04003	SSF50978	NA	PS00678	G3DSA:2.130.10.10	PS50082;PS50294	NA	cd00200	SM00320	PR00320	NA	NA	NA
EHK44773.1	NA	IPR000683	GO:0016491	NA	PF01408	SSF55347;SSF51735	NA	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK45222.1	NA	IPR012675	GO:0005829;GO:0006777	Reactome: R-HSA-947581	PF02597	SSF54285	NA	NA	G3DSA:3.10.20.30	NA	NA	cd00754	NA	NA	MF_03051	NA	NA
EHK46905.1	NA	IPR029058	NA	NA	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
EHK44665.1	NA	IPR008322	NA	NA	PF06792	NA	NA	NA	G3DSA:3.40.50.12030;G3DSA:3.40.50.12020	NA	NA	cd15488	NA	NA	NA	PIRSF033271	NA
EHK42789.1	mobidb-lite	IPR019035	GO:0003712;GO:0006357;GO:0016592	NA	PF09497	NA	NA	NA	NA	NA	NA	NA	SM01281	NA	NA	NA	NA
EHK47687.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41615.1	NA	IPR020683	GO:0005515	NA	PF12796;PF00023;PF13637	SSF48403;SSF52540	NA	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.300	PS50088;PS50297	NA	NA	SM00248	PR01415	NA	NA	NA
EHK46638.1	mobidb-lite	NA	NA	NA	NA	SSF89372	NA	NA	G3DSA:2.120.10.70	NA	NA	NA	NA	NA	NA	NA	NA
EHK49867.1	NA	IPR002347	GO:0016491	NA	PF13561	SSF51735	NA	PS00061	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA
EHK40238.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48830.1	mobidb-lite	IPR038286	GO:0016301;GO:0032958	NA	PF03770	SSF56104	NA	NA	G3DSA:1.10.510.50	NA	NA	NA	NA	NA	NA	NA	NA
EHK45936.1	mobidb-lite	IPR012580	GO:0005634	NA	PF08159	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK49076.1	mobidb-lite	IPR023394	GO:0005086;GO:0032012	NA	PF12783;PF16213;PF01369;PF09324	SSF48425;SSF48371	NA	NA	G3DSA:1.10.1000.11;G3DSA:1.10.220.20	PS50190	NA	cd00171	SM00222	NA	NA	NA	NA
EHK46877.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd12148;cd00067	SM00066;SM00906	NA	NA	NA	NA
EHK50718.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50813.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd00067	SM00066	NA	NA	NA	NA
EHK41240.1	NA	IPR036249	GO:0015035	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	PF01323	SSF52833	NA	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK49637.1	NA	IPR036249	GO:0005515	NA	PF02798;PF00043	SSF52833;SSF47616	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	PS50404;PS50405	NA	cd10291;cd03048	NA	NA	NA	NA	SFLDS00019;SFLDG01151
EHK50464.1	NA	IPR013154	GO:0055114;GO:0008270;GO:0016491	Reactome: R-HSA-71384	PF08240;PF00107	SSF51735;SSF50129	NA	PS00059;PS00065	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd05283	NA	NA	NA	NA	NA
EHK43099.1	mobidb-lite	IPR012725	GO:0005524;GO:0006457;GO:0051082	Reactome: R-HSA-1268020|Reactome: R-HSA-3371453|Reactome: R-HSA-8949613|Reactome: R-HSA-8950505	PF00012	SSF53067;SSF100920;SSF100934	TIGR02350	PS01036;PS00329;PS00297	G3DSA:3.30.420.40;G3DSA:1.20.1270.10;G3DSA:3.90.640.10;G3DSA:3.30.30.30;G3DSA:2.60.34.10	NA	Coil	cd11733	NA	PR00301	MF_00332	NA	NA
EHK48763.1	NA	IPR010987	GO:0005515	NA	PF13417;PF00043	SSF47616;SSF52833	NA	NA	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	PS50405;PS50404	NA	cd03048	NA	NA	NA	NA	SFLDS00019;SFLDG00358
EHK51116.1	NA	IPR017853	GO:0004553;GO:0005975;GO:0003824;GO:0030246	NA	PF13802;PF01055	SSF51011;SSF51445;SSF117125;SSF74650	NA	NA	G3DSA:3.20.20.80;G3DSA:2.60.40.1180;G3DSA:2.60.40.1760	NA	NA	cd14752;cd06593	NA	NA	NA	NA	NA
EHK39725.1	mobidb-lite	IPR001683	GO:0035091	NA	PF00787	SSF103657;SSF64268	NA	NA	G3DSA:3.30.1520.10;G3DSA:1.20.1270.60	PS50195	Coil	cd06863;cd07628	SM00312	NA	NA	NA	NA
EHK40239.1	NA	IPR011990	GO:0005515	NA	PF13374	SSF52540;SSF48452	NA	NA	G3DSA:1.25.40.10;G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA
EHK44691.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	NA	PS50850	NA	cd17323	NA	NA	NA	NA	NA
EHK45601.1	NA	IPR036915	NA	NA	PF00134	SSF47954	NA	NA	G3DSA:1.10.472.10	NA	NA	cd00043	SM00385	NA	NA	PIRSF028758	NA
EHK45827.1	mobidb-lite	IPR014612	GO:0004526;GO:0005634;GO:0008033;GO:0003676	Reactome: R-HSA-6784531	PF12328	NA	NA	NA	G3DSA:3.30.110.20	NA	NA	NA	NA	NA	NA	NA	NA
EHK41725.1	mobidb-lite	IPR006186	GO:0016787	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	PF00149	SSF56300	NA	PS00125	G3DSA:3.60.21.10	NA	Coil	cd07416	SM00156	PR00114	NA	NA	NA
EHK43818.1	mobidb-lite	IPR000403	GO:0005515;GO:0044877;GO:0016301	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PF00454;PF02259;PF11865;PF08771;PF02260;PF02985	SSF56112;SSF48371;SSF47212	NA	PS00915	G3DSA:1.10.1070.11;G3DSA:1.25.10.10;G3DSA:3.30.1010.10;G3DSA:1.20.120.150	PS51189;PS50290;PS50077;PS51190	Coil	cd05169	SM00146;SM01346;SM01343;SM01345	NA	NA	NA	NA
EHK46714.1	NA	IPR024319	NA	NA	PF12921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43774.1	mobidb-lite	IPR013894		Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	PF08585	NA	NA	NA	G3DSA:2.40.50.770	NA	NA	NA	SM01161	NA	NA	NA	NA
EHK46875.1	mobidb-lite	IPR004841	GO:0016020;GO:0055085;GO:0022857	NA	PF00324	NA	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	NA	PIRSF006060	NA
EHK40054.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50072.1	NA	IPR006683		Reactome: R-HSA-77289	PF03061	SSF54637	NA	NA	G3DSA:3.10.129.10	NA	NA	cd03443	NA	NA	NA	NA	NA
EHK50840.1	NA	IPR028892	GO:0000034;GO:0006146;GO:0019239;GO:0009168	KEGG: 00230+3.5.4.2|MetaCyc: PWY-6610	PF00962	SSF51556	TIGR01430	PS00485	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	MF_01962	NA	NA
EHK41026.1	NA	IPR000834	GO:0004181;GO:0006508;GO:0008270	NA	PF00246	SSF53187	NA	NA	NA	PS51257	NA	cd06228	SM00631	NA	NA	NA	NA
EHK49275.1	mobidb-lite	IPR001680	GO:0005515	NA	NA	SSF50978	NA	NA	NA	NA	NA	NA	SM00320	NA	NA	NA	NA
EHK43377.1	mobidb-lite	IPR027417	GO:0005525;GO:0003924	NA	PF00071	SSF52540	TIGR00231	NA	NA	PS51419	NA	cd00154	SM00174;SM00175;SM00173	PR00449	NA	NA	NA
EHK39618.1	NA	IPR036866	NA	NA	PF12706	SSF56281	NA	NA	G3DSA:3.60.15.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK44300.1	mobidb-lite	IPR017853	GO:0004553;GO:0005975	NA	PF00150	SSF51445	NA	NA	G3DSA:3.20.20.80	NA	Coil	NA	NA	NA	NA	NA	NA
EHK47750.1	NA	IPR001466	NA	NA	PF00144	SSF56601	NA	NA	G3DSA:3.40.710.10	PS51257	NA	NA	NA	NA	NA	NA	NA
EHK45546.1	mobidb-lite	IPR019021	GO:0005634;GO:0006281;GO:0006974;GO:0031297	NA	PF09462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49351.1	NA	IPR004304	GO:0016811	NA	PF03069	SSF141130	NA	NA	G3DSA:2.40.10.120;G3DSA:3.10.28.20;G3DSA:2.60.120.580	NA	NA	NA	NA	NA	NA	NA	NA
EHK44341.1	mobidb-lite	IPR004713	GO:0006812;GO:0008324;GO:0016021;GO:0055085;GO:0006816;GO:0015369	Reactome: R-HSA-425561	PF01699	NA	TIGR00846;TIGR00378	NA	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	NA	NA	NA	NA	NA	NA	NA	NA
EHK39732.1	mobidb-lite	IPR001841	GO:0005675;GO:0006289;GO:0045737;GO:0061575	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-69202|Reactome: R-HSA-69231|Reactome: R-HSA-69273|Reactome: R-HSA-69656|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8939236	PF17121;PF06391	SSF57850	TIGR00570	PS00518	G3DSA:3.30.40.10	PS50089	Coil	cd06503	NA	NA	NA	NA	NA
EHK40037.1	NA	IPR001810	GO:0005515	NA	NA	SSF81383	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA	NA
EHK43076.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40169.1	NA	IPR002347	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA
EHK47688.1	NA	IPR036770	GO:0005515	NA	PF00622;PF12796;PF13637	SSF49899;SSF48403	NA	NA	G3DSA:1.25.40.20;G3DSA:2.60.120.920	PS50088;PS50297;PS50188	NA	cd12885	SM00449;SM00248	PR01415	NA	NA	NA
EHK45618.1	mobidb-lite	IPR006849	GO:0002098;GO:0033588	Reactome: R-HSA-3214847	PF04762	SSF69322	NA	NA	NA	NA	Coil	NA	NA	NA	NA	PIRSF017233	NA
EHK47060.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK47344.1	mobidb-lite	IPR029070	GO:0008061;GO:0005975;GO:0004553	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PF00187;PF00704	SSF54556;SSF57016;SSF51445	NA	PS00026;PS01095	G3DSA:3.20.20.80;G3DSA:3.30.60.10;G3DSA:3.10.50.10	PS50941	NA	cd00035	SM00636;SM00270	NA	NA	NA	NA
EHK50603.1	NA	IPR029058	GO:0004061;GO:0019441	KEGG: 00380+3.5.1.9|KEGG: 00630+3.5.1.9|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-7717|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7765|Reactome: R-HSA-71240	PF12697	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	MF_03014	NA	NA
EHK40873.1	mobidb-lite	IPR000467	GO:0003676	NA	PF13821;PF01585	NA	NA	NA	NA	PS50174	Coil	NA	SM01173	NA	NA	NA	NA
EHK39807.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49648.1	NA	IPR016558	GO:0006269	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	PF04104	NA	NA	NA	G3DSA:1.20.930.80	NA	NA	cd07322	NA	NA	NA	PIRSF009449	NA
EHK40157.1	mobidb-lite	IPR003673	GO:0008410	NA	PF02515	SSF89796	NA	NA	G3DSA:3.40.50.10540	NA	NA	NA	NA	NA	NA	NA	NA
EHK45658.1	NA	IPR036291	GO:0008460;GO:0009225	KEGG: 00521+4.2.1.46|KEGG: 00523+4.2.1.46|KEGG: 00525+4.2.1.46|MetaCyc: PWY-6808|MetaCyc: PWY-6942|MetaCyc: PWY-6953|MetaCyc: PWY-6973|MetaCyc: PWY-6974|MetaCyc: PWY-6976|MetaCyc: PWY-7104|MetaCyc: PWY-7301|MetaCyc: PWY-7312|MetaCyc: PWY-7315|MetaCyc: PWY-7316|MetaCyc: PWY-7318|MetaCyc: PWY-7413|MetaCyc: PWY-7414|MetaCyc: PWY-7440|MetaCyc: PWY-7657|MetaCyc: PWY-7688|MetaCyc: PWY-7814	PF16363	SSF51735	NA	NA	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	NA	cd05246	NA	NA	NA	NA	NA
EHK45498.1	NA	IPR033709	GO:0000049;GO:0002161;GO:0006418;GO:0000166;GO:0004822;GO:0005524;GO:0006428;GO:0004812	KEGG: 00970+6.1.1.5|Reactome: R-HSA-2408522|Reactome: R-HSA-379716	PF08264;PF00133	SSF50677;SSF52374;SSF47323	TIGR00392	PS00178	G3DSA:1.10.730.10;G3DSA:3.40.50.620;G3DSA:3.90.740.10	NA	Coil	cd07961;cd00818	NA	PR00984	MF_02003	NA	NA
EHK46031.1	NA	IPR036640	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	PF00664;PF00005	SSF90123;SSF52540	NA	PS00211	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PS50929;PS50893	NA	cd03250;cd18580;cd18579	SM00382	NA	NA	NA	NA
EHK46484.1	mobidb-lite	IPR001965		Reactome: R-HSA-3214842	PF13832;PF02375;PF02373	SSF51197	NA	NA	G3DSA:2.60.120.650;G3DSA:3.30.40.10	PS51184;PS51183;PS51805	Coil	cd15571	SM00249;SM00558;SM00545	NA	NA	NA	NA
EHK46215.1	NA	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0005315;GO:0006817	NA	PF00083	SSF103473	TIGR00887	PS00216;PS00217	NA	PS50850	NA	cd17364	NA	NA	NA	NA	NA
EHK40117.1	mobidb-lite	IPR036249	GO:0045454;GO:0051920;GO:0055114;GO:0005515;GO:0016209;GO:0016491	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685	PF13415;PF10417;PF00578	SSF52833;SSF117281	NA	NA	G3DSA:3.30.1020.10;G3DSA:2.120.10.80;G3DSA:3.40.30.10	PS51352	NA	cd03016	NA	NA	NA	NA	NA
EHK42499.1	NA	IPR004429	GO:0003862;GO:0009098;GO:0055114;GO:0016616	KEGG: 00290+1.1.1.85|KEGG: 00660+1.1.1.85|MetaCyc: PWY-7396	PF00180	SSF53659	TIGR00169	NA	G3DSA:3.40.718.10	NA	NA	NA	SM01329	NA	NA	NA	NA
EHK43636.1	NA	IPR036259	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17364	NA	NA	NA	NA	NA
EHK49152.1	NA	IPR002893	NA	NA	PF01753	SSF144232	NA	PS01360	G3DSA:3.30.60.180	PS50865	Coil	NA	NA	NA	NA	NA	NA
EHK43333.1	mobidb-lite	IPR036259	GO:0022857;GO:0055085	NA	PF07690	SSF103473	NA	NA	NA	PS50850	NA	cd17330	NA	PR01035	NA	NA	NA
EHK50207.1	NA	IPR002194	GO:0005524;GO:0006457;GO:0051082;GO:0005829;GO:0005832	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PF00118	SSF48592;SSF54849;SSF52029	TIGR02341	PS00751;PS00750;PS00995	G3DSA:3.30.260.10;G3DSA:3.50.7.10;G3DSA:1.10.560.10	NA	Coil	cd03336	NA	PR00304	NA	NA	NA
EHK49394.1	NA	IPR006680	GO:0016787	NA	PF04909	SSF51556	NA	NA	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	NA	NA
EHK46134.1	NA	IPR018300	GO:0003824;GO:0004084;GO:0009081	Reactome: R-HSA-70895	PF01063	SSF56752	NA	PS00770	G3DSA:3.20.10.10;G3DSA:3.30.470.10	NA	NA	NA	NA	NA	NA	PIRSF006468	NA
EHK45248.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49920.1	mobidb-lite	IPR016093	GO:0016020;GO:0000030;GO:0006493	KEGG: 00514+2.4.1.109|KEGG: 00515+2.4.1.109|MetaCyc: PWY-7921|MetaCyc: PWY-7922|MetaCyc: PWY-7979|Reactome: R-HSA-5083629|Reactome: R-HSA-5083633|Reactome: R-HSA-5173105	PF16192;PF02815;PF02366	SSF82109	NA	NA	G3DSA:2.80.10.50	PS50919	NA	NA	SM00472	NA	NA	NA	NA
EHK48793.1	mobidb-lite	IPR009011	NA	NA	PF09451	SSF50911	NA	NA	G3DSA:2.70.130.10	PS51257	NA	NA	NA	NA	NA	NA	NA
EHK41061.1	NA	IPR029033	NA	NA	NA	SSF53254	NA	NA	G3DSA:3.40.50.1240	NA	NA	NA	NA	NA	NA	NA	NA
EHK47450.1	NA	IPR038765	GO:0004843;GO:0006511	Reactome: R-HSA-5689603	PF01088	SSF54001	NA	NA	G3DSA:3.40.532.10	NA	NA	cd09616	NA	PR00707	NA	NA	NA
EHK43729.1	mobidb-lite	IPR013929	NA	NA	PF08620;PF08621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50929.1	NA	IPR036291	GO:0016491	NA	PF13561	SSF51735	NA	PS00061	G3DSA:3.40.50.720	NA	NA	cd05233	NA	PR00081	NA	NA	NA
EHK45986.1	NA	IPR036291	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA
EHK50593.1	mobidb-lite	IPR006603	NA	NA	PF04193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46356.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK46046.1	NA	IPR007466	GO:0004668;GO:0009446	KEGG: 00330+3.5.3.12|MetaCyc: PWY-43	PF04371	SSF55909	NA	NA	G3DSA:3.75.10.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK47144.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.58.340	NA	NA	NA	NA	NA	NA	NA	NA
EHK44244.1	NA	IPR036047	GO:0005515	NA	NA	SSF81383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45418.1	NA	IPR036188	GO:0016491;GO:0055114	NA	PF01593	SSF51905	NA	NA	G3DSA:3.50.50.60;G3DSA:1.10.3110.10;G3DSA:3.90.660.20	NA	NA	NA	NA	NA	NA	NA	NA
EHK45704.1	mobidb-lite	IPR000198	GO:0007165	Reactome: R-HSA-194840	PF00620	SSF48350	NA	NA	G3DSA:1.10.555.10	PS50238	NA	cd04396	SM00324	NA	NA	NA	NA
EHK42435.1	mobidb-lite	IPR013087	GO:0003676;GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00096;PF13912	SSF57667;SSF57701	NA	PS00463;PS00028	G3DSA:4.10.240.10;G3DSA:3.30.160.60	PS50157;PS50048	NA	cd12148;cd00067	SM00355	NA	NA	NA	NA
EHK45049.1	NA	IPR036527	NA	NA	PF02036	SSF55718	NA	NA	G3DSA:3.30.1050.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK48602.1	mobidb-lite	IPR001971	GO:0003735;GO:0005840;GO:0006412	NA	PF00411	SSF53137	NA	PS00054	G3DSA:3.30.420.80	NA	NA	NA	NA	NA	MF_01310	PIRSF002131	NA
EHK47573.1	mobidb-lite	IPR021264	NA	NA	PF11001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42741.1	NA	IPR036770	GO:0005515	NA	PF12796;PF12937	SSF48403	NA	NA	G3DSA:1.25.40.20	PS50088;PS50297	NA	NA	SM00248	NA	NA	NA	NA
EHK39647.1	NA	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	PF00067	SSF48264	NA	NA	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00385;PR00465	NA	NA	NA
EHK45549.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK50448.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45315.1	mobidb-lite	IPR000504	GO:0003676;GO:0003723	NA	PF04146	SSF54928	NA	NA	G3DSA:3.30.70.330;G3DSA:3.10.590.10	PS50882	NA	NA	SM00360	NA	NA	NA	NA
EHK47047.1	NA	IPR012951	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	PF08031;PF01565	SSF56176	NA	NA	G3DSA:3.40.462.20;G3DSA:3.30.465.40	PS51387	NA	NA	NA	NA	NA	NA	NA
EHK48024.1	NA	IPR036249	NA	NA	PF05988	SSF52833	NA	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK40907.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48945.1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	NA	SSF57959	NA	NA	G3DSA:1.20.5.170	NA	NA	cd14688	SM00338	NA	NA	NA	NA
EHK43106.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45837.1	mobidb-lite	IPR011009	GO:0016773	NA	PF01633;PF04428	SSF56112	NA	NA	G3DSA:3.30.200.20;G3DSA:3.90.1200.10	NA	NA	cd05157	NA	NA	NA	NA	NA
EHK40786.1	mobidb-lite	IPR009548	GO:0003725	NA	PF06658	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK42255.1	NA	IPR029058	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
EHK43189.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd00067	SM00066	NA	NA	NA	NA
EHK41196.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46372.1	NA	IPR036318	GO:0050660;GO:0071949;GO:0016491;GO:0055114	NA	PF01565	SSF56176	NA	NA	G3DSA:3.30.465.10	PS51387	NA	NA	NA	NA	NA	NA	NA
EHK48896.1	NA	IPR017856		Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF01709	SSF75625	NA	NA	G3DSA:1.10.10.200;G3DSA:3.30.70.980	NA	NA	NA	NA	NA	NA	NA	NA
EHK48997.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
