Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	Coils	SUPERFAMILY	Gene3D	ProSiteProfiles	CDD	SMART	TIGRFAM	PRINTS	ProSitePatterns	PIRSF	SFLD	Hamap
OPB37823.1	mobidb-lite	IPR005198	GO:0003824	NA	PF03663	NA	SSF48208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38254.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	NA	SSF56112	G3DSA:1.10.510.10	PS50011	NA	SM00220	NA	NA	PS00108	NA	NA	NA
OPB42028.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42544.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36299.1	NA	IPR029033	NA	NA	PF00300	NA	SSF53254	G3DSA:3.40.50.1240	NA	NA	SM00855	NA	NA	NA	NA	NA	NA
OPB36460.1	NA	IPR002110	GO:0005515	NA	PF12796	Coil	SSF48403;SSF52540;SSF53474	G3DSA:3.40.50.1820;G3DSA:1.25.40.20;G3DSA:3.40.50.300	PS50088;PS50297	NA	SM00248	NA	NA	NA	NA	NA	NA
OPB44833.1	NA	IPR016087	GO:0016872	NA	PF16035	NA	SSF54626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36770.1	mobidb-lite	IPR036388	GO:0000786;GO:0003677;GO:0006334;GO:0042025	NA	PF00538	NA	SSF46785	G3DSA:1.10.10.10	PS51504	cd00073	SM00526	NA	PR00624	NA	NA	NA	NA
OPB38398.1	mobidb-lite	IPR018823	NA	NA	PF13515;PF10337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40843.1	NA	IPR007484	NA	NA	PF04389	NA	SSF53187	G3DSA:3.40.630.10	NA	cd03879	NA	NA	NA	NA	NA	NA	NA
OPB38291.1	mobidb-lite	IPR002524	GO:0006812;GO:0008324;GO:0016021;GO:0055085	Reactome: R-HSA-435368	PF01545	NA	SSF161111;SSF160240	G3DSA:1.20.1510.10	NA	NA	NA	TIGR01297	NA	NA	NA	NA	NA
OPB46141.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB40823.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	SSF57701	NA	PS50048	cd00067;cd12148	NA	NA	NA	PS00463	NA	NA	NA
OPB42265.1	NA	IPR002018	NA	NA	PF00135	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	PS00122	NA	NA	NA
OPB39446.1	mobidb-lite	IPR029044	NA	NA	PF03142	NA	SSF53448	G3DSA:3.90.550.10	NA	cd04190	NA	NA	NA	NA	NA	NA	NA
OPB44549.1	NA	IPR004045	GO:0005515	NA	PF13417;PF13410	NA	SSF52833;SSF47616	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	cd03038;cd00299	NA	NA	NA	NA	NA	NA	NA
OPB39554.1	NA	IPR002123	GO:0016746	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	PF01553;PF16076	NA	SSF69593	NA	NA	cd07990	SM00563	NA	NA	NA	NA	NA	NA
OPB42397.1	mobidb-lite	IPR029191	NA	NA	PF15456	Coil	SSF57997	G3DSA:1.20.5.340	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43102.1	mobidb-lite	IPR041681	NA	NA	PF15410	NA	SSF50729	G3DSA:2.30.29.30	NA	NA	SM00233	NA	NA	NA	NA	NA	NA
OPB46302.1	NA	IPR015421	GO:0003824;GO:0009058;GO:0030170	NA	PF00155	NA	SSF53383	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	cd00609	NA	NA	NA	NA	NA	NA	NA
OPB41358.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46644.1	NA	IPR018937		Reactome: R-HSA-5223345	PF10270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37266.1	NA	IPR038506	GO:0005643;GO:0016973	Reactome: R-HSA-159236	PF07817	Coil	NA	G3DSA:1.25.40.510	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38955.1	NA	IPR029058	GO:0004185;GO:0005773;GO:0006508	NA	PF05388;PF00450	NA	SSF53474	G3DSA:3.40.50.1820;G3DSA:1.10.287.410	NA	NA	NA	NA	PR00724	PS00131	NA	NA	NA
OPB43023.1	mobidb-lite	IPR001680	GO:0005515;GO:0036265	Reactome: R-HSA-6782315	NA	NA	SSF50978	G3DSA:2.130.10.10	PS50294	NA	SM00320	NA	NA	NA	NA	NA	MF_03056
OPB36689.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37283.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38113.1	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44674.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46961.1	NA	IPR013780	GO:0003824;GO:0004553;GO:0005975	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	PF16499;PF17801	NA	SSF51445;SSF51011	G3DSA:2.60.40.1180;G3DSA:3.20.20.70	NA	cd14792	NA	NA	PR00740	PS00512	NA	NA	NA
OPB40850.1	NA	IPR008928	GO:0003824	NA	PF17390;PF17389;PF05592	NA	SSF48208	G3DSA:1.50.10.10;G3DSA:2.60.420.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40509.1	mobidb-lite	IPR003604	GO:0003676;GO:0008270	NA	PF06220	Coil	SSF57667	NA	NA	NA	SM00451	NA	NA	NA	NA	NA	NA
OPB44641.1	NA	IPR036291		Reactome: R-HSA-70635	PF05368	NA	SSF51735	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	cd05251	NA	NA	NA	NA	NA	NA	NA
OPB47135.1	mobidb-lite	IPR011059	GO:0016810;GO:0016787	NA	PF01979	NA	SSF51338;SSF51556	G3DSA:2.30.40.10;G3DSA:3.40.50.10910;G3DSA:3.30.110.90;G3DSA:1.20.58.520	PS51257	NA	NA	NA	NA	NA	NA	NA	NA
OPB39697.1	mobidb-lite	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067	SM00066	NA	NA	PS00463	NA	NA	NA
OPB42858.1	NA	IPR000089	GO:0005524;GO:0046872;GO:0003989;GO:0006633;GO:0016874	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	PF00364;PF01039;PF02786;PF00289;PF08326;PF02785	Coil	SSF51230;SSF52096;SSF52440;SSF56059;SSF51246	G3DSA:3.90.226.10;G3DSA:2.40.460.10;G3DSA:3.30.470.20;G3DSA:3.40.50.12210;G3DSA:3.90.1770.10;G3DSA:3.30.1490.20;G3DSA:2.40.50.100	PS50980;PS50979;PS50975;PS50989;PS50968	cd06850	SM00878	NA	NA	PS00188;PS00866;PS00867	NA	NA	NA
OPB45932.1	NA	IPR001509	GO:0003824;GO:0050662	NA	PF01370	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38767.1	NA	IPR027443	NA	NA	NA	NA	SSF51197	G3DSA:2.60.120.330	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39439.1	NA	IPR022674	GO:0006006;GO:0016614;GO:0050661;GO:0055114;GO:0004345	KEGG: 00030+1.1.1.49|KEGG: 00480+1.1.1.49|MetaCyc: PWY-7268|MetaCyc: PWY-8004	PF00479;PF02781	NA	SSF51735;SSF55347	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	NA	NA	TIGR00871	PR00079	PS00069	PIRSF000110	NA	MF_00966
OPB41394.1	NA	IPR013320	GO:0000272;GO:0008810;GO:0004553	MetaCyc: PWY-6717|MetaCyc: PWY-6784	PF01670	NA	SSF49899	G3DSA:2.60.120.180	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39321.1	NA	IPR014748	GO:0003824	NA	PF00378	NA	SSF52096	G3DSA:1.10.12.10;G3DSA:3.90.226.10	NA	cd06558	NA	NA	NA	PS00166	NA	NA	NA
OPB46498.1	NA	IPR002293	GO:0016020;GO:0022857;GO:0055085	NA	PF13520	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
OPB44210.1	NA	IPR000462	GO:0008654;GO:0016020;GO:0016780	NA	PF01066	NA	NA	G3DSA:1.20.120.1760	NA	NA	NA	NA	NA	PS00379	PIRSF015665	NA	NA
OPB40670.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067;cd12148	SM00066;SM00906	NA	NA	PS00463	NA	NA	NA
OPB38867.1	mobidb-lite	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	PF00083	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17356	NA	TIGR00879	NA	PS00216	NA	NA	NA
OPB38440.1	mobidb-lite	IPR010729	GO:0003735;GO:0005761;GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF06984	NA	NA	G3DSA:1.20.1280.190	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39469.1	mobidb-lite	IPR000679	GO:0006355;GO:0008270;GO:0043565	Reactome: R-HSA-383280	PF00320	NA	SSF57716	G3DSA:3.30.50.10	PS50114	cd00202	SM00401	NA	PR01217	PS00344	NA	NA	NA
OPB41577.1	mobidb-lite	IPR004776	GO:0016021;GO:0055085	NA	PF03547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43885.1	NA	IPR029498	NA	NA	PF14479;PF11558	NA	NA	G3DSA:1.20.120.1020	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44130.1	mobidb-lite	IPR012336	NA	NA	PF17172;PF17171	NA	NA	NA	NA	cd03193	NA	NA	NA	NA	NA	NA	NA
OPB37603.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43411.1	NA	IPR036852	GO:0004252;GO:0006508;GO:0005618;GO:0016020	NA	PF06280;PF00082	NA	SSF52743	G3DSA:3.40.50.200	NA	cd07489	NA	NA	PR00723	PS00137;PS00138;PS00136	NA	NA	NA
OPB37992.1	NA	IPR016274	GO:0016791	Reactome: R-HSA-1855231	PF00328	NA	SSF53254	G3DSA:3.40.50.1240	NA	cd07061	NA	NA	NA	PS00778;PS00616	PIRSF000894	NA	NA
OPB43117.1	NA	IPR013766	GO:0045454	NA	PF00085;PF13848	NA	SSF52833	G3DSA:3.40.30.10	NA	cd02982;cd02981;cd02961	NA	NA	NA	NA	NA	NA	NA
OPB39094.1	mobidb-lite	IPR007603		Reactome: R-HSA-1483191|Reactome: R-HSA-425366	PF04515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46388.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42854.1	NA	IPR036005	GO:0004177;GO:0030145	NA	PF00557;PF05195	NA	SSF53092;SSF55920	G3DSA:3.90.230.10;G3DSA:3.40.350.10	NA	cd01087	SM01011	NA	NA	NA	NA	NA	NA
OPB38744.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	cd05233	NA	NA	PR00081	NA	NA	NA	NA
OPB42267.1	mobidb-lite	IPR020422	GO:0006470;GO:0008138;GO:0016311;GO:0004725;GO:0016791	NA	PF00782	NA	SSF52799	NA	PS50054;PS50056	cd14521	SM00195	NA	NA	PS00383	NA	NA	NA
OPB43046.1	mobidb-lite	IPR019734	GO:0005515	NA	PF00226;PF13432;PF13181;PF14559	NA	SSF48452;SSF46565	G3DSA:1.10.287.110;G3DSA:1.25.40.10	PS50005;PS50293;PS50076	cd06257	SM00028;SM00271	NA	PR00625	PS00636	NA	NA	NA
OPB37218.1	NA	IPR002208	GO:0015031;GO:0016020	Reactome: R-HSA-1236974|Reactome: R-HSA-1799339	PF10559;PF00344	NA	SSF103491	G3DSA:1.10.3370.10	NA	NA	NA	TIGR00967	NA	PS00755;PS00756	PIRSF004557	NA	NA
OPB37879.1	NA	IPR029058	NA	NA	NA	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44396.1	NA	IPR036615	GO:0005524;GO:0009058;GO:0016874;GO:0004326;GO:0009396	Reactome: R-HSA-196757	NA	Coil	SSF53623;SSF53244	G3DSA:3.90.190.20;G3DSA:3.40.1190.10	NA	NA	NA	TIGR01499	NA	PS01012	PIRSF038895	NA	NA
OPB41789.1	NA	IPR012475	NA	NA	PF07938	NA	SSF89372	G3DSA:2.120.10.70	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44519.1	NA	IPR003337	GO:0003824;GO:0005992	KEGG: 00500+2.4.1.15	PF00982;PF02358	NA	SSF53756;SSF56784	G3DSA:3.40.50.2000;G3DSA:3.40.50.1000;G3DSA:3.30.70.1020	NA	cd01627;cd03788	NA	TIGR00685;TIGR01484	NA	NA	NA	NA	NA
OPB39425.1	NA	IPR023214	GO:0016791	NA	PF13242;PF13344	NA	SSF56784	G3DSA:3.40.50.1000	NA	NA	NA	TIGR01460;TIGR01452	NA	NA	PIRSF000915	NA	NA
OPB45389.1	NA	IPR036291	GO:0003824;GO:0050662	NA	PF01370	Coil	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43984.1	NA	IPR004205	GO:0008121	Reactome: R-HSA-611105	PF02939	NA	SSF81508	G3DSA:1.20.5.210	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46512.1	NA	IPR001509	GO:0003824;GO:0050662	NA	PF01370	NA	SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40203.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40504.1	NA	IPR001841	NA	NA	NA	NA	SSF53300;SSF57850	G3DSA:1.20.120.1750	PS50089;PS51873	NA	NA	NA	NA	NA	NA	NA	NA
OPB40763.1	NA	IPR015590	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	SSF53720	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	NA	NA	NA	PS00687	NA	NA	NA
OPB38820.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF11951	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA
OPB38261.1	mobidb-lite	IPR036915	NA	NA	NA	NA	SSF47954	G3DSA:1.10.472.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41933.1	mobidb-lite	IPR040450	GO:0006367	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	PF02270;PF17683	NA	SSF50916;SSF46785	G3DSA:1.10.10.10	NA	cd07980	NA	NA	NA	NA	NA	NA	NA
OPB45622.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17323	NA	NA	NA	NA	NA	NA	NA
OPB43399.1	NA	IPR007535	GO:0005506;GO:0009712;GO:0018576;GO:0055114;GO:0003824;GO:0006725;GO:0008199;GO:0016702	NA	PF04444;PF00775	NA	SSF49482	G3DSA:2.60.130.10	NA	NA	NA	NA	NA	PS00083	NA	NA	NA
OPB44173.1	NA	IPR007266	GO:0003756;GO:0005783;GO:0016671;GO:0055114	Reactome: R-HSA-264876	PF04137	NA	SSF110019	NA	NA	NA	NA	NA	NA	NA	PIRSF017205	NA	NA
OPB39348.1	mobidb-lite	IPR025256	NA	NA	PF13886	Coil	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
OPB42632.1	NA	IPR033121	GO:0004190;GO:0006508	NA	PF00026	NA	SSF50630	G3DSA:2.40.70.10	PS51767	cd06097	NA	NA	PR00792	PS00141	NA	NA	NA
OPB40660.1	NA	IPR021858	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38104.1	mobidb-lite	IPR021833	NA	NA	PF11905	NA	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	NA
OPB40677.1	mobidb-lite	IPR010435	GO:0004252;GO:0005618;GO:0016020;GO:0006508	NA	PF06280;PF00082	NA	SSF52743	G3DSA:3.40.50.200	NA	cd07489	NA	NA	PR00723	PS00136;PS00138	NA	NA	NA
OPB42564.1	NA	IPR002293	GO:0016020;GO:0022857;GO:0055085	NA	PF13520	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
OPB40191.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37125.1	mobidb-lite	IPR013087	GO:0003676	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	SM00355	NA	NA	PS00028	NA	NA	NA
OPB44448.1	NA	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	NA	NA	SSF56112	G3DSA:1.10.510.10	PS50011	NA	SM00220	NA	NA	NA	NA	NA	NA
OPB44024.1	NA	IPR017144	GO:0016787	NA	PF01546;PF07687	NA	SSF53187;SSF55031	G3DSA:3.30.70.360;G3DSA:3.40.630.10	NA	cd05672	NA	TIGR01891	NA	NA	PIRSF037226	NA	NA
OPB37781.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	PF00067	NA	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00465;PR00385	NA	NA	NA	NA
OPB43751.1	mobidb-lite	IPR002889	NA	NA	PF01822;PF12708	NA	SSF51126	G3DSA:2.160.20.10	PS51212	NA	SM00321	NA	NA	NA	NA	NA	NA
OPB43086.1	NA	IPR019334	NA	NA	PF10190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41828.1	mobidb-lite	IPR016035	GO:0006629	NA	PF01734	NA	SSF52151	G3DSA:3.40.1090.10	PS51635	cd07216	NA	NA	NA	NA	NA	NA	NA
OPB45981.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36670.1	mobidb-lite	IPR002523	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	PF01544	Coil	SSF144083	G3DSA:1.20.58.340	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45659.1	NA	IPR001000	GO:0004553;GO:0005975	MetaCyc: PWY-6717|MetaCyc: PWY-6784	PF00331	NA	SSF51445	G3DSA:3.20.20.80	PS51760	NA	SM00633	NA	PR00134	PS00591	NA	NA	NA
OPB39289.1	NA	IPR001104	GO:0006629;GO:0016627	NA	PF02544	NA	NA	NA	PS50244	cd01801	NA	NA	NA	NA	NA	NA	NA
OPB43198.1	NA	IPR001263	GO:0016301;GO:0016303;GO:0046854;GO:0048015	Reactome: R-HSA-1660499	PF00792;PF00454;PF00613	NA	SSF49562;SSF48371;SSF56112	G3DSA:1.10.1070.11;G3DSA:1.25.40.70;G3DSA:3.30.1010.10;G3DSA:2.60.40.150	PS51547;PS51545;PS50290	cd08397;cd00870;cd00896	SM00145;SM00142;SM00146	NA	NA	PS00915;PS00916	PIRSF000587	NA	NA
OPB44037.1	NA	IPR005645	NA	NA	PF03959	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38739.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36157.1	NA	IPR013595	NA	NA	PF08386	NA	SSF53474	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA
OPB46701.1	mobidb-lite	IPR021833	NA	NA	PF11905	NA	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	NA
OPB38996.1	NA	IPR000571	GO:0046872;GO:0000398;GO:0003723;GO:0089701;GO:0003676	NA	PF00642	NA	SSF54928	G3DSA:3.30.70.330	PS50103;PS50102	NA	SM00356	NA	PR01848	NA	NA	NA	NA
OPB42509.1	NA	IPR002773	GO:0008612	Reactome: R-HSA-204626	PF01916	NA	SSF52467	G3DSA:3.40.910.10	NA	NA	NA	TIGR00321	NA	NA	NA	NA	NA
OPB45100.1	NA	IPR022751	GO:0006486;GO:0016757	NA	PF11051	NA	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41219.1	NA	IPR036291	GO:0003824;GO:0050662	NA	PF01370	NA	SSF51735	G3DSA:3.40.50.720	NA	cd05227	NA	NA	NA	NA	NA	NA	NA
OPB42185.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	Coil	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067;cd12148	SM00066	NA	NA	PS00463	NA	NA	NA
OPB38121.1	mobidb-lite	IPR013087	GO:0003676	NA	NA	NA	NA	NA	NA	NA	SM00355	NA	NA	PS00028	NA	NA	NA
OPB40080.1	mobidb-lite	IPR006134	GO:0000166;GO:0003677;GO:0003676;GO:0003887	NA	PF00136;PF03104;PF14260	Coil	SSF56672;SSF53098	G3DSA:1.10.287.690;G3DSA:1.10.132.60;G3DSA:3.30.342.10;G3DSA:3.90.1600.10;G3DSA:3.30.420.10	NA	cd05777;cd05533	SM00486	TIGR00592	PR00106	PS00116	NA	NA	NA
OPB46307.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA
OPB38544.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA
OPB40396.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	NA	Coil	SSF57701	G3DSA:4.10.240.10	NA	cd00067;cd12148	SM00066;SM00906	NA	NA	PS00463	NA	NA	NA
OPB43601.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46127.1	NA	IPR023753	GO:0016491;GO:0055114	NA	PF07992	NA	SSF51905	G3DSA:3.50.50.60	NA	NA	NA	NA	PR00368;PR00469	NA	NA	NA	NA
OPB42472.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38337.1	mobidb-lite	IPR009445	NA	NA	PF06417	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF017207	NA	NA
OPB47093.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB40988.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38168.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40618.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41888.1	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37115.1	mobidb-lite	IPR012677	GO:0003676	NA	PF00076	NA	SSF54928	G3DSA:3.30.70.330	PS50102	NA	SM00360	NA	NA	NA	NA	NA	NA
OPB37221.1	NA	IPR016161	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	SSF53720	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	cd07100	NA	NA	NA	NA	NA	NA	NA
OPB37234.1	mobidb-lite	NA	NA	NA	NA	NA	NA	G3DSA:1.10.357.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45287.1	NA	IPR017276	GO:0005507;GO:0005743;GO:0006825;GO:0006878;GO:0008535	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF02630	NA	SSF52833	G3DSA:3.40.30.10	NA	cd02968	NA	NA	NA	NA	PIRSF037736	NA	NA
OPB46540.1	NA	IPR016161	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	SSF53720	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	NA	NA	NA	PS00687	NA	NA	NA
OPB41750.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43597.1	mobidb-lite	IPR007533	GO:0005507	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF04442	NA	SSF110111	G3DSA:2.60.370.10	NA	NA	NA	NA	NA	NA	NA	NA	MF_00155
OPB37063.1	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45065.1	mobidb-lite	IPR002853	GO:0006367	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	PF02002	NA	NA	NA	PS51344	NA	SM00531	NA	NA	NA	NA	NA	NA
OPB41612.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42051.1	mobidb-lite	IPR016024	GO:0003677;GO:0005730;GO:0006355;GO:0008134	Reactome: R-HSA-5250924	PF04931	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43282.1	mobidb-lite	IPR012340	GO:0003743;GO:0006413;GO:0003723	NA	PF01176	NA	SSF50249	G3DSA:2.40.50.140	NA	NA	SM00652	NA	NA	NA	NA	NA	NA
