Gene	MobiDBLite	CDD	interpro	GO	Pfam	SMART	PATHWAY	Gene3D	ProSiteProfiles	SUPERFAMILY	ProSitePatterns	Coils	PIRSF	PRINTS	TIGRFAM	SFLD	Hamap
OTA05114.1	mobidb-lite	NA	IPR022157		PF12455;PF01302	SM01052	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-381038|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	G3DSA:2.30.30.190	PS50245	SSF74924	PS00845	Coil	NA	NA	NA	NA	NA
OTA07392.1	mobidb-lite	NA	IPR029004	NA	PF01778	NA	NA	G3DSA:3.30.390.110	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08289.1	NA	NA	IPR036928		PF01425	NA	KEGG: 00970+6.3.5.7	G3DSA:3.90.1300.10	NA	SSF75304	NA	Coil	NA	NA	NA	NA	NA
OTA00689.1	mobidb-lite	cd00673	IPR003156	GO:0003676;GO:0000166;GO:0004813;GO:0005524;GO:0006419;GO:0004812;GO:0043039;GO:0005737	PF02272;PF01411;PF07973	SM00863	KEGG: 00970+6.1.1.7|Reactome: R-HSA-379716	G3DSA:3.30.930.10;G3DSA:3.30.980.10;G3DSA:3.10.310.40;G3DSA:2.40.30.130;G3DSA:3.30.54.20	PS50860	SSF50447;SSF55186;SSF55681;SSF101353	NA	Coil	NA	PR00980	TIGR00344	NA	MF_00036_B
OTA03415.1	NA	cd05233	IPR036291	NA	PF00106	SM00822	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	NA	NA	NA
OTA06266.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF56399	NA	NA	NA	NA	NA	NA	NA
OTA01892.1	mobidb-lite	cd09918;cd09928;cd02065	IPR041692	GO:0003676;GO:0003677;GO:0006139;GO:0032968	PF17674;PF14632;PF14639;PF14641;PF14633;PF14635;PF00575	SM00252	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955	G3DSA:1.10.10.650;G3DSA:1.10.10.2740;G3DSA:3.30.420.140;G3DSA:1.10.3500.10;G3DSA:3.30.505.10;G3DSA:2.40.50.140;G3DSA:1.10.150.850	PS50126	SSF53098;SSF55550;SSF47781;SSF158832;SSF50249	NA	Coil	PIRSF036947	NA	NA	NA	NA
OTA08423.1	NA	NA	IPR036291	NA	PF00106	NA	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081;PR00080	NA	NA	NA
OTA06238.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07394.1	mobidb-lite	NA	IPR006694	GO:0005506;GO:0008610;GO:0016491;GO:0055114	PF04116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01456.1	mobidb-lite	cd03232;cd03233	IPR027417	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887;GO:0016020	PF06422;PF14510;PF00005;PF01061	SM00382	Reactome: R-HSA-1369062	G3DSA:3.40.50.300	PS50893	SSF52540	PS00211	Coil	NA	NA	NA	NA	NA
OTA04327.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA04036.1	mobidb-lite	cd17471;cd17502	IPR011701	GO:0055085	PF07690	NA	NA	G3DSA:1.20.1720.10	PS50850	SSF103473	NA	NA	NA	NA	NA	NA	NA
OTA05802.1	mobidb-lite	NA	IPR016827	GO:0003713;GO:0006357;GO:0035065;GO:0003677;GO:0005515	PF00249;PF04433	SM00717	Reactome: R-HSA-3214847	G3DSA:1.10.10.780;G3DSA:1.10.10.60	PS51293;PS50934	SSF46689	NA	Coil	PIRSF025024	NA	NA	NA	NA
OTA06264.1	mobidb-lite	cd15863	IPR027027	GO:0005484;GO:0005794;GO:0016192	PF12352	NA	Reactome: R-HSA-6811438	G3DSA:1.20.5.110	NA	SSF58038	NA	Coil	PIRSF028865	NA	NA	NA	NA
OTA02075.1	NA	cd08963	IPR040919	GO:0005515	PF17763;PF00710;PF12796	SM00248;SM00870	Reactome: R-HSA-8963693	G3DSA:3.40.50.40;G3DSA:1.25.40.20;G3DSA:3.40.50.1170	PS51732;PS50297;PS50088	SSF53774;SSF48403	NA	NA	PIRSF500176;PIRSF001220	PR00139	NA	SFLDS00057	NA
OTA06077.1	NA	NA	IPR022237	GO:0004609;GO:0008654	PF12588;PF02666	NA	KEGG: 00380+4.1.1.105|KEGG: 00901+4.1.1.105|MetaCyc: PWY-3181|MetaCyc: PWY-5290|MetaCyc: PWY-5473|MetaCyc: PWY-581|MetaCyc: PWY-5877|MetaCyc: PWY-6307|MetaCyc: PWY-7936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04883.1	NA	NA	IPR003593	GO:0005524	PF00004	SM00382	NA	G3DSA:3.40.50.300	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA
OTA08074.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06144.1	NA	cd12148;cd00067	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	SM00066	NA	G3DSA:4.10.240.10	PS50048	SSF57701	NA	NA	NA	NA	NA	NA	NA
OTA02166.1	NA	cd01846	IPR001087	GO:0016788	PF00657	NA	NA	G3DSA:3.40.50.1110	NA	SSF52266	NA	NA	NA	NA	NA	NA	NA
OTA04117.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06948.1	NA	NA	IPR021047	NA	PF11735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08359.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08856.1	mobidb-lite	cd15844	IPR000727	GO:0016020;GO:0016192	PF11416;PF05739	SM00397	Reactome: R-HSA-204005|Reactome: R-HSA-5694530|Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-9609523	G3DSA:1.20.58.70	PS50192	SSF47661	NA	NA	NA	NA	NA	NA	NA
OTA03760.1	mobidb-lite	NA	IPR011009	NA	PF12330	SM01331	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA
OTA04585.1	NA	NA	IPR029016	GO:0005515	PF13185	NA	NA	G3DSA:3.30.450.40	NA	SSF55781	PS01320	NA	NA	NA	NA	NA	NA
OTA06834.1	NA	cd02877	IPR001579	GO:0004553;GO:0005975	PF00704	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	G3DSA:3.20.20.80	NA	SSF51445	PS01095	NA	NA	NA	NA	NA	NA
OTA05345.1	mobidb-lite	NA	IPR004567	GO:0004594;GO:0005524;GO:0015937	PF03630	NA	KEGG: 00770+2.7.1.33|MetaCyc: PWY-3961|Reactome: R-HSA-196783	G3DSA:3.30.420.40;G3DSA:1.10.8.780;G3DSA:3.30.420.510	NA	SSF53067	NA	NA	NA	NA	TIGR00555	NA	NA
OTA01429.1	NA	NA	IPR013096	NA	PF07883	NA	NA	G3DSA:2.60.120.10	NA	SSF51182	NA	NA	PIRSF019307	NA	NA	NA	NA
OTA02403.1	mobidb-lite	NA	IPR001380	GO:0003735;GO:0005840;GO:0006412	PF01294	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	PS01104	NA	NA	NA	NA	NA	MF_00499
OTA06521.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07977.1	mobidb-lite	cd06503	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA04829.1	mobidb-lite	NA	IPR004018	NA	PF02755	SM00707	NA	G3DSA:1.10.288.20	PS51073	NA	NA	NA	NA	NA	NA	NA	NA
OTA08363.1	mobidb-lite	NA	IPR029044	NA	PF04488	NA	NA	G3DSA:3.90.550.20	NA	SSF53448	NA	Coil	NA	NA	NA	NA	NA
OTA07984.1	mobidb-lite	cd00143	IPR001932	GO:0003824;GO:0043169	PF00481	SM00332;SM00331	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	G3DSA:3.60.40.10	PS51746	SSF81606	PS01032	NA	NA	NA	NA	NA	NA
OTA05304.1	NA	cd00009;cd00200	IPR041664	GO:0005515	PF13191;PF00400	SM00320	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	G3DSA:2.130.10.10;G3DSA:3.40.50.300	PS50082;PS50294	SSF50978;SSF52540	NA	NA	NA	PR00320	NA	NA	NA
OTA00610.1	mobidb-lite	NA	IPR002821	GO:0016787	PF01968;PF05378;PF06032	NA	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	G3DSA:3.40.1610.10;G3DSA:3.30.420.40	NA	SSF160991;SSF53067	NA	NA	NA	NA	NA	NA	NA
OTA05392.1	mobidb-lite	NA	IPR008733	GO:0005779;GO:0016559	PF05648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07194.1	NA	cd00067	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	SM00066	NA	G3DSA:4.10.240.10	PS50048	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
OTA01522.1	mobidb-lite	cd00067;cd12148	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	SM00066	NA	G3DSA:4.10.240.10	PS50048	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
OTA07712.1	mobidb-lite	NA	IPR027417	GO:0005515	PF12796;PF05729	SM00248	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.300	PS50297;PS50088	SSF52540;SSF48403	NA	NA	NA	NA	NA	NA	NA
OTA00501.1	mobidb-lite	cd17323	IPR020846	GO:0055085;GO:0022857	PF07690	NA	NA	G3DSA:1.20.1250.20	PS50850	SSF103473	NA	NA	NA	PR01035	NA	NA	NA
OTA02402.1	mobidb-lite	NA	IPR029208		PF14880	NA	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA02583.1	mobidb-lite	cd18533	IPR000387	GO:0016311;GO:0016791;GO:0004725;GO:0006470	PF00102	SM00404;SM00194	NA	G3DSA:3.90.190.10	PS50056;PS50055	SSF52799	PS00383	NA	NA	PR00700	NA	NA	NA
OTA07191.1	mobidb-lite	NA	IPR021331	NA	PF11160;PF11338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01976.1	mobidb-lite	cd12398	IPR000504	GO:0003676;GO:0031124	PF14327;PF00076;PF14304	SM00360	Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-77595	G3DSA:1.25.40.630;G3DSA:1.10.20.70;G3DSA:3.30.70.330	PS50102	SSF54928	NA	NA	NA	NA	NA	NA	NA
OTA02630.1	mobidb-lite	NA	IPR000782	NA	PF02469	SM00554	NA	G3DSA:2.30.180.10	PS50213	SSF82153	NA	NA	NA	NA	NA	NA	NA
OTA07762.1	mobidb-lite	cd12669	IPR000504	GO:0003676	PF00076	SM00360	NA	G3DSA:3.30.70.330	PS50102	SSF54928	NA	NA	NA	NA	NA	NA	NA
OTA04027.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04792.1	NA	NA	IPR036188	GO:0002098	PF01134;PF13932	SM01228	Reactome: R-HSA-6787450	G3DSA:1.10.150.570;G3DSA:3.50.50.60	NA	SSF51905	PS01280;PS01281	NA	NA	NA	TIGR00136	NA	MF_00129
OTA04808.1	mobidb-lite	NA	IPR021867		PF11968	NA	Reactome: R-HSA-9639288	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03044
OTA08372.1	NA	NA	IPR011057	NA	NA	NA	NA	NA	NA	SSF51316	NA	NA	NA	NA	NA	NA	NA
OTA04137.1	NA	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	NA	G3DSA:1.10.630.10	NA	SSF48264	NA	NA	NA	PR00465	NA	NA	NA
OTA03849.1	mobidb-lite	NA	IPR019007	GO:0006396	PF09429	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA06901.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08854.1	mobidb-lite	NA	IPR009449		PF06428	NA	Reactome: R-HSA-8876198	NA	NA	SSF144284	NA	Coil	NA	NA	NA	NA	NA
OTA02577.1	NA	NA	IPR023395	GO:0005347;GO:0055085	PF00153	NA	NA	G3DSA:1.50.40.10	PS50920	SSF103506	NA	NA	NA	PR00926	NA	NA	NA
OTA00414.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04812.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA
OTA05305.1	NA	cd09008	IPR035994	GO:0003824;GO:0009116	NA	NA	NA	G3DSA:3.40.50.1580	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA
OTA01388.1	NA	cd05374	IPR002347	NA	PF00106	NA	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00080;PR00081	NA	NA	NA
OTA02338.1	mobidb-lite	NA	IPR012459	GO:0006364	PF07890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06020.1	NA	NA	IPR003673	GO:0008410	PF02515	NA	NA	G3DSA:3.40.50.10540;G3DSA:3.30.1540.10	NA	SSF89796	NA	NA	NA	NA	NA	NA	NA
OTA01775.1	mobidb-lite	NA	IPR025574	NA	PF13634;PF05064	NA	NA	G3DSA:1.20.5.170	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA04152.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04500.1	mobidb-lite	cd00067;cd12148	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	SM00906;SM00066	NA	G3DSA:4.10.240.10	PS50048	SSF57701	NA	NA	NA	NA	NA	NA	NA
OTA04630.1	mobidb-lite	NA	IPR002523	GO:0016020;GO:0030001;GO:0046873;GO:0055085	PF01544	NA	NA	G3DSA:1.20.58.340	NA	SSF143865;SSF144083	NA	NA	NA	NA	NA	NA	NA
OTA01454.1	NA	NA	IPR023213	GO:0016747	PF02458	NA	Reactome: R-HSA-389661	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05373.1	mobidb-lite	cd12467	IPR035979	GO:0003676	PF00076	SM00360	NA	G3DSA:3.30.70.330	PS50102	SSF54928	NA	NA	NA	NA	NA	NA	NA
OTA02273.1	mobidb-lite	NA	IPR006153	GO:0006812;GO:0015299;GO:0016021;GO:0055085	PF00999	NA	NA	G3DSA:1.20.1530.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03440.1	mobidb-lite	cd07521	IPR004274	NA	PF03031	SM00577	NA	G3DSA:3.40.50.1000	PS50969	SSF56784	NA	NA	NA	NA	NA	NA	NA
OTA06066.1	mobidb-lite	cd03112	IPR011629	NA	PF07683;PF02492	SM00833	NA	G3DSA:3.40.50.300	NA	SSF52540;SSF90002	NA	NA	NA	NA	NA	NA	NA
OTA07316.1	NA	NA	IPR023213		NA	NA	Reactome: R-HSA-389661	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08173.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03599.1	mobidb-lite	cd07406	IPR036907	GO:0009166;GO:0016787	PF02872;PF00149	NA	Reactome: R-HSA-196807|Reactome: R-HSA-73621|Reactome: R-HSA-74259	G3DSA:3.60.21.10;G3DSA:3.90.780.10	NA	SSF55816;SSF56300	NA	NA	NA	PR01607	NA	NA	NA
OTA03504.1	mobidb-lite	NA	IPR015943	GO:0005515	NA	SM00320	NA	G3DSA:2.130.10.10	PS50082	SSF50978	NA	Coil	NA	NA	NA	NA	NA
OTA04671.1	NA	cd02181	IPR013320	GO:0004553;GO:0005975	PF00722	NA	NA	G3DSA:2.60.120.200	PS51257;PS51762	SSF49899	NA	NA	NA	NA	NA	NA	NA
OTA00140.1	NA	NA	IPR000542	GO:0016746	PF00755	NA	NA	G3DSA:3.30.559.70;G3DSA:3.30.559.40	NA	SSF52777	PS00440;PS00439	NA	NA	NA	NA	NA	NA
OTA06842.1	NA	NA	IPR007244	GO:0017196;GO:0031417	PF04112	NA	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05844.1	mobidb-lite	cd07415	IPR006186	GO:0016787	PF00149;PF02475	SM00156	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	G3DSA:3.40.50.150	PS51684	SSF56300;SSF53335	PS00125	NA	NA	PR00114	NA	NA	NA
OTA06087.1	mobidb-lite	NA	IPR036227	GO:0003735;GO:0006412;GO:0015934;GO:0005840	PF00828	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	G3DSA:3.100.10.10	NA	SSF52080	PS00475	NA	NA	NA	NA	NA	MF_01341
OTA05868.1	NA	NA	IPR023754	GO:0006784;GO:0016020;GO:0016627;GO:0055114;GO:0016021	PF02628	NA	Reactome: R-HSA-189451	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_01665
OTA05857.1	mobidb-lite	NA	IPR004457	GO:0008270	PF03367	SM00709	NA	G3DSA:2.20.25.420;G3DSA:2.60.120.1040	NA	NA	NA	NA	NA	NA	TIGR00310	NA	NA
OTA01362.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA06155.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06261.1	mobidb-lite	NA	IPR016181	GO:0008080	NA	NA	NA	NA	PS51186	SSF55729	NA	Coil	NA	NA	NA	NA	NA
OTA02469.1	NA	cd17327	IPR011701	GO:0055085	PF07690	NA	NA	G3DSA:1.20.1250.20	PS50850	SSF103473	NA	NA	NA	NA	NA	NA	NA
OTA02785.1	NA	NA	IPR029058	GO:0006508;GO:0008236	PF00326	NA	NA	G3DSA:3.40.50.1820	NA	SSF82171;SSF53474	NA	NA	NA	NA	NA	NA	NA
OTA07970.1	mobidb-lite	NA	IPR017853	NA	NA	NA	NA	G3DSA:3.20.20.80	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA
OTA02286.1	mobidb-lite	cd06093	IPR036871	GO:0035091	PF02194;PF08628;PF00787	SM00313	NA	G3DSA:3.30.1520.10	PS50195;PS51207	SSF64268	NA	Coil	NA	NA	NA	NA	NA
OTA01259.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02404.1	mobidb-lite	NA	IPR011989	GO:0005515	NA	NA	NA	G3DSA:1.25.10.10	PS50176	SSF48371	NA	NA	NA	NA	NA	NA	NA
OTA03118.1	mobidb-lite	cd01319	IPR001365	GO:0019239;GO:0003876;GO:0032264;GO:0009168	PF00962	NA	Reactome: R-HSA-74217	G3DSA:3.20.20.140;G3DSA:2.30.30.800	NA	SSF51556	PS00485	NA	PIRSF001251	NA	TIGR01429	NA	NA
OTA00356.1	mobidb-lite	NA	IPR021836	NA	PF11911	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA08567.1	mobidb-lite	NA	IPR036412		PF08645;PF13671	NA	Reactome: R-HSA-5649702	G3DSA:3.40.50.1000;G3DSA:3.40.50.300	NA	SSF56784;SSF52540	NA	NA	NA	NA	TIGR01664;TIGR01662	NA	NA
OTA00132.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05896.1	NA	NA	IPR004007	GO:0004371;GO:0006071;GO:0005524	PF02734;PF02733	SM01120	Reactome: R-HSA-168928|Reactome: R-HSA-70350	G3DSA:3.30.1180.20;G3DSA:1.25.40.340;G3DSA:3.40.50.10440	PS51481;PS51480	SSF101473;SSF82549	NA	NA	NA	NA	TIGR02361	NA	NA
OTA07190.1	mobidb-lite	NA	IPR002110	GO:0005515	PF12796	SM00248	NA	G3DSA:1.25.40.20	PS50088;PS50297	SSF48403	NA	Coil	NA	NA	NA	NA	NA
OTA07928.1	mobidb-lite	NA	IPR003958	GO:0046982;GO:0005634;GO:0006355;GO:0043565	PF00808	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183|Reactome: R-HSA-9614657	G3DSA:1.10.20.10	NA	SSF47113	PS00685	NA	NA	PR00615	NA	NA	NA
OTA07941.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01484.1	NA	cd14792	IPR013785	GO:0003824;GO:0004553;GO:0005975	PF17801;PF16499	NA	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	G3DSA:3.20.20.70	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA
OTA07085.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00192.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00268.1	NA	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	NA	G3DSA:1.10.630.10	NA	SSF48264	PS00086	NA	NA	PR00463	NA	NA	NA
OTA01530.1	mobidb-lite	NA	IPR032675	GO:0005515	PF13516;PF13855	SM00369;SM00365;SM00364	NA	G3DSA:3.80.10.10	PS51450	SSF52058	NA	NA	NA	NA	NA	NA	NA
OTA07323.1	NA	NA	IPR000028	GO:0004601	PF01328	NA	NA	G3DSA:1.10.489.10	PS51405	NA	NA	NA	NA	NA	NA	NA	NA
OTA02494.1	mobidb-lite	NA	IPR013197	GO:0003677;GO:0006351	PF08221;PF05645	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	G3DSA:1.10.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05337.1	mobidb-lite	NA	IPR002715	NA	PF01849	SM01407	NA	G3DSA:2.20.70.30	PS51151	NA	NA	NA	NA	NA	NA	NA	NA
OTA06442.1	mobidb-lite	cd17352	IPR011701	GO:0055085	PF07690	NA	NA	G3DSA:1.20.1250.20	PS50850	SSF103473	NA	NA	NA	NA	NA	NA	NA
OTA08367.1	NA	NA	IPR011990	GO:0005515	NA	SM00028	NA	G3DSA:1.25.40.10	PS50005	SSF48452	NA	NA	NA	NA	NA	NA	NA
OTA07978.1	mobidb-lite	NA	IPR024260	NA	PF12751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07982.1	mobidb-lite	NA	IPR006614	GO:0016021	NA	SM00694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08715.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA04949.1	mobidb-lite	cd01812	IPR036533	GO:0051087;GO:0005515	PF02179	SM00264	Reactome: R-HSA-3371453	G3DSA:1.20.58.120;G3DSA:3.10.20.90	PS51035;PS50053	SSF63491;SSF54236	NA	Coil	NA	NA	NA	NA	NA
OTA06967.1	NA	NA	IPR010126	GO:0005576;GO:0016787	PF10503	NA	NA	G3DSA:3.40.50.1820	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA
OTA01317.1	NA	cd06558	IPR029045	GO:0003824	PF00378	NA	NA	G3DSA:3.90.226.10	NA	SSF52096	NA	NA	NA	NA	NA	NA	NA
OTA08764.1	mobidb-lite	cd14004	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF00069	SM00220	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS50011	SSF56112	PS00108	NA	NA	NA	NA	NA	NA
OTA01778.1	NA	NA	IPR040922	NA	PF18126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07729.1	mobidb-lite	NA	IPR000254	GO:0005576;GO:0005975;GO:0030248;GO:0004553	PF00734;PF00704	SM00236	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	G3DSA:3.20.20.80	PS51164	SSF51445;SSF57180	PS01095	NA	NA	NA	NA	NA	NA
OTA03566.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07081.1	mobidb-lite	NA	IPR016661	GO:0006457;GO:0016272;GO:0051082	PF01920	NA	Reactome: R-HSA-389957	G3DSA:1.10.287.370	NA	SSF46579	NA	Coil	PIRSF016477	NA	NA	NA	NA
OTA04734.1	mobidb-lite	NA	IPR038506	GO:0005643;GO:0016973	PF07817	NA	Reactome: R-HSA-159236	G3DSA:1.25.40.510	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA06776.1	NA	NA	IPR008775	NA	PF05721	NA	NA	G3DSA:2.60.120.620	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA
OTA07430.1	mobidb-lite	cd02979	IPR002938	GO:0071949	PF01494;PF07976	NA	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.50;G3DSA:3.40.30.20	NA	SSF52833;SSF54373;SSF51905	NA	NA	NA	PR00420	NA	NA	NA
OTA02320.1	NA	cd05254	IPR029903		PF04321	NA	Reactome: R-HSA-156581|Reactome: R-HSA-5689880	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA
OTA05767.1	mobidb-lite	cd02968	IPR036249	GO:0005507;GO:0005743;GO:0006825;GO:0006878;GO:0008535	PF02630	NA	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	G3DSA:3.40.30.10	NA	SSF52833	NA	NA	PIRSF037736	NA	NA	NA	NA
