Gene	interpro	GO	SUPERFAMILY	SMART	MobiDBLite	Gene3D	ProSiteProfiles	Pfam	PATHWAY	ProSitePatterns	PRINTS	CDD	PIRSF	Coils	TIGRFAM	Hamap	SFLD
KKP01761.1	IPR023594	GO:0018786;GO:0003824	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	PF00561	KEGG: 00361+3.8.1.5|KEGG: 00625+3.8.1.5	NA	PR00111;PR00412	NA	NA	NA	NA	MF_01231	NA
KKP01462.1	IPR005321		SSF56266	NA	NA	G3DSA:3.60.70.12	NA	PF03576	KEGG: 00220+2.3.1.35+2.3.1.1|MetaCyc: PWY-5154	NA	NA	cd02253	NA	NA	NA	NA	NA
KKP02372.1	IPR002110	GO:0005515	SSF48403;SSF50978	SM00248;SM00320	NA	G3DSA:2.130.10.10;G3DSA:1.25.40.20	PS50082;PS50088;PS50297;PS50294	PF12796;PF06985;PF00400	NA	PS00678	PR00320	cd00200	NA	Coil	NA	NA	NA
KKP00313.1	IPR002642	GO:0004620;GO:0009395	SSF52151	SM00022	NA	G3DSA:3.40.1090.10	PS51210	PF01735	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	NA	NA	NA	NA	NA	NA	NA	NA
KKP05902.1	IPR012340	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004816;GO:0006421;GO:0003676	SSF50249;SSF55681	NA	NA	G3DSA:2.40.50.140;G3DSA:1.10.10.1430;G3DSA:3.30.930.10	PS50862	PF00152;PF01336	KEGG: 00970+6.1.1.22	NA	PR01042	cd00776;cd04323	NA	Coil	TIGR00457	NA	NA
KKP02715.1	IPR006151	GO:0003855;GO:0004764;GO:0055114;GO:0003824	SSF51735;SSF53223;SSF51569;SSF52540	NA	NA	G3DSA:3.40.50.10860;G3DSA:3.40.50.720;G3DSA:3.40.50.300;G3DSA:3.20.20.70	NA	PF01488;PF18317;PF01487;PF01202;PF08501	KEGG: 00400+4.2.1.10|MetaCyc: PWY-6163|MetaCyc: PWY-6416|MetaCyc: PWY-6707	NA	NA	cd00502;cd01065	NA	NA	NA	NA	NA
KKO97477.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKO99342.1	IPR036236	NA	SSF57667	NA	mobidb-lite	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP06792.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01120.1	IPR036890	GO:0005524;GO:0006298;GO:0030983	SSF55874;SSF54211	SM01340	mobidb-lite	G3DSA:3.30.565.10;G3DSA:3.30.230.10	NA	PF01119;PF13589	NA	PS00058	NA	cd16926	NA	NA	NA	NA	NA
KKP04652.1	IPR036259	GO:0055085	SSF103473	NA	mobidb-lite	G3DSA:1.20.1250.20	NA	PF07690	NA	NA	NA	cd17327	NA	NA	NA	NA	NA
KKP01254.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	SSF56112	SM00220	mobidb-lite	G3DSA:1.10.510.10	PS50011	PF00069	NA	PS00108;PS00107	NA	cd14003	NA	Coil	NA	NA	NA
KKP06543.1	IPR029044	GO:0003774;GO:0005524;GO:0016459	SSF53448;SSF109715;SSF55856;SSF52540	SM00242;SM01117	mobidb-lite	NA	PS51456;PS50255	PF00173;PF00063;PF03142;PF08766	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	NA	cd14879	NA	NA	NA	NA	NA
KKP03262.1	IPR011899	GO:0045454;GO:0009055;GO:0015035	SSF52833	NA	NA	G3DSA:3.40.30.10	PS51354	PF00462	Reactome: R-HSA-499943	PS00194;PS00195	PR00160	cd03419	NA	Coil	TIGR02180	NA	NA
KKP03213.1	IPR001680	GO:0005515	SSF50978	SM00320	mobidb-lite	G3DSA:2.130.10.10	PS50294;PS50082	PF00400	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03374.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP06533.1	IPR000999	GO:0004525;GO:0006396	SSF54768;SSF69065	SM00358;SM00535	mobidb-lite	G3DSA:1.10.1520.10;G3DSA:3.30.160.20	PS50142	PF00636	Reactome: R-HSA-203927	NA	NA	cd00048	NA	NA	NA	NA	NA
KKO96945.1	IPR012935	GO:0008270;GO:0042025	NA	NA	mobidb-lite	NA	NA	PF07967;PF08600	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99207.1	IPR038510	GO:0005634;GO:0006355;GO:0008270;GO:0032786	SSF63393	SM01389	NA	G3DSA:3.30.40.210	NA	PF06093	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6807505|Reactome: R-HSA-75955	NA	NA	cd07973	PIRSF025023	NA	NA	NA	NA
KKP02918.1	IPR001650	GO:0003676;GO:0005524	SSF52540	SM00490;SM00487	mobidb-lite	G3DSA:3.40.50.300	PS51194;PS51192;PS51195	PF00270;PF00271	NA	PS00039	NA	cd17946;cd18787	NA	Coil	NA	NA	NA
KKP00437.1	IPR021765	GO:0043386	NA	NA	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03377.1	IPR036910	NA	SSF47095	NA	mobidb-lite	G3DSA:1.10.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP06199.1	IPR015590	GO:0016491;GO:0055114;GO:0016620	SSF53720	NA	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	PF00171	NA	PS00687	NA	NA	NA	NA	NA	NA	NA
KKP00390.1	IPR015590	GO:0016491;GO:0055114;GO:0016620	SSF53720	NA	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	PF00171	NA	PS00687;PS00070	NA	cd07091	NA	NA	NA	NA	NA
KKP06176.1	IPR036513	GO:0008271;GO:0008272;GO:0016020;GO:0055085;GO:0015116;GO:0016021	SSF52091	NA	mobidb-lite	G3DSA:3.30.750.24	PS50801	PF01740;PF00916	Reactome: R-HSA-427601	PS01130	NA	cd07042	NA	NA	TIGR00815	NA	NA
KKO98065.1	IPR001865	GO:0003735;GO:0005840;GO:0006412;GO:0015935	SSF52313	NA	mobidb-lite	G3DSA:3.40.50.10490	NA	PF00318;PF16122	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00963	PR00395	cd01425	NA	NA	TIGR01012	MF_03015	NA
KKO98592.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05473.1	IPR000757	GO:0004553;GO:0005975	SSF49899	NA	mobidb-lite	G3DSA:2.60.120.200	PS51762	PF00722	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04190.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKO97827.1	IPR001163	GO:0000398;GO:0000956	SSF50182	SM00651	mobidb-lite	G3DSA:2.30.30.100	NA	PF01423	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	cd01729	NA	NA	NA	NA	NA
KKO98707.1	IPR007471	GO:0004057;GO:0016598	SSF55729	NA	mobidb-lite	NA	NA	PF04376;PF04377	MetaCyc: PWY-7802	NA	NA	NA	NA	NA	NA	NA	NA
KKO98998.1	IPR033121	GO:0004190;GO:0006508	SSF50630	NA	NA	G3DSA:2.40.70.10	PS51767	PF00026	NA	NA	PR00792	cd05471	NA	NA	NA	NA	NA
KKP05996.1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	PF00083	Reactome: R-HSA-189200	PS00217	NA	cd17356	NA	NA	TIGR00879	NA	NA
KKP04926.1	IPR002938	GO:0071949	SSF54373;SSF51905;SSF52833	NA	NA	G3DSA:3.50.50.60;G3DSA:3.40.30.20;G3DSA:3.30.9.50	NA	PF01494;PF07976	NA	NA	PR00420	cd02979	NA	NA	NA	NA	NA
KKP00250.1	IPR029058	GO:0016787	SSF53474	SM01110	NA	G3DSA:3.40.50.1820	NA	PF01083	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01611.1	IPR008402	GO:0005680;GO:0030071;GO:0031145	NA	NA	mobidb-lite	NA	NA	PF05841	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP04718.1	IPR015813	GO:0003824	SSF51621	NA	mobidb-lite	G3DSA:3.20.20.60	NA	PF13714	NA	NA	NA	cd00377	NA	NA	NA	NA	NA
KKP02738.1	IPR017853	NA	SSF51445	NA	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97849.1	IPR037457	GO:0016603;GO:0004177;GO:0006508	SSF52025;SSF53187	NA	mobidb-lite	G3DSA:3.40.630.10;G3DSA:3.50.30.30	NA	PF02225;PF04389	MetaCyc: PWY-7942	NA	NA	cd03880;cd02130;cd03876	NA	NA	NA	NA	NA
KKP02798.1	IPR001214	GO:0005515	SSF82199	SM00317	mobidb-lite	G3DSA:2.170.270.10	PS50280;PS51633	PF18601;PF18600;PF18264;PF00856	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03273.1	IPR035213	NA	NA	NA	mobidb-lite	NA	NA	PF17254	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04578.1	IPR001214	GO:0005515	SSF81822;SSF82199	NA	NA	G3DSA:3.90.1420.10;G3DSA:3.90.1410.10	PS50280	PF00856;PF09273	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP04028.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98684.1	IPR020892	GO:0003755;GO:0006457;GO:0000413	SSF50891	NA	mobidb-lite	G3DSA:2.40.100.10	PS50072	PF00160	NA	PS00170	PR00153	cd01925	NA	Coil	NA	NA	NA
KKP06200.1	IPR037175	GO:0004061;GO:0019441	SSF102198	NA	NA	G3DSA:3.50.30.50	NA	PF04199	KEGG: 00380+3.5.1.9|KEGG: 00630+3.5.1.9|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-7717|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7765	NA	NA	NA	NA	NA	NA	NA	NA
KKP04662.1	IPR020999	NA	NA	NA	mobidb-lite	NA	NA	PF12273	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97350.1	IPR027785	NA	SSF52540	NA	NA	G3DSA:3.40.50.300	NA	PF13245;PF13538	NA	NA	NA	cd18786;cd17932	NA	NA	NA	NA	NA
KKP07079.1	IPR011009	GO:0004672;GO:0005524;GO:0006468	SSF56112	SM00220	mobidb-lite	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS50011	PF00069	NA	PS00108;PS00107	NA	cd05581	NA	NA	NA	NA	NA
KKP03634.1	IPR005814	GO:0008483;GO:0030170;GO:0003824;GO:0004587	SSF53383	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	PF00202	KEGG: 00330+2.6.1.13|MetaCyc: PWY-3341|MetaCyc: PWY-4981|MetaCyc: PWY-6344|MetaCyc: PWY-6922|Reactome: R-HSA-8964539	PS00600	NA	cd00610	PIRSF000521	NA	TIGR01885	NA	NA
KKP06623.1	IPR009078	NA	SSF47240	NA	NA	NA	NA	PF13668	NA	NA	NA	cd00657	NA	NA	NA	NA	NA
KKO99860.1	IPR000073	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820;G3DSA:1.10.10.800	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01071.1	IPR018328	GO:0003677	SSF54001	SM01030;SM01031;SM01032	mobidb-lite	G3DSA:3.90.260.10;G3DSA:3.30.70.2460;G3DSA:2.20.20.110	NA	PF10405;PF03835;PF10404;PF10403	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	NA	NA	NA	NA	NA	NA	NA	NA
KKP02211.1	IPR002347	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
KKP05422.1	IPR014849	NA	NA	NA	mobidb-lite	NA	NA	PF08738	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99916.1	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	SSF51905	NA	NA	G3DSA:3.50.50.60	NA	PF00743	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97139.1	IPR002125	GO:0003824	SSF53927	NA	NA	NA	PS51747	PF00383	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98242.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
KKP01115.1	IPR001214	GO:0005515	SSF82199;SSF144232	SM00317	NA	G3DSA:3.30.60.180;G3DSA:2.170.270.10;G3DSA:3.30.70.3410	PS50865;PS50280	PF00856;PF01753	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05216.1	IPR035927	GO:0004843;GO:0016579;GO:0036459;GO:0006511	SSF143791;SSF54001	SM00695	mobidb-lite	G3DSA:3.30.2230.10;G3DSA:3.90.70.10	PS50235;PS51283	PF06337;PF00443	Reactome: R-HSA-5689880	PS00973;PS00972	NA	cd02674	NA	NA	NA	NA	NA
KKP04840.1	IPR014721	GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935	SSF54768;SSF54211	NA	mobidb-lite	G3DSA:3.30.230.10;G3DSA:3.30.160.770	PS50881	PF03719;PF00333	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-3214858|Reactome: R-HSA-6790901|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-8876725|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00585	NA	NA	NA	NA	TIGR01020	NA	NA
KKP03265.1	IPR023563	GO:0003735;GO:0005840;GO:0006412;GO:0015934	SSF52161	NA	NA	G3DSA:3.90.1180.10	NA	PF00572	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00783	NA	cd00392	PIRSF002181	NA	TIGR01077	MF_01366	NA
KKP00099.1	IPR002300	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004822;GO:0006428;GO:0002161;GO:0000049	SSF47323;SSF50677;SSF52374	NA	mobidb-lite	G3DSA:3.40.50.620;G3DSA:3.90.740.10;G3DSA:1.10.730.20	NA	PF00133;PF08264	KEGG: 00970+6.1.1.5	PS00178	PR00984	cd07960	NA	NA	TIGR00392	NA	NA
KKO98911.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	SM00066	NA	G3DSA:4.10.240.10	PS50048	PF00172;PF04082	NA	NA	NA	cd00067;cd12148	NA	NA	NA	NA	NA
KKO97530.1	IPR001876	NA	NA	NA	mobidb-lite	NA	PS51397;PS50199	PF08325	NA	PS01358	NA	cd07344	NA	NA	NA	NA	NA
KKO99596.1	IPR011598	GO:0046983	SSF47459	SM00353	mobidb-lite	G3DSA:4.10.280.10	PS50888	PF00010	NA	NA	NA	cd00083	NA	NA	NA	NA	NA
KKP05491.1	IPR002645	GO:0008272;GO:0015116;GO:0016021;GO:0008271;GO:0016020;GO:0055085	SSF52091	NA	NA	NA	PS50801	PF01740;PF00916	NA	NA	NA	cd07042	NA	NA	TIGR00815	NA	NA
KKO96553.1	NA	NA	NA	NA	mobidb-lite	NA	PS51257	NA	NA	NA	PR01217	NA	NA	NA	NA	NA	NA
KKP01416.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03864.1	IPR000326	NA	SSF48317	SM00014	mobidb-lite	G3DSA:1.20.144.10	NA	PF01569	NA	NA	NA	cd03388	NA	NA	NA	NA	NA
KKP05497.1	IPR002347	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
KKO98356.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP00815.1	IPR007111	NA	SSF52540;SSF48371	NA	NA	G3DSA:3.40.50.300	PS50837	PF05729	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04540.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP00566.1	IPR003100	GO:0005515;GO:0003676	SSF101690;SSF53098	SM00949;SM00950;SM01163	mobidb-lite	G3DSA:3.40.50.2300;G3DSA:3.30.420.10;G3DSA:2.170.260.10	PS50821;PS50822	PF16488;PF08699;PF16486;PF16487;PF02171;PF02170	Reactome: R-HSA-1912408|Reactome: R-HSA-203927|Reactome: R-HSA-4086398|Reactome: R-HSA-426486|Reactome: R-HSA-426496|Reactome: R-HSA-5628897|Reactome: R-HSA-5687128|Reactome: R-HSA-8934593|Reactome: R-HSA-8943723|Reactome: R-HSA-8948700|Reactome: R-HSA-8986944|Reactome: R-HSA-9018519|Reactome: R-HSA-9022692|Reactome: R-HSA-9029569	NA	NA	cd02846;cd04657	NA	NA	NA	NA	NA
KKO98654.1	IPR000644	NA	SSF54631	SM00116	mobidb-lite	G3DSA:3.10.580.10	PS51371	PF00571	NA	NA	NA	cd04641;cd04618	NA	NA	NA	NA	NA
KKP05207.1	IPR016024	NA	SSF48371	NA	mobidb-lite	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98050.1	IPR002168	GO:0016787	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	PF07859	Reactome: R-HSA-163560	PS01173;PS01174	NA	NA	NA	NA	NA	NA	NA
KKO98090.1	IPR001229	NA	SSF51101	NA	mobidb-lite	G3DSA:2.100.10.30	PS51752	PF12044	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04489.1	IPR023631		SSF75304	NA	NA	G3DSA:3.90.1300.10	NA	PF01425	KEGG: 00970+6.3.5.7	NA	NA	NA	NA	NA	NA	NA	NA
KKP01478.1	IPR000218	GO:0003735;GO:0005840;GO:0006412;GO:0015934	SSF50193	SM01374	NA	G3DSA:2.40.150.20	NA	PF00238	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00049	NA	NA	NA	NA	TIGR01067	MF_01367	NA
KKP05272.1	IPR032675	GO:0005515	SSF52047	SM00368	NA	G3DSA:3.80.10.10	NA	PF13516	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96420.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP06532.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP03804.1	IPR011701	GO:0055085	SSF103473	NA	mobidb-lite	G3DSA:1.20.1250.20	PS50850	PF07690	NA	NA	NA	cd17502	NA	NA	NA	NA	NA
KKO97851.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01975.1	IPR029164		NA	NA	mobidb-lite	NA	NA	PF15159	Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA	NA
KKO96810.1	IPR027417	GO:0003676;GO:0005524	SSF52540	SM00487	NA	G3DSA:3.40.50.300	PS51192	PF00270	NA	NA	NA	cd17920	NA	NA	NA	NA	NA
KKO98179.1	IPR001025	GO:0003682	SSF57903	SM00439	mobidb-lite	G3DSA:3.30.40.10	PS51038	NA	NA	NA	NA	cd04370	NA	NA	NA	NA	NA
KKO99826.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP04999.1	IPR016292	GO:0033961;GO:0003824	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	PF06441	Reactome: R-HSA-211945	NA	PR00412	NA	PIRSF001112	NA	NA	NA	NA
KKP07727.1	IPR027417	NA	SSF90002;SSF52540	SM00833	mobidb-lite	G3DSA:3.40.50.300	NA	PF02492;PF07683	NA	NA	NA	cd03112	NA	NA	NA	NA	NA
KKP07851.1	IPR018108	NA	SSF103506	NA	NA	G3DSA:1.50.40.10	PS50920	PF00153	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02981.1	IPR001223	GO:0005975;GO:0008061;GO:0004553	SSF51445;SSF57016;SSF54556	SM00636;SM00270	NA	G3DSA:3.20.20.80;G3DSA:3.10.50.10;G3DSA:3.30.60.10	PS50941	PF00704;PF00187	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	NA	cd00035	NA	NA	NA	NA	NA
KKP06297.1	IPR007149	GO:0006368;GO:0016570;GO:0016593	NA	NA	mobidb-lite	NA	NA	PF04004	Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA	Coil	NA	NA	NA
KKP00152.1	IPR000182	GO:0008080	SSF55729	NA	NA	G3DSA:3.40.630.30	PS51186	PF00583	NA	NA	NA	cd04301	NA	NA	NA	NA	NA
KKP01173.1	IPR002076	GO:0016021	NA	NA	mobidb-lite	NA	NA	PF01151	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7035|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-8041|Reactome: R-HSA-75876	NA	NA	NA	NA	NA	NA	NA	NA
KKP03749.1	NA	NA	SSF89372	NA	NA	G3DSA:2.120.10.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP00196.1	IPR002938	GO:0071949	SSF51905	NA	NA	G3DSA:3.50.50.60	NA	PF01494	NA	NA	PR00420	NA	NA	NA	NA	NA	NA
KKP05929.1	IPR037176	NA	SSF49870	SM00205	NA	G3DSA:2.60.110.10	PS51367	PF00314	NA	NA	NA	NA	PIRSF002703	NA	NA	NA	NA
KKO97969.1	IPR041399		SSF52317	NA	NA	G3DSA:3.40.50.880	NA	PF18011	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6	NA	NA	cd03132	NA	NA	NA	NA	NA
KKP00458.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	SM00066	mobidb-lite	NA	PS50048	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA
KKP00796.1	IPR001810	GO:0005515	SSF51197;SSF81383	SM00256;SM00558	mobidb-lite	G3DSA:2.60.120.650;G3DSA:1.20.1280.50	PS51184;PS50181	PF12937;PF13621	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97092.1	IPR001452	GO:0005515	SSF50044	SM00326	NA	G3DSA:2.30.30.40	PS50002	PF00018	NA	NA	PR00452	cd11855	NA	NA	NA	NA	NA
KKO99829.1	IPR000791	GO:0016021	NA	NA	mobidb-lite	NA	NA	PF01184	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03372.1	IPR000257	GO:0004853;GO:0006779	SSF51726	NA	NA	G3DSA:3.20.20.210	NA	PF01208	KEGG: 00860+4.1.1.37|MetaCyc: PWY-5531|MetaCyc: PWY-7159|MetaCyc: PWY-7766|Reactome: R-HSA-189451	PS00906;PS00907	NA	cd00717	NA	NA	TIGR01464	MF_00218	NA
KKO97738.1	IPR032477		NA	NA	NA	G3DSA:3.30.920.50;G3DSA:2.60.110.10	NA	PF16483	KEGG: 00500+3.2.1.39	NA	NA	NA	NA	NA	NA	NA	NA
KKP07532.1	IPR020583	GO:0046855	SSF56655	NA	NA	G3DSA:3.30.540.10;G3DSA:3.40.190.80	NA	PF00459	NA	PS00629	NA	cd01517	NA	NA	NA	NA	NA
KKO99186.1	IPR036770	GO:0005515	SSF48403	SM00248	NA	G3DSA:1.25.40.20	PS50297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99766.1	IPR000845	GO:0003824;GO:0009116;GO:0016763;GO:0017061	SSF53167	NA	NA	G3DSA:3.40.50.1580	NA	PF01048	Reactome: R-HSA-1237112|Reactome: R-HSA-8950505	PS01240	NA	cd09010	NA	NA	TIGR01694	MF_01963	NA
KKP05575.1	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	PF00083	Reactome: R-HSA-189200	PS00217	PR00171	cd17356	NA	NA	TIGR00879	NA	NA
KKP07228.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03576.1	IPR012676	GO:0005525	SSF81271;SSF52540	NA	NA	G3DSA:3.40.50.300;G3DSA:3.10.20.30	PS51710	PF16897;PF02824;PF01926	KEGG: 00970+6.1.1.3	PS00905	PR00326	cd01896;cd17231	NA	Coil	TIGR00231	NA	NA
KKO99601.1	IPR009348		NA	NA	NA	NA	NA	PF06218	Reactome: R-HSA-9639288	NA	NA	NA	NA	NA	NA	NA	NA
KKO99053.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	SSF56112	SM00220	mobidb-lite	G3DSA:1.10.510.10	PS50011	PF00069	NA	PS00108	NA	cd14037	NA	Coil	NA	NA	NA
KKO99858.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05105.1	IPR029063	NA	SSF53335	NA	mobidb-lite	G3DSA:3.40.50.150	NA	PF13489	NA	NA	NA	cd02440	NA	NA	NA	NA	NA
KKP04382.1	IPR001683	GO:0035091	SSF64268	SM00312	mobidb-lite	G3DSA:1.20.1270.60;G3DSA:3.30.1520.10	PS50195	PF09325;PF00787	NA	NA	NA	cd06867	NA	Coil	NA	NA	NA
KKP03328.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
