Gene	interpro	Gene3D	SUPERFAMILY	Pfam	PRINTS	MobiDBLite	Coils	CDD	GO	PATHWAY	ProSitePatterns	SMART	ProSiteProfiles	PIRSF	TIGRFAM	Hamap	SFLD
PTB62334.1	IPR002213	G3DSA:3.40.50.2000	SSF53756	PF00201	NA	NA	NA	cd03784	GO:0016758	Reactome: R-HSA-156588	NA	NA	NA	NA	NA	NA	NA
PTB68250.1	IPR039553	NA	NA	PF13758;PF12927	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65770.1	IPR009081	G3DSA:1.10.1200.10	SSF47336	PF00550	NA	NA	NA	NA	GO:0006633	Reactome: R-HSA-389661|Reactome: R-HSA-611105|Reactome: R-HSA-6799198|Reactome: R-HSA-77289	PS00012	NA	PS50075	NA	TIGR00517	MF_01217	NA
PTB66577.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68954.1	IPR004547	G3DSA:3.40.50.1360	SSF100950	PF01182	NA	mobidb-lite	NA	cd01399	GO:0004342;GO:0006044;GO:0005975	KEGG: 00520+3.5.99.6|MetaCyc: PWY-5514|MetaCyc: PWY-6855|MetaCyc: PWY-6906|Reactome: R-HSA-70171	PS01161	NA	NA	NA	TIGR00502	MF_01241	NA
PTB66798.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69382.1	IPR024602	NA	NA	PF06148	NA	mobidb-lite	Coil	NA		Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA
PTB64142.1	NA	G3DSA:1.20.5.170	SSF57959	NA	NA	mobidb-lite	Coil	cd14688	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68401.1	IPR001138	G3DSA:4.10.240.10	SSF57701	PF04082	NA	mobidb-lite	NA	cd00067;cd12148	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	NA	SM00066;SM00906	PS50048	NA	NA	NA	NA
PTB68057.1	IPR012340	G3DSA:2.40.50.140;G3DSA:2.40.50.100	SSF50249;SSF110324;SSF54791	PF14382	NA	mobidb-lite	NA	cd05789	GO:0003723	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA
PTB62585.1	IPR017905	G3DSA:1.20.120.310	SSF69000	PF04777	NA	NA	NA	NA	GO:0016972;GO:0055114	MetaCyc: PWY-7533	NA	NA	PS51324	NA	NA	NA	NA
PTB69060.1	IPR013083	G3DSA:3.30.40.10	SSF57850	PF11789	NA	mobidb-lite	Coil	cd16651	GO:0008270;GO:0004842;GO:0016567	MetaCyc: PWY-7511	NA	SM00504	PS51044	NA	NA	NA	NA
PTB63648.1	IPR008313	G3DSA:1.50.10.10	SSF48208	PF06824	NA	NA	NA	NA	GO:0003824	NA	NA	SM01149	NA	PIRSF028846	NA	NA	NA
PTB64944.1	IPR002293	G3DSA:1.20.1740.10	NA	PF00324	NA	NA	NA	NA	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	PS00218	NA	NA	PIRSF006060	TIGR00913	NA	NA
PTB68094.1	IPR018004	G3DSA:3.10.260.10	SSF54616	NA	NA	mobidb-lite	NA	NA	GO:0003677	NA	NA	SM01252	PS51299	NA	NA	NA	NA
PTB67881.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68004.1	IPR022694	G3DSA:1.10.1040.50;G3DSA:3.40.50.720	SSF51735;SSF48179	PF00725;PF02737	NA	NA	NA	NA	GO:0003857;GO:0006631;GO:0055114;GO:0070403;GO:0016491	KEGG: 00062+4.2.1.17+1.1.1.35|KEGG: 00071+4.2.1.17+1.1.1.35|KEGG: 00280+4.2.1.17+1.1.1.35|KEGG: 00281+4.2.1.17+1.1.1.35|KEGG: 00310+4.2.1.17+1.1.1.35|KEGG: 00360+4.2.1.17|KEGG: 00362+4.2.1.17+1.1.1.35|KEGG: 00380+4.2.1.17+1.1.1.35|KEGG: 00410+4.2.1.17|KEGG: 00592+4.2.1.17|KEGG: 00623+1.1.1.35|KEGG: 00627+4.2.1.17|KEGG: 00640+4.2.1.17|KEGG: 00650+4.2.1.17+1.1.1.35|KEGG: 00720+4.2.1.17+1.1.1.35|KEGG: 00903+4.2.1.17|KEGG: 00930+4.2.1.17+1.1.1.35|MetaCyc: PWY-1361|MetaCyc: PWY-5109|MetaCyc: PWY-5136|MetaCyc: PWY-5138|MetaCyc: PWY-5177|MetaCyc: PWY-5789|MetaCyc: PWY-6435|MetaCyc: PWY-6583|MetaCyc: PWY-6863|MetaCyc: PWY-6883|MetaCyc: PWY-6944|MetaCyc: PWY-6945|MetaCyc: PWY-6946|MetaCyc: PWY-7007|MetaCyc: PWY-7046|MetaCyc: PWY-7094|MetaCyc: PWY-7216|MetaCyc: PWY-735|MetaCyc: PWY-7401|MetaCyc: PWY-7606|MetaCyc: PWY-7654|MetaCyc: PWY-7656|MetaCyc: PWY-7726|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-8002	PS00067	NA	NA	PIRSF000105	NA	NA	NA
PTB63130.1	IPR006769	NA	NA	PF04678	NA	mobidb-lite	Coil	NA		Reactome: R-HSA-8949215|Reactome: R-HSA-8949664	NA	NA	NA	NA	NA	NA	NA
PTB69890.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70920.1	IPR027417	G3DSA:2.130.10.10;G3DSA:3.40.50.300	SSF52540;SSF50998	PF05729	NA	mobidb-lite	Coil	NA	GO:0005515	NA	PS00678	SM00320	PS50294	NA	NA	NA	NA
PTB62368.1	IPR009075	G3DSA:2.40.110.10;G3DSA:1.20.140.10;G3DSA:1.10.540.10	SSF47203;SSF56645	PF00441;PF02770;PF02771	NA	NA	NA	cd00567	GO:0016627;GO:0055114;GO:0050660	NA	NA	NA	NA	NA	NA	NA	NA
PTB68997.1	IPR000092	NA	SSF48576	PF00348	NA	NA	NA	cd00685	GO:0008299	NA	PS00444;PS00723	NA	NA	NA	NA	NA	SFLDS00005
PTB67545.1	IPR036910	G3DSA:1.10.30.10	SSF47095	PF00505	NA	mobidb-lite	NA	NA	NA	NA	NA	SM00398	PS50118	NA	NA	NA	NA
PTB70723.1	IPR016181	G3DSA:3.40.630.30	SSF55729	PF00583	NA	NA	Coil	NA	GO:0008080	NA	NA	NA	NA	NA	NA	NA	NA
PTB68277.1	IPR007941	G3DSA:3.40.50.1820	SSF53474	PF05277	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65531.1	IPR005835	G3DSA:2.160.10.10	SSF53448	PF00483;PF00132	NA	NA	NA	cd06428	GO:0009058;GO:0016779	NA	NA	NA	NA	NA	NA	NA	NA
PTB63981.1	IPR001138	G3DSA:4.10.240.10	SSF57701	PF00172;PF04082	NA	mobidb-lite	NA	cd00067;cd12148	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	NA	SM00906;SM00066	PS50048	NA	NA	NA	NA
PTB67346.1	IPR001680	G3DSA:1.20.960.30;G3DSA:2.130.10.10	SSF50978	PF00400;PF08513	NA	mobidb-lite	NA	NA	GO:0005515	NA	PS00678	SM00320;SM00667	PS50294;PS50896;PS50082	NA	NA	NA	NA
PTB69331.1	IPR002813	G3DSA:3.10.20.340;G3DSA:3.60.70.12;G3DSA:3.30.2330.10	SSF56266	PF01960	NA	NA	NA	cd02152	GO:0004358;GO:0006526	KEGG: 00220+2.3.1.35+2.3.1.1|MetaCyc: PWY-5154	NA	NA	NA	NA	TIGR00120	MF_01106	NA
PTB68585.1	IPR036322	G3DSA:2.130.10.10	SSF50978	PF00400	NA	NA	NA	NA	GO:0005515	NA	NA	SM00320	PS50082;PS50294	NA	NA	NA	NA
PTB65056.1	IPR033121	G3DSA:2.40.70.10	SSF50630	PF00026	PR00792	mobidb-lite	NA	cd05474	GO:0004190;GO:0006508	NA	NA	NA	PS51767	NA	NA	NA	NA
PTB66238.1	IPR039535	NA	NA	PF14269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64472.1	IPR018628	NA	NA	PF09813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67708.1	IPR001650	G3DSA:3.40.50.300	SSF52540	PF00271;PF00270	NA	mobidb-lite	NA	cd17954;cd18787	GO:0003676;GO:0005524	NA	PS00039	SM00490;SM00487	PS51194;PS51192;PS51195	NA	NA	NA	NA
PTB69114.1	IPR002938	G3DSA:3.50.50.60	SSF51905	PF01494	PR00420	NA	NA	NA	GO:0071949	NA	NA	NA	NA	NA	NA	NA	NA
PTB67222.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66836.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61362.1	IPR016024	G3DSA:1.25.10.10	SSF48371	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63652.1	IPR011701	NA	SSF103473	PF07690	NA	mobidb-lite	NA	cd17354	GO:0055085	NA	NA	NA	NA	NA	NA	NA	NA
PTB68968.1	IPR012677	G3DSA:3.30.70.330;G3DSA:1.10.1900.10	SSF63570;SSF54928	PF00658;PF00076	NA	mobidb-lite	Coil	cd12378;cd12380;cd12381;cd12379	GO:0003723;GO:0003676	NA	NA	SM00361;SM00360;SM00517	PS51309;PS50102	NA	TIGR01628	NA	NA
PTB68845.1	IPR006808	NA	NA	PF04718	NA	NA	Coil	NA	GO:0000276;GO:0015078;GO:0015986	NA	NA	NA	NA	NA	NA	NA	NA
PTB68856.1	IPR001789	G3DSA:1.10.287.130;G3DSA:3.40.50.2300;G3DSA:3.30.565.10;G3DSA:3.30.450.20	SSF52172;SSF55785;SSF55874;SSF47384	PF02518;PF00512;PF00072;PF08448	PR00344	mobidb-lite	Coil	cd16922;cd00082;cd00130;cd00156	GO:0000160;GO:0016310;GO:0016772;GO:0000155;GO:0007165	Reactome: R-HSA-70895	NA	SM00387;SM00448;SM00388;SM00091	PS50110;PS50109;PS50112;PS50113	NA	TIGR00229	NA	NA
PTB69521.1	IPR018247	G3DSA:1.10.238.10	SSF50182;SSF47473	PF00924	NA	mobidb-lite	Coil	cd00051	GO:0016020;GO:0055085;GO:0005509	NA	PS00018	NA	PS50222	PIRSF017209	NA	NA	NA
PTB69064.1	IPR033118	NA	NA	PF05241	NA	NA	NA	NA	GO:0016021;GO:0016125;GO:0047750	NA	NA	NA	PS51751	NA	NA	NA	NA
PTB68251.1	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65826.1	IPR001223	NA	SSF51445	PF00704	NA	NA	NA	NA	GO:0005975;GO:0008061	NA	NA	SM00636	NA	NA	NA	NA	NA
PTB65800.1	IPR011701	NA	SSF103473	PF07690	NA	mobidb-lite	NA	cd17323	GO:0055085	NA	NA	NA	PS50850	NA	NA	NA	NA
PTB70626.1	IPR010935	G3DSA:3.30.70.1620;G3DSA:1.20.1060.20;G3DSA:3.40.50.300	SSF52540;SSF75553	PF02463;PF06470	NA	NA	Coil	cd03273	GO:0005515;GO:0005524;GO:0005694;GO:0051276	Reactome: R-HSA-2299718|Reactome: R-HSA-2514853	NA	SM00968	NA	PIRSF005719	NA	NA	NA
PTB62845.1	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67018.1	IPR021047	NA	NA	PF11735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62876.1	IPR020100	NA	NA	PF11034	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65905.1	IPR000795	G3DSA:3.30.70.870;G3DSA:3.40.50.300;G3DSA:2.40.30.10;G3DSA:3.30.70.240;G3DSA:3.30.230.10	SSF54211;SSF50447;SSF54980;SSF52540	PF00009;PF03764;PF00679;PF14492;PF03144	PR00315	NA	Coil	cd04091;cd01886;cd16262;cd04097;cd01434	GO:0003924;GO:0005525;GO:0003746;GO:0006414	Reactome: R-HSA-5389840	PS00301	SM00889;SM00838	PS51722	NA	TIGR00231;TIGR00484	MF_00054_B	NA
PTB64799.1	IPR021418	NA	NA	PF11262;PF16134;PF11732	NA	mobidb-lite	NA	NA		Reactome: R-HSA-159236|Reactome: R-HSA-72187|Reactome: R-HSA-73856	NA	NA	NA	NA	NA	NA	NA
PTB65281.1	IPR036259	NA	SSF103473	PF13347	NA	mobidb-lite	NA	cd17313	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66317.1	IPR021858	NA	NA	PF11951	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67733.1	IPR040632	G3DSA:3.40.50.300	SSF52540	PF17784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64053.1	NA	NA	NA	PF17242	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67587.1	IPR036291	G3DSA:3.30.360.10;G3DSA:3.40.50.720	SSF55347;SSF51735	PF01408	NA	NA	NA	NA	GO:0016491	NA	NA	NA	NA	NA	NA	NA	NA
PTB65656.1	IPR016040	G3DSA:3.40.50.720	SSF51735	PF13460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65008.1	IPR036881	G3DSA:3.40.50.1700;G3DSA:2.60.40.10;G3DSA:3.20.20.300	SSF52279;SSF51445	PF01822;PF00933;PF01915;PF14310	NA	NA	NA	NA	GO:0004553;GO:0005975	NA	NA	SM00321;SM01217	PS51212	NA	NA	NA	NA
PTB61683.1	IPR026891	G3DSA:2.60.40.10;G3DSA:3.40.50.1700;G3DSA:3.20.20.300	SSF52279;SSF51445	PF07691;PF00933;PF01915;PF14310	PR00133	NA	NA	NA	GO:0004553;GO:0005975	NA	NA	SM01217	PS51820	NA	NA	NA	NA
PTB68018.1	IPR003653	G3DSA:3.40.395.10	SSF54001	PF02902	NA	mobidb-lite	Coil	NA	GO:0006508;GO:0008234	NA	NA	NA	PS50600	NA	NA	NA	NA
PTB69791.1	IPR007111	G3DSA:3.40.50.300	SSF52540	PF05729	NA	NA	NA	NA	NA	NA	NA	NA	PS50837	NA	NA	NA	NA
PTB63354.1	IPR013783	G3DSA:2.60.40.10;G3DSA:3.20.20.80;G3DSA:2.60.120.260	SSF49303;SSF51445;SSF49785	PF00703;PF17753;PF17786	NA	NA	NA	NA	GO:0004553;GO:0005975	Reactome: R-HSA-2024096|Reactome: R-HSA-2160916|Reactome: R-HSA-2206292|Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	NA	NA
PTB63001.1	IPR036282	G3DSA:1.20.1050.130;G3DSA:3.30.70.60	SSF47616;SSF54984	PF00736;PF10587	NA	NA	Coil	cd10308;cd00292	GO:0003746;GO:0006414;GO:0005853	Reactome: R-HSA-156842	PS00825;PS00824	SM00888;SM01182	NA	NA	NA	NA	NA
PTB68055.1	IPR001227	G3DSA:3.30.450.60;G3DSA:3.40.366.10;G3DSA:3.30.70.250;G3DSA:2.60.40.1170	SSF52151;SSF64356;SSF55048;SSF49447	PF00698;PF00928	NA	NA	NA	cd14837	GO:0016740;GO:0006886;GO:0016192;GO:0030131	NA	PS00991	SM00827	PS51072	NA	NA	NA	NA
PTB69470.1	IPR005592	G3DSA:3.40.50.1820	SSF53474	PF03893;PF01764	NA	NA	NA	cd00519	GO:0016042;GO:0006629	Reactome: R-HSA-426048	NA	NA	NA	NA	NA	NA	NA
PTB61532.1	IPR008949	NA	SSF48576	PF00348	NA	NA	NA	NA	GO:0008299	NA	PS00723	NA	NA	NA	NA	NA	NA
PTB67040.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70635.1	IPR025926	G3DSA:2.40.10.120;G3DSA:2.30.42.10	SSF50156;SSF50494	PF12812;PF13365	PR00834	mobidb-lite	NA	cd00987	GO:0005515;GO:0004252;GO:0006508	NA	NA	NA	NA	NA	NA	NA	NA
PTB67350.1	IPR003593	G3DSA:1.10.8.60;G3DSA:1.20.272.10;G3DSA:3.40.50.300	SSF52540;SSF48019	PF13177	NA	NA	NA	cd00009;cd18140	GO:0003677;GO:0006260	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	NA	SM00382	NA	NA	NA	NA	NA
PTB67281.1	IPR010920	G3DSA:2.30.30.100	SSF50182	PF01423	NA	NA	NA	cd01727	GO:0000398;GO:0005688;GO:0046540	Reactome: R-HSA-72163	NA	SM00651	NA	NA	NA	NA	NA
PTB68698.1	IPR024774	NA	NA	PF12814	NA	mobidb-lite	Coil	NA	GO:0005515;GO:0005543;GO:0005938;GO:0032065	NA	NA	NA	NA	NA	NA	NA	NA
PTB62530.1	IPR036291	G3DSA:3.40.50.720	SSF51735	PF13561	PR00080;PR00081	NA	NA	cd05233	GO:0016491	NA	PS00061	NA	NA	NA	NA	NA	NA
PTB65407.1	IPR015943	G3DSA:2.130.10.10	SSF81383;SSF50969	NA	NA	mobidb-lite	Coil	NA	GO:0005515	NA	NA	NA	PS50181	NA	NA	NA	NA
PTB69636.1	IPR004853	NA	NA	PF03151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64237.1	IPR007185	NA	NA	PF04042	NA	mobidb-lite	NA	NA	GO:0003677;GO:0003887;GO:0006260	NA	NA	NA	NA	NA	NA	NA	NA
PTB66883.1	IPR035892	G3DSA:2.60.40.150	SSF49562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63807.1	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64300.1	IPR024732	G3DSA:1.20.120.670;G3DSA:3.20.20.80;G3DSA:3.30.379.10	SSF51445	PF12972;PF12971;PF05089	NA	NA	NA	NA		KEGG: 00531+3.2.1.50|Reactome: R-HSA-2024096|Reactome: R-HSA-2206282	NA	NA	NA	NA	NA	NA	NA
PTB67130.1	IPR001179	G3DSA:2.60.120.340;G3DSA:3.10.50.40	SSF54534	PF00254;PF17800	NA	mobidb-lite	Coil	NA	GO:0003755	NA	NA	NA	PS50059	PIRSF001473	NA	NA	NA
PTB64830.1	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67732.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA
PTB70813.1	IPR019410	G3DSA:3.40.50.150	SSF53335	PF10294	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70599.1	IPR001138	G3DSA:4.10.240.10	SSF57701	PF00172;PF11951	NA	mobidb-lite	NA	cd00067	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PS00463	SM00066	PS50048	NA	NA	NA	NA
PTB70097.1	IPR000555	G3DSA:3.40.140.10	NA	PF13012;PF01398	NA	mobidb-lite	NA	cd08062	GO:0005515;GO:0005838	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	SM00232	PS50249	NA	NA	NA	NA
PTB69483.1	IPR026705	NA	NA	PF12722	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69676.1	IPR001650	G3DSA:3.40.50.300	SSF52540	PF00270;PF00271	NA	mobidb-lite	Coil	cd18025;cd18795	GO:0003676;GO:0005524	NA	NA	SM00490;SM00487	PS51192;PS51194	NA	NA	NA	NA
PTB65645.1	IPR036770	G3DSA:1.25.40.20	SSF48403	PF13857	NA	NA	NA	NA	GO:0005515	NA	NA	SM00248	PS50297;PS50088	NA	NA	NA	NA
PTB63259.1	IPR036736	G3DSA:3.30.559.10;G3DSA:3.30.559.30;G3DSA:3.40.50.12780;G3DSA:3.30.300.30;G3DSA:1.10.1200.10	SSF47336;SSF52777;SSF56801	PF00668;PF00550;PF00501	NA	NA	NA	cd05918	GO:0031177;GO:0003824	Reactome: R-HSA-389661	PS00455;PS00012	SM00823	PS50075	NA	TIGR01733	NA	NA
PTB66202.1	IPR013785	G3DSA:3.20.20.70	SSF51412	PF03060	NA	NA	NA	cd04730	GO:0003824;GO:0018580;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA
PTB67898.1	IPR011990	G3DSA:1.25.40.10	SSF48452	PF03568	NA	mobidb-lite	NA	NA	GO:0005515;GO:0006508;GO:0008233	Reactome: R-HSA-2467813	NA	NA	PS50005;PS50293;PS51700	NA	NA	NA	NA
PTB62231.1	IPR021133	G3DSA:1.25.10.10	SSF48371	PF13646	NA	NA	NA	NA	NA	NA	NA	NA	PS50077	NA	NA	NA	NA
PTB69224.1	IPR017441	G3DSA:3.30.200.20	SSF56112	PF00069	NA	mobidb-lite	NA	NA	GO:0005524;GO:0004672;GO:0006468	NA	PS00107	SM00220	PS50011	NA	NA	NA	NA
PTB64149.1	IPR001810	G3DSA:1.20.1280.50	SSF81383	PF00646	NA	mobidb-lite	Coil	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA
PTB64447.1	IPR023210	G3DSA:3.20.20.100	SSF51430	PF00248	NA	NA	NA	cd06660	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65703.1	IPR013320	G3DSA:2.60.120.200	SSF49899	PF00722	NA	NA	NA	cd02182	GO:0004553;GO:0005975	NA	NA	NA	PS51762	NA	NA	NA	NA
PTB62488.1	IPR019369	NA	NA	PF10237	NA	NA	Coil	NA	GO:0016279;GO:0008168	Reactome: R-HSA-8876725	NA	NA	NA	NA	NA	MF_03187	NA
PTB65189.1	IPR036779	G3DSA:3.10.350.10	SSF54106	PF01476	NA	NA	NA	cd00118	NA	NA	NA	SM00257	PS51782	NA	NA	NA	NA
PTB66227.1	IPR002938	G3DSA:3.50.50.60	SSF51905	PF01494	PR00420	NA	NA	NA	GO:0071949	NA	NA	NA	NA	NA	NA	NA	NA
PTB63611.1	IPR003819	G3DSA:3.60.130.10	SSF51197	PF02668	NA	NA	NA	NA	GO:0016491;GO:0055114	Reactome: R-HSA-71262	NA	NA	NA	NA	NA	NA	NA
PTB64963.1	IPR002938	G3DSA:3.30.9.30;G3DSA:3.50.50.60	SSF54373;SSF51905	PF13450;PF01494	PR00420	NA	NA	NA	GO:0071949	NA	NA	NA	NA	NA	NA	NA	NA
PTB70684.1	IPR017871	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF90123;SSF52540	PF00664;PF00005	NA	NA	NA	cd18580;cd18579;cd03244	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	PS00211	SM00382	PS50929;PS50893	NA	NA	NA	NA
PTB69307.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66192.1	IPR029055	G3DSA:1.10.246.130;G3DSA:3.60.20.40	SSF56235	PF01019	PR01210	NA	NA	NA	GO:0006751;GO:0036374	KEGG: 00430+2.3.2.2|KEGG: 00460+2.3.2.2|KEGG: 00480+2.3.2.2+3.4.19.13|MetaCyc: PWY-4041|MetaCyc: PWY-4061|MetaCyc: PWY-5826|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7559|MetaCyc: PWY-8001	NA	NA	NA	NA	TIGR00066	NA	NA
PTB62802.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61772.1	IPR004853	NA	NA	PF03151	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70953.1	IPR007248	NA	NA	PF04117	NA	NA	NA	NA	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA
PTB63687.1	IPR001138	G3DSA:4.10.240.10	SSF57701	PF04082;PF00172	NA	mobidb-lite	NA	cd00067;cd12148	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PS00463	SM00066;SM00906	PS50048	NA	NA	NA	NA
PTB67947.1	IPR005062	G3DSA:1.25.40.990	NA	PF03399	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64040.1	IPR036864	G3DSA:4.10.240.10	SSF57701	PF04082;PF00172	NA	mobidb-lite	Coil	cd12148;cd00067	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PS00463	SM00906;SM00066	PS50048	NA	NA	NA	NA
PTB70645.1	IPR020616	G3DSA:3.40.47.10	SSF53901	PF00108;PF02803	NA	NA	NA	cd00751	GO:0016747;GO:0003824	NA	PS00098;PS00099	NA	NA	PIRSF000429	TIGR01930	NA	NA
PTB67887.1	IPR013877	NA	NA	PF08568	NA	mobidb-lite	Coil	NA		Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA
PTB69494.1	IPR012476	G3DSA:1.25.40.510	NA	PF07817	NA	mobidb-lite	Coil	NA	GO:0005643;GO:0016973	Reactome: R-HSA-159236	NA	NA	NA	NA	NA	NA	NA
PTB66023.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
