Gene	interpro	GO	SMART	ProSiteProfiles	SUPERFAMILY	CDD	Gene3D	Pfam	MobiDBLite	PATHWAY	ProSitePatterns	Coils	PRINTS	TIGRFAM	PIRSF	SFLD	Hamap
PTB43809.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB43120.1	IPR036259	GO:0055085	NA	PS50850	SSF103473	cd17352	G3DSA:1.20.1250.20	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42923.1	IPR013126		NA	NA	SSF53067;SSF100934;SSF100920	cd10241	G3DSA:3.30.420.40;G3DSA:2.60.34.10;G3DSA:3.30.30.30;G3DSA:1.20.1270.10;G3DSA:3.90.640.10	PF00012	NA	Reactome: R-HSA-3371453	PS01036;PS00297;PS00329	NA	PR00301	NA	NA	NA	NA
PTB44124.1	IPR012580	GO:0005634;GO:0005515	SM00320	PS50082;PS50294	SSF50978	NA	NA	PF08159;PF00400	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42913.1	IPR005493	NA	NA	NA	SSF89562	cd16841	G3DSA:3.50.30.100	PF03737	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39630.1	IPR011990	GO:0005515	NA	NA	SSF48452	NA	G3DSA:1.25.40.10	PF13424	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39686.1	IPR002483	GO:0006397	SM00311	PS51025	SSF101233	NA	G3DSA:1.20.1390.10	PF01480	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB41777.1	IPR023674	NA	NA	NA	SSF56808	cd00403	G3DSA:3.40.50.790	PF00687	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46476.1	IPR013320	GO:0016020	NA	PS51328	SSF49899	cd07308	G3DSA:2.60.120.200	PF03388	mobidb-lite	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	NA	NA	NA	NA	NA	NA
PTB43905.1	IPR036188	GO:0016491;GO:0050660;GO:0055114;GO:0051537	NA	PS51296	SSF51905;SSF55424;SSF50022	cd03478	G3DSA:3.30.390.30;G3DSA:3.50.50.60;G3DSA:2.102.10.10	PF14759;PF07992;PF00355	NA	NA	NA	NA	PR00368;PR00411	NA	NA	NA	NA
PTB39969.1	IPR012677	GO:0019722;GO:0003676	NA	NA	SSF54928	cd12434	G3DSA:3.30.70.330	PF04847	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38451.1	IPR001680	GO:0005515	SM00320	PS50082;PS50294	SSF50978	cd00200	G3DSA:1.20.5.340;G3DSA:2.130.10.10	PF08581;PF00400	mobidb-lite	NA	PS00678	Coil	PR00320	NA	NA	NA	NA
PTB35914.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066;SM00906	PS50048	SSF57701	cd00067;cd12148	G3DSA:4.10.240.10	PF04082;PF00172	NA	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB40185.1	IPR036322	GO:0005515	NA	NA	SSF50978	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB45172.1	IPR001452	GO:0005515	SM00326	PS50002	SSF50044	cd00174	G3DSA:2.30.30.40	PF00018	mobidb-lite	NA	NA	Coil	PR00452	NA	NA	NA	NA
PTB43235.1	IPR036005	NA	NA	NA	SSF55920;SSF46785	cd01089	G3DSA:3.90.230.10;G3DSA:1.10.10.10	PF00557	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB45427.1	IPR011037	GO:0003824;GO:0030151;GO:0030170	NA	PS51340	SSF50800	NA	NA	PF03476;PF03473	NA	KEGG: 00790+2.8.1.9|MetaCyc: PWY-5963	NA	NA	NA	NA	NA	NA	NA
PTB45067.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44837.1	IPR036259	GO:0016021;GO:0022857;GO:0055085;GO:0016020	NA	PS50850	SSF103473	cd17356	G3DSA:1.20.1250.20	PF00083	NA	Reactome: R-HSA-189200	PS00216	NA	NA	TIGR00879	NA	NA	NA
PTB36136.1	IPR001509	GO:0003824;GO:0050662	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37644.1	IPR011032	NA	NA	NA	SSF50129;SSF51735	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39465.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36186.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	SSF57701	cd00067	G3DSA:4.10.240.10	PF00172	NA	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB36888.1	IPR029498	NA	NA	NA	NA	NA	G3DSA:1.20.120.1020	PF14479	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB40651.1	IPR015943	GO:0005515	SM00320	PS50294;PS50082	SSF50978	NA	G3DSA:2.130.10.10	PF12894;PF00400	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41126.1	IPR006913	GO:0016846	NA	NA	SSF51316	NA	G3DSA:2.170.150.70	PF04828	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA
PTB38235.1	IPR002347	NA	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
PTB38686.1	NA	NA	NA	NA	SSF160369	NA	G3DSA:3.30.70.1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35357.1	IPR016639	GO:0004364;GO:0005515	NA	PS50405;PS50404	SSF47616;SSF52833	cd03190	G3DSA:1.20.1050.10;G3DSA:3.40.30.130	PF13409;PF13410	NA	NA	NA	NA	NA	NA	PIRSF015753	NA	NA
PTB36188.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44143.1	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	NA	PS50850	SSF103473	cd17315	G3DSA:1.20.1250.20	PF00083	NA	Reactome: R-HSA-189200	PS00217	NA	PR00171	TIGR00879	NA	NA	NA
PTB36911.1	IPR036397	GO:0003676	SM00479	NA	SSF53098	cd06145	G3DSA:3.30.420.10	PF00929	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB37987.1	IPR020422	GO:0006470;GO:0008138;GO:0004725;GO:0016311;GO:0016791	SM00195	PS50056;PS50054	SSF52799	cd14498	G3DSA:3.90.190.10	PF00782	mobidb-lite	NA	PS00383	NA	NA	NA	NA	NA	NA
PTB39333.1	IPR018028	GO:0004096;GO:0006979;GO:0020037;GO:0055114	SM01060	PS51402	SSF56634	cd08153	G3DSA:2.40.180.20;G3DSA:1.20.1280.120	PF00199	NA	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017	NA	NA	NA	NA	PIRSF000296	NA	NA
PTB38699.1	IPR009939	GO:0016977	NA	NA	NA	NA	NA	PF07335	NA	KEGG: 00520+3.2.1.132	NA	NA	NA	NA	NA	NA	NA
PTB39733.1	IPR005556	NA	NA	NA	NA	NA	NA	PF03856	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB40566.1	IPR028245	NA	NA	NA	NA	NA	G3DSA:1.20.1270.60	PF13805	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46973.1	IPR029068	GO:0003868;GO:0009072;GO:0016701;GO:0055114	NA	PS51819	SSF54593	cd07250;cd08342	G3DSA:3.10.180.10	PF00903	NA	NA	NA	NA	NA	TIGR01263	PIRSF009283	NA	NA
PTB35920.1	IPR002123	GO:0016746	SM00563	NA	SSF69593	NA	NA	PF01553	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37271.1	IPR036736	GO:0003824	NA	PS50075	SSF47336;SSF51735;SSF56801	cd05918	G3DSA:3.30.300.30;G3DSA:3.40.50.720;G3DSA:3.40.50.12780;G3DSA:1.10.1200.10	PF00550;PF00501;PF07993	NA	Reactome: R-HSA-9640463	PS00455;PS00012	NA	NA	NA	NA	NA	NA
PTB43367.1	IPR036457	GO:0003824	SM00332	PS51746	SSF81606	cd00143	NA	PF00481	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	NA	NA	NA	NA	NA	NA	NA
PTB41750.1	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45220.1	IPR011671	GO:0008168	NA	NA	NA	NA	NA	PF07757	NA	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	NA
PTB46297.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066	PS50048	SSF57701	cd00067;cd12148	G3DSA:4.10.240.10	PF00172;PF04082	mobidb-lite	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB35734.1	IPR009939	GO:0016977	NA	NA	NA	NA	NA	PF07335	mobidb-lite	KEGG: 00520+3.2.1.132	NA	NA	NA	NA	NA	NA	NA
PTB42596.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB34906.1	IPR012338	NA	NA	NA	SSF56601	NA	G3DSA:3.40.710.10	PF00144	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35609.1	IPR013105	GO:0005515	SM00028	PS50005;PS50293	SSF48452	NA	G3DSA:1.25.40.10	PF07719	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36340.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB44662.1	IPR016031	NA	NA	NA	SSF51219	NA	G3DSA:3.60.160.10	PF01987	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38393.1	IPR005052	GO:0016020	NA	PS51328	SSF49899	cd06903	G3DSA:2.60.120.200	PF03388	mobidb-lite	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	Coil	NA	NA	NA	NA	NA
PTB39106.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB37342.1	IPR008942	GO:0005849;GO:0006369;GO:0006378;GO:0006379	SM00582	PS51391	SSF48464	cd16982	G3DSA:1.25.40.90	PF11526	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43272.1	IPR024368	NA	NA	NA	NA	NA	NA	PF12855	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46992.1	IPR005716	GO:0003735;GO:0006412;GO:0015935;GO:0003723	NA	NA	SSF47973	cd14867	G3DSA:1.10.455.10	PF00177	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00052	NA	NA	TIGR01028	PIRSF002122	NA	NA
PTB42729.1	IPR000873	GO:0003824	NA	NA	SSF52777;SSF56801;SSF47336	cd17653	G3DSA:3.30.559.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30;G3DSA:1.10.1200.10;G3DSA:3.30.559.30	PF00501;PF00668;PF00550	NA	Reactome: R-HSA-389661	PS00455	NA	NA	NA	NA	NA	NA
PTB47017.1	IPR016197	GO:0005634;GO:0006325;GO:0006355	NA	PS51640	SSF54160	cd18983	G3DSA:2.30.30.140;G3DSA:1.10.274.30	PF05712;PF11717	mobidb-lite	NA	NA	NA	NA	NA	PIRSF038133	NA	NA
PTB36463.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43078.1	IPR005606	GO:0005484;GO:0006890	NA	NA	NA	NA	NA	PF03908	mobidb-lite	Reactome: R-HSA-6811434	NA	Coil	NA	NA	NA	NA	NA
PTB45569.1	IPR001810	GO:0005515	SM00256	PS50181	SSF81383	NA	G3DSA:1.20.1280.50	PF00646	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41991.1	IPR023606	GO:0008410	NA	NA	SSF89796	NA	G3DSA:3.40.50.10540;G3DSA:3.30.1540.10	PF02515	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40500.1	IPR039553	NA	NA	NA	NA	NA	NA	PF13758;PF12927	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46769.1	IPR027477	GO:0016491;GO:0055114;GO:0016627;GO:0022900;GO:0050660;GO:0006099	NA	NA	SSF56425;SSF51905;SSF46977	NA	G3DSA:1.20.58.100;G3DSA:3.50.50.60;G3DSA:3.90.700.10;G3DSA:4.10.80.40	PF00890;PF02910	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	PS00504	NA	NA	TIGR01812;TIGR01816	PIRSF000171	NA	NA
PTB36533.1	IPR029044		NA	NA	SSF53448	NA	G3DSA:3.90.550.10	PF13632	NA	Reactome: R-HSA-913709	NA	NA	NA	NA	NA	NA	NA
PTB46042.1	IPR000322	GO:0004553;GO:0005975	NA	NA	SSF51445	cd14752	G3DSA:2.60.40.1760;G3DSA:2.60.40.4040	PF01055;PF13802	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45177.1	IPR001806	GO:0003924;GO:0005525;GO:0007264	SM00175;SM00174;SM00173	PS51420	SSF52540	NA	G3DSA:3.40.50.300	PF00071	NA	Reactome: R-HSA-194840	NA	NA	PR00449	TIGR00231	NA	NA	NA
PTB40019.1	IPR008253	GO:0016020	NA	NA	NA	NA	NA	PF01284	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46893.1	IPR004895	NA	NA	NA	NA	NA	NA	PF03208	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43640.1	IPR001650	GO:0003676;GO:0005524	SM00490;SM00487	PS51192;PS51194;PS51195	SSF52540	cd17954;cd18787	G3DSA:3.40.50.300	PF00270;PF00271	mobidb-lite	NA	PS00039	NA	NA	NA	NA	NA	NA
PTB37094.1	IPR022209		SM01083	NA	NA	NA	NA	PF12542;PF10197	mobidb-lite	Reactome: R-HSA-72163	NA	Coil	NA	NA	NA	NA	NA
PTB42166.1	IPR002293	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	G3DSA:1.20.1740.10	PF13520	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
PTB40305.1	IPR032466	GO:0019239;GO:0009168;GO:0000034;GO:0006146	NA	NA	SSF51556	NA	G3DSA:3.20.20.140	PF00962	NA	Reactome: R-HSA-74217	PS00485	NA	NA	TIGR01430	NA	NA	MF_01962
PTB35630.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44173.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB38826.1	IPR006694	GO:0005506;GO:0008610;GO:0016491;GO:0055114	NA	NA	NA	NA	NA	PF04116	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41068.1	IPR038716	GO:0003735;GO:0005840;GO:0006414	NA	NA	NA	cd05831	G3DSA:1.10.10.1410	PF00428	mobidb-lite	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	MF_01478
PTB36178.1	IPR016181	GO:0008080	NA	PS51186	SSF55729	cd04301	G3DSA:3.40.630.30	PF00583	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46602.1	IPR029058	NA	NA	NA	SSF53474	NA	NA	PF05277	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB39101.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066;SM00906	PS50048	SSF57701	cd12148;cd00067	G3DSA:4.10.240.10	PF00172;PF04082	NA	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB42790.1	IPR000560	GO:0016791	NA	NA	SSF53254	cd07061	G3DSA:3.40.50.1240	PF00328	NA	Reactome: R-HSA-1855231	PS00778;PS00616	NA	NA	NA	PIRSF000894	NA	NA
PTB36755.1	IPR031342	NA	NA	NA	NA	NA	NA	PF17119	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39001.1	IPR009571	GO:0005886	NA	NA	NA	NA	NA	PF06687	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39795.1	IPR003615	NA	NA	NA	NA	NA	NA	PF13391	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39307.1	IPR005835	GO:0009058;GO:0016779	NA	NA	SSF53448;SSF159283	cd02509	G3DSA:3.90.550.10	PF00483	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB42664.1	IPR001810	GO:0005515	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43699.1	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	NA	NA	SSF51395	cd04733	G3DSA:3.20.20.70	PF00724	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39596.1	IPR035979	GO:0003676	SM00360	PS50102	SSF54928	NA	G3DSA:3.30.70.330	PF00076	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44775.1	IPR007681		NA	PS51257	SSF55724	NA	G3DSA:3.40.1000.10	PF04603	NA	Reactome: R-HSA-5576892	NA	NA	NA	NA	NA	NA	NA
PTB41709.1	NA	NA	NA	NA	NA	cd14688	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB45996.1	IPR005481	GO:0005524;GO:0003989;GO:0006633;GO:0046872;GO:0016874	SM00878	PS50979;PS50980;PS50975;PS50989;PS50968	SSF52440;SSF51230;SSF52096;SSF51246;SSF56059	cd06850	G3DSA:2.40.460.10;G3DSA:3.90.226.10;G3DSA:3.40.50.12210;G3DSA:3.90.1770.10;G3DSA:2.40.50.100;G3DSA:3.30.470.20;G3DSA:3.30.1490.20	PF00289;PF00364;PF02786;PF08326;PF02785;PF01039	NA	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	PS00866;PS00867;PS00188	Coil	NA	NA	NA	NA	NA
PTB37622.1	IPR015889	GO:0005506;GO:0016702;GO:0055114;GO:0003824;GO:0006725;GO:0008199;GO:0009712;GO:0018576	NA	NA	SSF49482	cd03461	G3DSA:2.60.130.10	PF00775;PF04444	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44237.1	IPR012943	GO:0005815	NA	NA	NA	NA	NA	PF07989;PF12808	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB35543.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	SM00906	NA	NA	cd12148	NA	PF04082	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB40380.1	IPR036640	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	SM00382	PS50893;PS50929	SSF90123;SSF52540	cd18583	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PF00005;PF00664	NA	NA	PS00211	Coil	NA	NA	NA	NA	NA
PTB37328.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB34839.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066	PS50048	SSF57701	cd00067;cd12148	G3DSA:4.10.240.10	PF00172;PF04082	mobidb-lite	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB37766.1	IPR036420		NA	PS50172	SSF52113	cd17716	G3DSA:3.40.50.10190	PF16496	mobidb-lite	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	NA	NA	NA	NA	NA	NA	NA
PTB41344.1	IPR018200	GO:0006511;GO:0036459;GO:0016579	NA	PS50235	SSF54001	cd02659	G3DSA:3.90.70.10	PF12030;PF00443	mobidb-lite	NA	PS00973	NA	NA	NA	NA	NA	NA
PTB36853.1	IPR013112	GO:0016491;GO:0055114	NA	PS51384	SSF52343	cd06186	G3DSA:3.40.50.80	PF08022;PF01794;PF08030	mobidb-lite	NA	NA	NA	NA	NA	NA	SFLDS00052;SFLDG01168	NA
PTB44935.1	IPR029016	GO:0000160;GO:0000155;GO:0007165;GO:0016310;GO:0016772	SM00448;SM00388;SM00387	PS50110;PS50109	SSF55874;SSF47384;SSF55781;SSF52172	cd00156;cd00082;cd16922	G3DSA:1.10.287.130;G3DSA:3.30.450.40;G3DSA:3.40.50.2300;G3DSA:3.30.565.10	PF02518;PF00512;PF00072	mobidb-lite	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	NA	PR00344	NA	NA	NA	NA
PTB37729.1	IPR002347	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	NA	NA	PS00061	NA	PR00080;PR00081	NA	NA	NA	NA
PTB41405.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42371.1	IPR036640	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	SM00382	PS50929;PS50893	SSF90123;SSF52540	cd03250;cd18604;cd18596;cd03244	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	PF00005;PF00664	mobidb-lite	NA	PS00211	Coil	NA	NA	NA	NA	NA
PTB39557.1	IPR021665	GO:0016592	NA	NA	NA	NA	NA	PF11635	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA
PTB40394.1	IPR036322	GO:0005515	SM00320	PS50837;PS50294;PS50082	SSF50978;SSF52540	NA	G3DSA:3.40.50.300;G3DSA:2.130.10.10	PF05729;PF00400	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39649.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB35676.1	IPR027417	GO:0005515	SM00248	PS50297;PS50088	SSF52540;SSF48403	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.300	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB40085.1	IPR004837	GO:0016021;GO:0055085	NA	NA	NA	NA	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	PF01699	NA	Reactome: R-HSA-425561	NA	NA	NA	NA	NA	NA	NA
PTB36745.1	IPR005024	GO:0007034	NA	NA	NA	NA	NA	PF03357	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB41058.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42252.1	IPR013957	GO:0008380	NA	NA	NA	NA	NA	PF08648	mobidb-lite	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA
PTB43584.1	IPR005225	GO:0005525;GO:0007264;GO:0003924	SM00173;SM00174;SM00175;SM00176	PS51420	SSF52540	NA	G3DSA:3.40.50.300	PF00071	NA	Reactome: R-HSA-194840	NA	NA	PR00449	TIGR00231	NA	NA	NA
PTB36279.1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	NA	PS50850	SSF103473	cd17356	G3DSA:1.20.1250.20	PF00083	mobidb-lite	Reactome: R-HSA-189200	PS00217	NA	PR00171	TIGR00879	NA	NA	NA
PTB40360.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB47205.1	IPR038273	GO:0031262;GO:0051315	NA	NA	NA	NA	G3DSA:1.10.418.30	PF03801	mobidb-lite	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	Coil	NA	NA	NA	NA	NA
PTB46104.1	IPR036188	GO:0016491;GO:0055114	NA	NA	SSF51905	NA	G3DSA:3.50.50.100	PF07992	NA	NA	NA	NA	PR00368	NA	NA	NA	NA
PTB41069.1	IPR001012	GO:0005515;GO:0003676	SM00166	PS50157;PS50033	SSF54236;SSF46934	cd01772	G3DSA:1.10.8.10;G3DSA:3.10.20.90	PF00789	mobidb-lite	NA	PS00028	Coil	NA	NA	NA	NA	NA
PTB45960.1	IPR036188	GO:0016491;GO:0055114;GO:0045454;GO:0009055;GO:0050660	NA	NA	SSF51905;SSF55424	NA	G3DSA:3.50.50.60;G3DSA:3.30.390.30	PF07992;PF02852	NA	NA	NA	NA	PR00411;PR00368	NA	PIRSF000350	NA	NA
PTB40761.1	IPR010414	NA	NA	NA	SSF50405	NA	G3DSA:2.80.10.50	PF06229	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB37771.1	IPR022031		NA	NA	NA	NA	NA	PF12231	mobidb-lite	Reactome: R-HSA-5693571	NA	Coil	NA	NA	NA	NA	NA
PTB37107.1	IPR029063	NA	NA	NA	SSF53335	cd02440	G3DSA:3.40.50.150	PF13489	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB44649.1	IPR017998	GO:0005524;GO:0006457;GO:0051082	NA	NA	SSF48592;SSF52029;SSF54849	cd03342	G3DSA:1.10.560.10;G3DSA:3.50.7.10	PF00118	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PS00751;PS00750	NA	PR00304	TIGR02347	NA	NA	NA
PTB36375.1	IPR036291	GO:0051287;GO:0055114;GO:0016616	NA	NA	SSF51735;SSF52283	cd12163	G3DSA:3.40.50.720	PF02826;PF00389	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB34912.1	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	NA	PS50850	SSF103473	cd17356	G3DSA:1.20.1250.20	PF00083	mobidb-lite	Reactome: R-HSA-189200	PS00217	NA	NA	TIGR00879	NA	NA	NA
PTB37310.1	IPR001806	GO:0003924;GO:0005525;GO:0007264	SM00176;SM00174;SM00175;SM00173	PS51420	SSF52540	cd01870	G3DSA:3.40.50.300	PF00071	NA	Reactome: R-HSA-194840	NA	NA	PR00449	TIGR00231	NA	NA	NA
PTB43943.1	IPR029045	GO:0016874	NA	PS50989;PS50980	SSF52096	NA	G3DSA:3.90.226.10	PF01039	mobidb-lite	MetaCyc: PWY-4381|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6722|Reactome: R-HSA-196780	NA	NA	NA	NA	NA	NA	NA
PTB44086.1	IPR000061	GO:0003723;GO:0006396	NA	PS51391	SSF109905	NA	NA	PF01805	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB35870.1	IPR002293	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	G3DSA:1.20.1740.10	PF00324	mobidb-lite	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
