Gene	MobiDBLite	interpro	SMART	GO	PRINTS	Gene3D	CDD	ProSitePatterns	ProSiteProfiles	SUPERFAMILY	Pfam	Coils	PIRSF	PATHWAY	Hamap	TIGRFAM	SFLD
EGR44076.1	NA	IPR010987	NA	GO:0005515;GO:0004364	NA	G3DSA:1.20.1050.10;G3DSA:3.40.30.130	cd03190	NA	PS50405;PS50404	SSF47616;SSF52833	PF13409;PF13410	NA	PIRSF015753	NA	NA	NA	NA
EGR49365.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49881.1	NA	IPR033121	NA	NA	NA	G3DSA:2.40.70.10	cd05471	NA	PS51767	SSF50630	PF00026	NA	NA	NA	NA	NA	NA
EGR44114.1	mobidb-lite	IPR001374	SM00393;SM00438	GO:0003676;GO:0003700;GO:0005634;GO:0006355;GO:0008270	NA	G3DSA:3.30.1370.50	cd06008	PS01359	PS51061	SSF82708	PF01424	NA	NA	NA	NA	NA	NA
EGR46668.1	NA	IPR005804	NA	GO:0006629	NA	NA	NA	NA	NA	NA	PF00487	NA	NA	NA	NA	NA	NA
EGR44597.1	NA	IPR013830	NA	NA	NA	G3DSA:3.40.50.1110	NA	NA	NA	SSF69318;SSF52266	PF13472;PF13517	NA	NA	NA	NA	NA	NA
EGR48616.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46132.1	NA	IPR001680	SM00320	GO:0005515	NA	G3DSA:2.130.10.10	NA	NA	PS50082;PS50294	SSF50978	PF00400	NA	NA	NA	NA	NA	NA
EGR47775.1	NA	IPR008011	NA	NA	NA	NA	NA	NA	NA	NA	PF05347	NA	NA	NA	NA	NA	NA
EGR50966.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47852.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF13917	Coil	NA	NA	NA	NA	NA
EGR45405.1	NA	IPR001509	NA	GO:0003824;GO:0050662	NA	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	PF01370	Coil	NA	NA	NA	NA	NA
EGR52454.1	NA	IPR002885	NA	GO:0005515	NA	G3DSA:1.25.40.10	NA	NA	PS51375	NA	PF13812;PF13041	NA	NA	NA	NA	TIGR00756	NA
EGR45077.1	mobidb-lite	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44438.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51896.1	NA	IPR000182	NA	GO:0008080	NA	G3DSA:3.40.630.30	cd04301	NA	PS51186	SSF55729	PF00583	NA	NA	NA	NA	NA	NA
EGR46333.1	NA	IPR002401	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PR00463	G3DSA:1.10.630.10	NA	NA	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA
EGR51327.1	NA	IPR013149	SM00829	GO:0055114;GO:0016491	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	SSF50129;SSF51735	PF00107;PF08240	NA	NA	NA	NA	NA	NA
EGR49957.1	NA	IPR001138	SM00066	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	G3DSA:4.10.240.10	cd12148;cd00067	PS00463	PS51257;PS50048	SSF57701	PF00172	NA	NA	NA	NA	NA	NA
EGR50564.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49228.1	NA	IPR006694	NA	GO:0005506;GO:0008610;GO:0016491;GO:0055114	NA	NA	NA	NA	NA	NA	PF04116	NA	NA	NA	NA	NA	NA
EGR47350.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51248.1	NA	IPR036259	NA	NA	NA	G3DSA:1.20.1250.20	cd17313	NA	NA	SSF103473	PF13347	Coil	NA	NA	NA	NA	NA
EGR45411.1	NA	IPR029063	NA	NA	NA	G3DSA:3.40.50.150	cd02440	NA	NA	SSF53335	PF02353	NA	NA	NA	NA	NA	NA
EGR47272.1	mobidb-lite	IPR042097	NA	NA	NA	G3DSA:1.10.390.60	cd09839	NA	NA	SSF63737;SSF55486	NA	Coil	NA	NA	NA	NA	NA
EGR52496.1	mobidb-lite	IPR000504	SM00360	GO:0003676	NA	G3DSA:3.30.70.330	cd12307	NA	PS50102	SSF54928	PF00076	NA	NA	NA	NA	NA	NA
EGR44665.1	NA	IPR008322	NA	NA	NA	G3DSA:3.40.50.12030;G3DSA:3.40.50.12020	cd15488	NA	NA	NA	PF06792	NA	PIRSF033271	NA	NA	NA	NA
EGR47342.1	NA	IPR037282	NA	GO:0008290;GO:0051016	PR00191	G3DSA:2.40.160.80;G3DSA:1.20.1290.20	NA	PS00748;PS00749	NA	SSF90096	PF01267	NA	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-3371497|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436	NA	NA	NA
EGR45396.1	mobidb-lite	IPR001401	SM00053	GO:0003924;GO:0005525	PR00195	G3DSA:3.40.50.300	cd08771	NA	PS51388;PS51718	SSF52540	PF02212;PF01031;PF00350	Coil	NA	NA	NA	NA	NA
EGR46099.1	mobidb-lite	IPR025124	NA	NA	NA	NA	NA	NA	NA	NA	PF13259	NA	NA	NA	NA	NA	NA
EGR50900.1	mobidb-lite	IPR014001	SM00487;SM00490	GO:0005524	NA	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	cd18007;cd18793	NA	PS51192;PS51194	SSF52540	PF00271;PF00176	Coil	NA	NA	NA	NA	NA
EGR52650.1	NA	IPR006096	SM00839	GO:0006520;GO:0016491;GO:0055114;GO:0016639	PR00082	G3DSA:1.10.285.10;G3DSA:3.40.50.10860;G3DSA:3.40.50.720	cd05313	PS00074	NA	SSF53223;SSF51735	PF00208;PF02812	NA	PIRSF000185	Reactome: R-HSA-2151201|Reactome: R-HSA-8964539	NA	NA	NA
EGR48422.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48951.1	NA	IPR033121	NA	GO:0004190;GO:0006508	PR00792	G3DSA:2.40.70.10	NA	PS00141	PS51767	SSF50630	PF00026	NA	NA	NA	NA	NA	NA
EGR45276.1	NA	IPR018618	NA	NA	NA	NA	NA	NA	NA	NA	PF09783	NA	NA	NA	NA	NA	NA
EGR44153.1	mobidb-lite	IPR001789	SM00387;SM00388;SM00448	GO:0000160;GO:0016310;GO:0016772;GO:0000155;GO:0007165	PR00344	G3DSA:3.40.50.2300;G3DSA:1.10.287.130	cd00156;cd16922;cd00082	NA	PS50110;PS50109	SSF55874;SSF52172;SSF47384	PF00072;PF02518;PF00512	Coil	NA	Reactome: R-HSA-70895	NA	NA	NA
EGR46848.1	mobidb-lite	IPR011598	NA	GO:0046983	NA	G3DSA:4.10.280.10	cd00083	NA	PS50888	SSF47459	PF00010	Coil	NA	NA	NA	NA	NA
EGR52309.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR48109.1	mobidb-lite	IPR006534	SM00831	GO:0008553;GO:0016021;GO:0120029;GO:0000166	PR00120;PR00119	G3DSA:1.20.1110.10;G3DSA:3.40.1110.10;G3DSA:2.60.120.1500;G3DSA:3.40.50.1000	cd02076	PS00154	NA	SSF81653;SSF81665;SSF56784	PF00702;PF00122;PF00690	NA	NA	KEGG: 00190+7.1.2.1	NA	TIGR01647;TIGR01494	SFLDF00027;SFLDG00002
EGR48798.1	mobidb-lite	IPR029063	NA	NA	NA	G3DSA:3.40.50.150	cd02440	NA	NA	SSF53335	PF13489	NA	NA	NA	NA	NA	NA
EGR51031.1	NA	IPR036908	NA	NA	NA	G3DSA:2.40.40.10	NA	NA	NA	SSF50685	NA	NA	NA	NA	NA	NA	NA
EGR52583.1	mobidb-lite	IPR002656	NA	GO:0016747	NA	NA	NA	NA	NA	NA	PF01757	NA	NA	NA	NA	NA	NA
EGR52142.1	mobidb-lite	IPR022812	SM00053;SM00302	GO:0003924;GO:0005525	PR00195	G3DSA:1.20.120.1240;G3DSA:3.40.50.300	cd08771	PS00410	PS51388;PS51718	SSF52540	PF00350;PF01031;PF02212	NA	NA	NA	NA	NA	NA
EGR45353.1	NA	IPR004304	NA	GO:0016811	NA	G3DSA:2.60.120.580	NA	NA	NA	SSF141130	PF03069	NA	NA	NA	NA	NA	NA
EGR47811.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49657.1	NA	IPR029044	NA	NA	NA	G3DSA:3.90.550.10	cd06421	NA	NA	SSF53448	PF13641	NA	NA	NA	NA	NA	NA
EGR48216.1	NA	IPR017850	NA	GO:0003824;GO:0008484	NA	G3DSA:3.40.720.10	cd16032	PS00149	NA	SSF53649	PF00884;PF12411	NA	NA	NA	NA	TIGR03417	NA
EGR50809.1	mobidb-lite	IPR035719	SM00326;SM00102	GO:0005515;GO:0003779	PR00452	G3DSA:3.40.20.10;G3DSA:2.30.30.40	cd11962;cd11961;cd11281	NA	PS50002;PS51263	SSF55753;SSF50044	PF00241;PF14604	NA	NA	NA	NA	NA	NA
EGR44141.1	NA	IPR024074	NA	GO:0004055;GO:0005524;GO:0006526	NA	G3DSA:3.90.1260.10;G3DSA:3.40.50.620	cd01999	PS00564;PS00565	NA	SSF52402;SSF69864	PF00764	NA	NA	KEGG: 00220+6.3.4.5|KEGG: 00250+6.3.4.5|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-7400|Reactome: R-HSA-70635	MF_00005	TIGR00032	NA
EGR45452.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PS51808	NA	NA	NA	NA	NA	NA	NA	NA
EGR52103.1	mobidb-lite	IPR019038	NA	GO:0003887;GO:0005634;GO:0006260;GO:0043625	NA	G3DSA:1.10.10.1300	NA	NA	NA	NA	PF09507	Coil	NA	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA
EGR45233.1	NA	IPR023213	SM01294;SM00823;SM00825;SM00827	GO:0003824;GO:0031177;GO:0016740	NA	G3DSA:3.30.559.10;G3DSA:3.40.50.720;G3DSA:3.30.559.30;G3DSA:3.40.50.12780;G3DSA:3.30.300.30;G3DSA:3.40.47.10;G3DSA:3.30.70.3050;G3DSA:1.10.1200.10;G3DSA:3.40.366.10	cd05918;cd05938	PS00012;PS00455	PS50075	SSF52777;SSF47336;SSF53901;SSF56801;SSF55048;SSF52151;SSF51735	PF00668;PF00550;PF00698;PF00109;PF07993;PF00501	Coil	NA	Reactome: R-HSA-389661	NA	TIGR01733;TIGR01746	NA
EGR46584.1	NA	IPR035921	NA	GO:0015078;GO:0033179;GO:1902600;GO:0033177	PR00122	G3DSA:1.20.120.610	cd18176;cd18175	NA	NA	SSF81333	PF00137	NA	NA	Reactome: R-HSA-1222556|Reactome: R-HSA-6798695|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	NA	TIGR01100	NA
EGR49107.1	mobidb-lite	IPR019180	NA	NA	NA	NA	NA	NA	NA	NA	PF09791	Coil	NA	NA	NA	NA	NA
EGR49529.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44404.1	mobidb-lite	IPR007751	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	PF05057	Coil	NA	NA	NA	NA	NA
EGR46691.1	mobidb-lite	IPR036388	SM00325;SM00049;SM00036	GO:0005085;GO:0035556	NA	G3DSA:1.10.10.10;G3DSA:1.20.900.10;G3DSA:2.30.29.30	cd00160;cd04435	NA	PS50010;PS50186;PS50219	SSF50729;SSF48065;SSF46785	PF00621;PF00780;PF15405;PF00610	NA	NA	NA	NA	NA	NA
EGR48982.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44744.1	NA	IPR036188	NA	GO:0071949	PR00420	G3DSA:3.50.50.60;G3DSA:3.40.30.20;G3DSA:3.30.9.10	cd02979	NA	NA	SSF52833;SSF51905;SSF54373	PF07976;PF01494	NA	NA	NA	NA	NA	NA
EGR50782.1	mobidb-lite	IPR000727	SM00397	NA	NA	G3DSA:1.20.5.110	cd15886	NA	PS50192	SSF58038	NA	Coil	NA	NA	NA	NA	NA
EGR51412.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48074.1	mobidb-lite	IPR013234	NA	GO:0006506	NA	G3DSA:3.40.50.2000	cd03796	NA	NA	SSF53756	PF08288;PF00534	NA	NA	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	NA
EGR50112.1	NA	IPR036396	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	PR00465	G3DSA:1.10.630.10	NA	NA	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA
EGR49948.1	mobidb-lite	IPR036869	SM00271		NA	G3DSA:1.10.287.110;G3DSA:1.10.8.840	cd06257	PS00636	PS50076	SSF46565	PF16717;PF00226	Coil	NA	Reactome: R-HSA-3371453	NA	NA	NA
EGR50130.1	NA	IPR015424	NA	GO:0003824	NA	G3DSA:3.40.640.10	NA	NA	NA	SSF53383	PF00266	NA	NA	NA	NA	NA	NA
EGR50884.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46742.1	NA	IPR017972	NA	GO:0016705;GO:0055114;GO:0004497;GO:0005506;GO:0020037	PR00465	G3DSA:1.10.630.10	NA	PS00086	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA
EGR46769.1	NA	IPR001424	NA	GO:0006801;GO:0046872	NA	G3DSA:2.60.40.200	NA	NA	NA	SSF49329	PF00080	NA	NA	MetaCyc: PWY-6854|Reactome: R-HSA-3299685	NA	NA	NA
EGR50227.1	mobidb-lite	IPR012724	SM00271	GO:0005524;GO:0006457;GO:0009408;GO:0051082;GO:0031072	PR00625	G3DSA:2.60.260.20;G3DSA:2.10.230.10;G3DSA:1.10.287.110	cd10719;cd06257;cd10747	PS00636	PS51188;PS50076	SSF46565;SSF49493;SSF57938	PF00226;PF00684;PF01556	NA	NA	NA	MF_01152	NA	NA
EGR49262.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50101.1	mobidb-lite	IPR022057	NA	NA	NA	NA	NA	NA	NA	NA	PF12271	NA	NA	NA	NA	NA	NA
EGR50230.1	mobidb-lite	IPR027417	SM00487	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300;G3DSA:1.10.3380.30;G3DSA:1.10.150.20	cd18795;cd18026	NA	PS51194;PS51192	SSF52540;SSF158702	PF00270	NA	NA	NA	NA	NA	NA
EGR50967.1	NA	IPR022636	NA	GO:0004478;GO:0006556;GO:0005524	NA	G3DSA:3.30.300.10	cd18079	PS00377;PS00376	NA	SSF55973	PF02772;PF00438;PF02773	NA	PIRSF000497	KEGG: 00270+2.5.1.6|MetaCyc: PWY-5041|MetaCyc: PWY-5912|Reactome: R-HSA-156581	MF_00086	TIGR01034	NA
EGR50018.1	mobidb-lite	IPR001012	SM00594;SM00166	GO:0005515	NA	G3DSA:3.10.20.90;G3DSA:1.10.8.10;G3DSA:3.40.30.10	cd01767	NA	PS50033	SSF54236;SSF46934;SSF52833	PF00789;PF14555	Coil	NA	NA	NA	NA	NA
EGR46137.1	NA	IPR029752	NA	GO:0016616;GO:0051287;GO:0055114	NA	G3DSA:3.40.50.720	cd12168	PS00065;PS00671	NA	SSF52283;SSF51735	PF00389;PF02826	NA	NA	NA	NA	NA	NA
EGR52446.1	mobidb-lite	IPR012348	NA	GO:0016491;GO:0055114;GO:0009263	NA	G3DSA:1.10.620.20	cd01049	PS00368	NA	SSF47240	PF00268	NA	PIRSF000355	Reactome: R-HSA-499943	NA	NA	NA
EGR44995.1	mobidb-lite	IPR018269	NA	GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0003676	NA	G3DSA:1.10.8.50;G3DSA:4.10.910.10	NA	PS00646	PS50159	SSF46946	PF00416	NA	PIRSF002134	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA
EGR45874.1	NA	IPR013878	NA		NA	G3DSA:1.25.10.10	NA	NA	NA	SSF48371	PF08569	NA	NA	Reactome: R-HSA-380972	NA	NA	NA
EGR49258.1	NA	IPR009038	SM01190	NA	NA	NA	NA	NA	PS50866	SSF101576	PF01105	NA	NA	NA	NA	NA	NA
EGR49079.1	mobidb-lite	IPR016271	NA	GO:0008654;GO:0016020;GO:0016780	NA	G3DSA:1.20.120.1760	NA	PS00379	NA	NA	PF01066	NA	PIRSF000852	KEGG: 00260+2.7.8.8|KEGG: 00564+2.7.8.8|MetaCyc: PWY-5669	NA	TIGR00473	NA
EGR49832.1	mobidb-lite	IPR001138	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51863.1	mobidb-lite	IPR013087	NA	GO:0003676	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50617.1	NA	IPR000719	SM00220	GO:0004672;GO:0005524;GO:0006468;GO:0004674	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	cd00180	PS00109	PS50011	SSF56112	PF00069	NA	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6782315|Reactome: R-HSA-6804756	NA	TIGR03724	NA
EGR51890.1	mobidb-lite	IPR041470	NA	GO:0043015	NA	G3DSA:1.20.120.1900	NA	NA	NA	NA	PF17681;PF04130	NA	NA	Reactome: R-HSA-380270|Reactome: R-HSA-380320	NA	NA	NA
EGR46025.1	mobidb-lite	IPR007109	SM00879	NA	NA	NA	NA	NA	PS50833	SSF52954	PF04427	NA	NA	NA	NA	NA	NA
EGR50293.1	NA	IPR001279	SM00849	NA	NA	G3DSA:3.60.15.10	cd07724	NA	NA	SSF56281	PF00753	NA	NA	NA	NA	NA	NA
EGR45827.1	mobidb-lite	IPR001680	SM00320	GO:0005515	NA	G3DSA:2.130.10.10	NA	NA	PS50082;PS50294	SSF50978	PF00400;PF12341	NA	NA	NA	NA	NA	NA
EGR50720.1	mobidb-lite	IPR011993	SM00233	NA	NA	G3DSA:2.30.29.30	NA	NA	PS50003	SSF50729	PF00169	NA	NA	NA	NA	NA	NA
EGR48660.1	mobidb-lite	IPR018102	NA	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:3.30.420.80	NA	PS00054	NA	SSF53137	PF00411	NA	PIRSF002131	NA	MF_01310	NA	NA
EGR49624.1	mobidb-lite	IPR019734	SM00028	GO:0005515	NA	NA	NA	NA	PS50293;PS50005	SSF48452	PF13432;PF13181;PF12895	Coil	NA	NA	NA	NA	NA
EGR47847.1	NA	IPR004136	NA	GO:0018580;GO:0055114;GO:0003824	NA	G3DSA:3.20.20.70	cd04730	NA	NA	SSF51412	PF03060	NA	NA	NA	NA	NA	NA
EGR48605.1	mobidb-lite	IPR033127	NA	GO:0016925;GO:0019948;GO:0008641	NA	G3DSA:3.10.290.20;G3DSA:3.40.50.720;G3DSA:1.10.10.520	cd01489	PS00865	NA	SSF69572	PF14732;PF00899;PF10585	NA	PIRSF039133	Reactome: R-HSA-3065676|Reactome: R-HSA-3065678	NA	NA	NA
EGR44358.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51447.1	NA	IPR039899	NA		NA	NA	cd15853	NA	NA	SSF58038	NA	NA	NA	Reactome: R-HSA-6807878	NA	NA	NA
EGR52724.1	mobidb-lite	IPR020103	NA	GO:0001522;GO:0003723;GO:0009451;GO:0009982	NA	G3DSA:3.30.2350.20	cd01291;cd02576	NA	PS50984	SSF55120	PF01142	NA	PIRSF037016	NA	NA	TIGR00094	NA
EGR47070.1	mobidb-lite	IPR021709	NA	NA	NA	NA	NA	NA	NA	NA	PF11696	NA	NA	NA	NA	NA	NA
EGR47454.1	mobidb-lite	IPR013083	SM00757;SM00668;SM00184	GO:0005515	NA	G3DSA:3.30.40.10	cd16652	NA	PS50897;PS50896;PS51867	SSF57850	PF10607;PF13445	NA	NA	NA	NA	NA	NA
EGR52099.1	NA	IPR038532	NA	GO:0016651;GO:0022900	NA	G3DSA:3.30.160.190	NA	NA	NA	NA	PF04800	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA
EGR47916.1	mobidb-lite	IPR007557	NA	NA	NA	NA	NA	NA	PS51411	NA	PF04468	NA	NA	NA	NA	NA	NA
EGR47870.1	NA	IPR003594	SM00387	GO:0016310;GO:0016772	PR00344	G3DSA:1.20.140.20	cd16929	NA	PS50109	SSF69012;SSF55874	PF02518;PF10436	NA	NA	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	NA	NA
EGR51413.1	mobidb-lite	IPR019357	NA		NA	G3DSA:1.20.5.170	NA	NA	NA	NA	PF10224	Coil	NA	Reactome: R-HSA-6811440	NA	NA	NA
EGR47053.1	NA	IPR011657	NA		NA	NA	NA	NA	NA	NA	PF07662;PF01773	NA	NA	Reactome: R-HSA-83936	NA	NA	NA
EGR49808.1	mobidb-lite	IPR041677	NA	NA	NA	G3DSA:3.40.50.300	cd18808;cd18042	NA	NA	SSF52540	PF13086;PF13087;PF12726	Coil	NA	NA	NA	NA	NA
EGR45428.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49592.1	NA	IPR012334	NA	NA	NA	G3DSA:2.160.20.10	NA	NA	NA	SSF51126	PF12708	NA	NA	NA	NA	NA	NA
EGR45694.1	mobidb-lite	IPR017927	NA	GO:0016491;GO:0055114	NA	NA	cd06186	NA	PS51384	SSF63380	PF08022;PF08030;PF01794	NA	NA	NA	NA	NA	SFLDS00052;SFLDG01168
EGR52438.1	NA	IPR007568	NA	GO:0016021	NA	NA	NA	NA	NA	NA	PF04479	NA	NA	NA	NA	NA	NA
EGR44301.1	mobidb-lite	IPR036570	NA	NA	NA	G3DSA:3.30.900.10	NA	NA	PS50815	SSF56019	PF02301	NA	NA	NA	NA	NA	NA
EGR44617.1	NA	IPR037401	NA	NA	NA	G3DSA:3.10.450.50	NA	NA	NA	SSF54427	PF12680	NA	NA	NA	NA	NA	NA
EGR48468.1	mobidb-lite	IPR003439	SM00382	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	cd18578;cd18577	PS00211	PS50893;PS50929	SSF52540;SSF90123	PF00664;PF00005	NA	NA	NA	NA	NA	NA
EGR49422.1	mobidb-lite	IPR036938	SM00014	NA	NA	G3DSA:1.20.144.10	cd03390	NA	NA	SSF48317	PF01569	NA	NA	NA	NA	NA	NA
EGR48867.1	mobidb-lite	IPR013718	NA	GO:0006744;GO:0008289	NA	G3DSA:1.10.357.10	NA	NA	NA	NA	PF08511	NA	NA	Reactome: R-HSA-2142789	NA	TIGR02396	NA
EGR47199.1	NA	IPR007234	NA		NA	NA	NA	NA	NA	NA	PF04100	Coil	NA	Reactome: R-HSA-6811440	NA	NA	NA
EGR47508.1	mobidb-lite	IPR032630	NA	GO:0000166;GO:0016021;GO:0000287;GO:0005524;GO:0015914;GO:0140326	PR00119	G3DSA:3.40.1110.10;G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:1.20.1110.10	cd02073	PS00154	NA	SSF56784;SSF81665;SSF81660;SSF81653	PF16212;PF16209;PF13246	Coil	NA	Reactome: R-HSA-936837	NA	TIGR01494;TIGR01652	SFLDG00002;SFLDF00027
EGR47210.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR45832.1	mobidb-lite	IPR004600	NA	GO:0000439;GO:0006289;GO:0006355	NA	G3DSA:3.40.50.410	NA	NA	NA	NA	PF03850	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075	NA	NA	NA
EGR52282.1	mobidb-lite	IPR019787	SM00249	NA	NA	G3DSA:2.30.30.1150;G3DSA:3.30.40.10	cd15535;cd15534	PS01359	PS50016	SSF57903	PF00628	NA	NA	NA	NA	NA	NA
EGR45830.1	mobidb-lite	IPR031814	NA	GO:0004377	NA	G3DSA:3.40.50.2000	cd03806	NA	NA	SSF53756	PF15924;PF00534	NA	NA	KEGG: 00510+2.4.1.131|KEGG: 00513+2.4.1.131|Reactome: R-HSA-446193|Reactome: R-HSA-4551295	NA	NA	NA
EGR47388.1	mobidb-lite	IPR004813	NA	GO:0055085	NA	NA	NA	NA	NA	NA	PF03169	NA	NA	NA	NA	TIGR00728	NA
EGR45117.1	mobidb-lite	IPR036898	NA		NA	G3DSA:3.30.1490.120;G3DSA:2.40.50.1060	NA	NA	NA	NA	PF17875	NA	NA	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863	NA	NA	NA
EGR45501.1	NA	IPR029063	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	SSF53335	PF04672	NA	PIRSF017393	NA	NA	NA	NA
EGR48513.1	NA	IPR019388	NA	GO:0005789;GO:0019915	NA	NA	NA	NA	NA	NA	PF10261	NA	NA	Reactome: R-HSA-8964572	NA	NA	NA
