Gene	interpro	GO	Pfam	SUPERFAMILY	Gene3D	ProSitePatterns	MobiDBLite	ProSiteProfiles	Coils	PRINTS	PATHWAY	CDD	Hamap	SMART	TIGRFAM	PIRSF	SFLD
RFU81729.1	IPR035553	GO:0005515	PF07653;PF01841	SSF54001;SSF50044	G3DSA:3.10.620.30;G3DSA:2.30.30.40	NA	mobidb-lite	PS50002	NA	NA	NA	cd11889	NA	SM00460;SM00326	NA	NA	NA
RFU79590.1	IPR036812	GO:0016491;GO:0055114	PF00248	SSF51430	G3DSA:3.20.20.100	PS00798	NA	NA	NA	PR00069	NA	cd06660	NA	NA	NA	NA	NA
RFU72151.1	IPR013616	GO:0004100;GO:0006031	PF08407;PF01644	NA	NA	NA	mobidb-lite	NA	NA	NA	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	NA	NA	NA	NA	NA
RFU76517.1	IPR000571	GO:0046872	PF18044	SSF90229	G3DSA:4.10.1000.10	NA	mobidb-lite	PS50103	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU77590.1	IPR019775	GO:0005515	PF00400	SSF50978	G3DSA:2.130.10.10	PS00678	NA	PS50082;PS50294	NA	PR00320	NA	cd00200	NA	SM00320	NA	NA	NA
RFU72810.1	IPR021858	NA	PF11951	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74736.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77503.1	IPR036282	NA	NA	SSF47616	G3DSA:1.20.1050.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72372.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76479.1	IPR015421	GO:0003824;GO:0016831;GO:0019752;GO:0030170	PF00282	SSF53383	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PS00392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76718.1	IPR006716	NA	PF04622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77242.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75510.1	IPR028217	NA	PF14615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75944.1	IPR035959		PF01042	SSF55298	G3DSA:3.30.1330.40	NA	NA	NA	NA	NA	Reactome: R-HSA-8849175	cd00448	NA	NA	NA	NA	NA
RFU72883.1	IPR036291	GO:0003824;GO:0050662	PF01370	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	cd05227	NA	NA	NA	NA	NA
RFU78075.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72519.1	IPR036610	NA	NA	SSF49777	G3DSA:3.90.280.10	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU76185.1	IPR004856	GO:0005789;GO:0016758	PF03155	NA	NA	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-446193	NA	NA	NA	NA	NA	NA
RFU75206.1	IPR008030		PF05368	SSF51735	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA
RFU79653.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81093.1	IPR011598	GO:0046983	PF00010	SSF47459	G3DSA:4.10.280.10	NA	mobidb-lite	PS50888	Coil	NA	NA	cd00083;cd17515	NA	NA	NA	NA	NA
RFU74332.1	IPR009939	GO:0016977	PF07335	NA	NA	NA	NA	NA	NA	NA	KEGG: 00520+3.2.1.132	NA	NA	NA	NA	NA	NA
RFU76415.1	IPR015943	GO:0005515	PF00400	SSF50978	G3DSA:2.130.10.10	PS00678	NA	PS50294;PS50082	NA	NA	NA	NA	NA	SM00320	NA	NA	NA
RFU73698.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	SSF57701	G3DSA:4.10.240.10	PS00463	mobidb-lite	PS50048	NA	NA	NA	cd00067	NA	SM00066	NA	NA	NA
RFU81786.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73329.1	IPR001474	GO:0003934;GO:0046654	PF01227	SSF55620	G3DSA:3.30.1130.10;G3DSA:1.10.286.10	PS00860;PS00859	mobidb-lite	NA	NA	NA	KEGG: 00790+3.5.4.16|MetaCyc: PWY-5663|MetaCyc: PWY-5664|MetaCyc: PWY-6147|MetaCyc: PWY-6703|MetaCyc: PWY-6983|MetaCyc: PWY-7442|MetaCyc: PWY-7852|Reactome: R-HSA-1474151	cd00642	MF_00223	NA	TIGR00063	NA	NA
RFU78483.1	IPR016900	GO:0004583;GO:0006488	PF04922	NA	NA	NA	NA	NA	NA	NA	KEGG: 00510+2.4.1.256|Reactome: R-HSA-446193	NA	NA	NA	NA	NA	NA
RFU78603.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79985.1	IPR005615	GO:0004363;GO:0005524;GO:0006750;GO:0016874	PF03199;PF03917	SSF56059;SSF52440	G3DSA:3.30.1490.50;G3DSA:3.40.50.1760;G3DSA:1.10.1080.10;G3DSA:3.30.1490.80;G3DSA:3.30.470.20	NA	NA	NA	NA	NA	KEGG: 00270+6.3.2.3|KEGG: 00480+6.3.2.3|MetaCyc: PWY-8043|Reactome: R-HSA-174403|Reactome: R-HSA-5579006	NA	NA	NA	TIGR01986	PIRSF001558	NA
RFU74473.1	IPR031837	NA	PF16804	NA	G3DSA:1.25.40.750	NA	NA	NA	Coil	NA	NA	cd11743	NA	NA	NA	NA	NA
RFU74826.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73070.1	IPR001310	NA	PF01230;PF16278	SSF54197	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76348.1	IPR016024	NA	PF04078	SSF48371	G3DSA:1.25.10.10	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU79750.1	IPR011990	GO:0005515	PF13432	SSF48452	G3DSA:1.25.40.10	NA	NA	PS50005;PS50293	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81952.1	IPR020846	GO:0055085	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	cd17352	NA	NA	NA	NA	NA
RFU81356.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU79081.1	IPR002326	GO:0009055;GO:0020037	PF02167	SSF46626;SSF81496	G3DSA:1.10.760.10;G3DSA:1.20.5.100	NA	NA	NA	NA	PR00603	Reactome: R-HSA-1268020|Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA
RFU74331.1	IPR016040	NA	PF13460	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80982.1	IPR005113	GO:0035556	PF02141;PF03455;PF03456	SSF57889	G3DSA:3.40.50.11500	NA	mobidb-lite	PS50081;PS50211	NA	NA	Reactome: R-HSA-8876198	NA	NA	SM00800;SM00801;SM00109;SM00799	NA	NA	NA
RFU82064.1	IPR029058	NA	PF12697	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75870.1	IPR005804	GO:0006629;GO:0016717;GO:0055114	PF00487;PF11960	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	cd03507	NA	NA	NA	NA	NA
RFU79970.1	IPR006876	NA	PF04791	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU78125.1	IPR018316	GO:0005874;GO:0007017;GO:0005200;GO:0005525;GO:0003924	PF03953;PF00091	SSF52490;SSF55307	G3DSA:1.10.287.600;G3DSA:3.30.1330.20;G3DSA:3.40.50.1440	PS00228;PS00227	mobidb-lite	NA	Coil	PR01161;PR01163	Reactome: R-HSA-1445148|Reactome: R-HSA-190840|Reactome: R-HSA-190861|Reactome: R-HSA-2132295|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3371497|Reactome: R-HSA-380320|Reactome: R-HSA-437239|Reactome: R-HSA-5617833|Reactome: R-HSA-5626467|Reactome: R-HSA-5663220|Reactome: R-HSA-6807878|Reactome: R-HSA-6811434|Reactome: R-HSA-6811436|Reactome: R-HSA-68877|Reactome: R-HSA-8852276|Reactome: R-HSA-8955332|Reactome: R-HSA-9609736|Reactome: R-HSA-9619483|Reactome: R-HSA-983189	cd02187	NA	SM00865;SM00864	NA	NA	NA
RFU80211.1	IPR026891	GO:0004553;GO:0005975	PF14310;PF01915;PF00933	SSF52279;SSF51445	G3DSA:3.40.50.1700;G3DSA:3.20.20.300;G3DSA:2.60.40.10	PS00775	mobidb-lite	NA	NA	PR00133	NA	NA	NA	SM01217	NA	NA	NA
RFU82002.1	IPR019413	GO:0005515	PF10302;PF13373	SSF54236	G3DSA:3.10.20.90	NA	mobidb-lite	PS50053	NA	NA	NA	cd17039	NA	NA	NA	NA	NA
RFU74682.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80090.1	IPR029058	NA	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77164.1	IPR002088	GO:0008318;GO:0018342	PF01239	SSF48439	G3DSA:1.25.40.120	NA	mobidb-lite	PS51147	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU75293.1	IPR000477	GO:0003964;GO:0003677;GO:0003721	PF00078;PF12009	SSF56672	G3DSA:1.10.132.70	NA	mobidb-lite	PS50878	NA	PR01365	Reactome: R-HSA-171319|Reactome: R-HSA-201722	cd01648	NA	SM00975	NA	NA	NA
RFU77907.1	IPR037396	GO:0010181;GO:0016491;GO:0055114;GO:0003824	PF01070	SSF51395	G3DSA:3.20.20.70	PS00557	NA	PS51349	NA	NA	Reactome: R-HSA-9033241	NA	NA	NA	NA	PIRSF000138	NA
RFU75658.1	IPR027417	GO:0003677;GO:0006260;GO:0006281;GO:0005524	PF12002;PF16193;PF00004	SSF52540;SSF48019	G3DSA:1.20.272.10;G3DSA:3.30.160.60;G3DSA:1.10.3710.10;G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	cd18139;cd00009	NA	SM00734;SM00382	NA	NA	NA
RFU75869.1	IPR006925	GO:0005737;GO:0006886;GO:0005515;GO:0007033	PF04840;PF04841	SSF50978	G3DSA:1.10.150.780;G3DSA:2.130.10.10	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF007949	NA
RFU79008.1	IPR009772	NA	PF07065	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76716.1	IPR012578	NA	PF08058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73344.1	IPR007369	GO:0004190;GO:0016021	PF04258	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	SM00730	NA	NA	NA
RFU81530.1	IPR006153	GO:0006812;GO:0015299;GO:0016021;GO:0055085;GO:0006814;GO:0015385;GO:0016020	PF00999;PF08619	NA	G3DSA:1.20.1530.20	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA
RFU72018.1	IPR006016	NA	PF00582	SSF52402	NA	NA	mobidb-lite	NA	NA	PR01438	NA	cd00293	NA	NA	NA	NA	NA
RFU78862.1	IPR002737		PF01875	NA	G3DSA:3.40.830.10	NA	NA	NA	NA	NA	Reactome: R-HSA-6785631	cd07361	MF_00055	NA	TIGR04336	NA	NA
RFU73811.1	IPR029062		PF01965	SSF52317	G3DSA:3.40.50.880	NA	NA	NA	NA	NA	Reactome: R-HSA-3899300|Reactome: R-HSA-9613829|Reactome: R-HSA-9615710	cd03141	NA	NA	NA	NA	NA
RFU76251.1	IPR008271	GO:0004672;GO:0006468;GO:0005524	PF00069	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS00108;PS00107	mobidb-lite	PS50011	NA	NA	NA	cd14135	NA	SM00220	NA	NA	NA
RFU72461.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72007.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73692.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	PF04082;PF00172	SSF57701	G3DSA:4.10.240.10	PS00463	NA	PS50048	NA	NA	NA	cd12148;cd00067	NA	SM00906;SM00066	NA	NA	NA
RFU74118.1	IPR023299	GO:0000166;GO:0000287;GO:0005524;GO:0015914;GO:0016021;GO:0140326	PF16212;PF16209;PF00122;PF13246	SSF81660;SSF81665;SSF56784;SSF81653	G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	PS00154	mobidb-lite	NA	NA	PR00119	Reactome: R-HSA-936837	cd02073	NA	NA	TIGR01652;TIGR01494	NA	NA
RFU76815.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU72358.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU75893.1	IPR012334	NA	PF12708	SSF51126	G3DSA:2.160.20.10	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU72833.1	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PF00083	SSF103473	G3DSA:1.20.1250.20	PS00216	mobidb-lite	PS50850	NA	PR00171	Reactome: R-HSA-189200	cd17356	NA	NA	TIGR00879	NA	NA
RFU79551.1	IPR013752	GO:0016491;GO:0055114	PF08546;PF02558	SSF48179	G3DSA:3.40.50.720;G3DSA:1.10.1040.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81419.1	IPR036188	NA	PF12831	SSF51905	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76453.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA
RFU75595.1	NA	NA	PF11715	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU76621.1	IPR006162	GO:0031177;GO:0003824	PF00668;PF00501;PF00550	SSF52777;SSF47336;SSF56801	G3DSA:3.30.559.30;G3DSA:3.30.300.30;G3DSA:3.30.559.10;G3DSA:3.40.50.12780;G3DSA:1.10.1200.10	PS00012;PS00455	NA	PS50075;PS51257	NA	NA	Reactome: R-HSA-389661	cd05918	NA	SM00823;SM01294	TIGR01733	NA	NA
RFU76896.1	IPR002110	GO:0005515	PF12796;PF05729;PF00023	SSF48403;SSF52540	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	mobidb-lite	PS50088;PS50297	NA	PR01415	NA	cd17933	NA	SM00248	NA	NA	NA
RFU79152.1	IPR012677	GO:0003676	PF00076	SSF54928	G3DSA:3.30.70.330	NA	mobidb-lite	PS50102	Coil	NA	NA	cd12306	NA	SM00360	NA	NA	NA
RFU80313.1	IPR023313		PF00179	SSF54495	G3DSA:3.10.110.10	PS00183	mobidb-lite	PS50127	NA	NA	MetaCyc: PWY-7511|Reactome: R-HSA-983168	cd00195	NA	SM00212	NA	NA	NA
RFU76278.1	IPR011989	NA	NA	SSF48371	G3DSA:1.25.10.10	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73813.1	IPR002347	GO:0016491	PF13561	SSF51735	G3DSA:3.40.50.720	PS00061	NA	NA	NA	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA
RFU79909.1	IPR023214	NA	PF03031	SSF56784	G3DSA:3.40.50.1000	NA	mobidb-lite	PS50969	NA	NA	NA	NA	NA	SM00577	NA	NA	NA
RFU73710.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU79535.1	IPR008427	NA	PF05730	NA	NA	NA	mobidb-lite	NA	NA	PR01217	NA	NA	NA	SM00747	NA	NA	NA
RFU80026.1	IPR018713	NA	PF09995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80887.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	PF04082	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
RFU78609.1	IPR001305	GO:0031072;GO:0051082;GO:0006457	PF00684;PF00226;PF01556	SSF49493;SSF57938;SSF46565	G3DSA:2.60.260.20;G3DSA:1.10.287.110;G3DSA:2.10.230.10	PS00636	NA	PS51188;PS50076	NA	PR00625	NA	cd10719;cd10747;cd06257	NA	SM00271	NA	NA	NA
RFU73684.1	IPR036188	NA	PF13738	SSF51905	G3DSA:3.50.50.60	NA	mobidb-lite	NA	Coil	PR00411	NA	NA	NA	NA	NA	NA	NA
RFU79868.1	IPR029005	NA	PF01803	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU72363.1	IPR007502	GO:0004386;GO:0003676;GO:0005524;GO:0005515	PF04408;PF00271;PF00270;PF07717	SSF52540;SSF46934;SSF54495;SSF54768	G3DSA:3.30.160.20;G3DSA:3.10.110.10;G3DSA:1.20.120.1080;G3DSA:3.40.50.300	PS00690	mobidb-lite	PS51192;PS51194;PS50030	Coil	NA	NA	cd17917;cd18791	NA	SM00490;SM00847;SM00487	NA	NA	NA
RFU74286.1	IPR036291	GO:0016491	PF13561	SSF51735	G3DSA:3.40.50.720	PS00061	NA	NA	NA	PR00081;PR00080	NA	cd05233	NA	NA	NA	NA	NA
RFU75763.1	IPR009081	GO:0003824	PF00550;PF00106;PF07993;PF00501	SSF51735;SSF47336;SSF56801	G3DSA:3.40.50.720;G3DSA:3.30.300.30;G3DSA:3.40.50.12780;G3DSA:1.10.1200.10	PS00455;PS00012	NA	PS50075	NA	PR00081	Reactome: R-HSA-9640463	cd05930;cd05235	NA	SM00822	TIGR01746	NA	NA
RFU73679.1	IPR024371	GO:0008521;GO:0016021	PF13000	SSF103473	G3DSA:1.20.1250.20	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-425397|Reactome: R-HSA-5619061	cd17485	NA	NA	NA	NA	NA
RFU81213.1	IPR001753	GO:0003824	PF00378	SSF52096	G3DSA:3.90.226.10	NA	NA	NA	NA	NA	NA	cd06558	NA	NA	NA	NA	NA
RFU80306.1	IPR026854	NA	PF12624;PF16909;PF06650;PF16910;PF16908	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	PIRSF037235	NA
RFU80991.1	IPR036259	GO:0016021;GO:0022857;GO:0055085	PF07690	SSF103473	G3DSA:1.20.1250.20	PS00216	mobidb-lite	PS50850	NA	NA	NA	cd17389	NA	NA	NA	NA	NA
RFU71937.1	IPR007081	GO:0003677;GO:0003899;GO:0006351	PF04998	SSF64484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76766.1	IPR027417	GO:0000103;GO:0004020;GO:0005524	PF01583	SSF52540	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	KEGG: 00230+2.7.1.25|KEGG: 00920+2.7.1.25|MetaCyc: PWY-5340|Reactome: R-HSA-174362|Reactome: R-HSA-2408550	cd02027	MF_00065	NA	TIGR00455	NA	NA
RFU74434.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU75115.1	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73448.1	IPR036815		NA	SSF48445	NA	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-111447|Reactome: R-HSA-1445148|Reactome: R-HSA-5625740|Reactome: R-HSA-5628897|Reactome: R-HSA-75035	NA	NA	NA	NA	NA	NA
RFU74863.1	IPR040632	NA	PF17784	SSF52540	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80453.1	IPR031359	NA	PF17100	SSF48403	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	mobidb-lite	PS50297	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU81283.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00465	NA	NA	NA	NA	NA	NA	NA
RFU81012.1	IPR036649	GO:0000287;GO:0004427;GO:0005737;GO:0006796	PF00719	SSF50324	G3DSA:3.90.80.10	PS00387	NA	NA	NA	NA	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	NA	NA	NA	NA	NA	NA
RFU75013.1	IPR000504	GO:0003676	PF00076	SSF54928	G3DSA:3.30.70.330	NA	mobidb-lite	PS50102	Coil	NA	NA	cd12307	NA	SM00360	NA	NA	NA
RFU81151.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	SSF57701	G3DSA:4.10.240.10	PS00463	NA	PS50048	NA	NA	NA	cd00067	NA	SM00066	NA	NA	NA
RFU78947.1	IPR035979	GO:0003676	PF10443	SSF54928;SSF52540	G3DSA:3.40.50.300	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78167.1	IPR013083	NA	PF04641	SSF57850	G3DSA:3.30.40.10	NA	mobidb-lite	NA	Coil	NA	NA	cd16653	NA	NA	NA	NA	NA
RFU81580.1	IPR029048		PF00012	SSF100934;SSF100920;SSF53067	G3DSA:3.90.640.10;G3DSA:1.20.1270.10;G3DSA:3.30.420.40;G3DSA:2.60.34.10	PS00329;PS00297;PS01036	NA	NA	NA	PR00301	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA
RFU74449.1	IPR005248	GO:0009435;GO:0016779;GO:0003824;GO:0009058	PF01467	SSF52374	G3DSA:3.40.50.620	NA	mobidb-lite	NA	NA	NA	KEGG: 00760+2.7.7.18|MetaCyc: PWY-5381|MetaCyc: PWY-5653|MetaCyc: PWY-7761|Reactome: R-HSA-196807	NA	NA	NA	TIGR00482	NA	NA
RFU78638.1	IPR000639	GO:0003824	PF00561	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	PR00412	NA	NA	NA	NA	NA	NA	NA
RFU77038.1	IPR007379	NA	PF04280	SSF54427	G3DSA:3.10.450.240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79242.1	IPR018958	GO:0042546	PF09346	SSF160631	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SM00860	NA	PIRSF017023	NA
RFU79458.1	IPR002347	NA	PF00106	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
RFU81097.1	IPR013783	GO:0004553;GO:0005975	PF01915;PF14310;PF00933	SSF52279;SSF51445	G3DSA:2.60.40.10;G3DSA:3.40.50.1700;G3DSA:3.20.20.300	NA	NA	NA	NA	PR00133	NA	NA	NA	SM01217	NA	NA	NA
RFU77184.1	IPR020904	GO:0016491	PF13561	SSF51735	G3DSA:3.40.50.720	PS00061	NA	NA	NA	PR00080;PR00081	NA	cd05233	NA	NA	NA	NA	NA
RFU79314.1	IPR002942	GO:0003723;GO:0019843	PF01479	SSF55174	G3DSA:3.10.290.10	PS00632	mobidb-lite	PS50889	Coil	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	cd00165	NA	SM00363	NA	NA	NA
RFU81381.1	IPR001736	GO:0003824	PF13091	SSF56024	G3DSA:3.30.870.10	NA	NA	PS50035	NA	NA	Reactome: R-HSA-1483148	cd00138	NA	SM00155	NA	NA	NA
RFU73302.1	IPR001841	GO:0008270	PF05495;PF14599;PF13639	SSF57850;SSF161245;SSF161219	G3DSA:2.20.28.10;G3DSA:3.30.40.10	NA	mobidb-lite	PS50089;PS51266;PS51270	NA	NA	Reactome: R-HSA-110320|Reactome: R-HSA-983168	cd16464	NA	SM00184	NA	NA	NA
RFU74948.1	IPR016197	NA	PF00385	SSF54160	G3DSA:2.40.50.40	PS00598	mobidb-lite	PS50013	NA	NA	NA	cd00024	NA	SM00298	NA	NA	NA
RFU73563.1	IPR012583		PF08167	SSF48371	NA	NA	mobidb-lite	NA	Coil	NA	Reactome: R-HSA-6791226|Reactome: R-HSA-8849473	NA	NA	NA	NA	NA	NA
RFU72234.1	IPR009571	GO:0005886	PF06687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74974.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80966.1	IPR007741	NA	PF05047	SSF52833	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	SM00916	NA	NA	NA
RFU74685.1	IPR020904	GO:0016491	PF00106	SSF51735	G3DSA:3.40.50.720	PS00061	mobidb-lite	NA	NA	PR00081;PR00080	NA	cd05374	NA	SM00822	NA	NA	NA
RFU75166.1	IPR019334	NA	PF10190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80687.1	IPR036188	NA	PF12831	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81172.1	IPR011009	GO:0004672;GO:0005524;GO:0006468;GO:0004707	PF00069	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS01351;PS00108;PS00107	NA	PS50011	NA	NA	KEGG: 04150+2.7.11.24	cd07857	NA	SM00220	NA	PIRSF000615	NA
RFU76611.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
