Gene	interpro	GO	SUPERFAMILY	PATHWAY	SMART	Pfam	Gene3D	MobiDBLite	Coils	CDD	ProSiteProfiles	PIRSF	ProSitePatterns	PRINTS	Hamap	TIGRFAM	SFLD
PTB79075.1	IPR027281	GO:0004754;GO:0009085	SSF52283;SSF51735	KEGG: 00300+1.5.1.7|KEGG: 00310+1.5.1.7	SM01002;SM01003	PF05222	G3DSA:3.40.50.720	NA	NA	cd12188	NA	PIRSF018250	NA	NA	NA	NA	NA
PTB71606.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	PF00067	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	PS00086	PR00463;PR00385	NA	NA	NA
PTB81262.1	IPR019775	GO:0005515	SSF50978	NA	SM00320	PF00400	G3DSA:2.130.10.10	mobidb-lite	NA	NA	PS50294;PS50082	NA	PS00678	NA	NA	NA	NA
PTB74037.1	IPR011989	NA	SSF48371	NA	NA	PF10165	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78456.1	IPR004342	GO:0016021	NA	NA	NA	PF03105;PF03124	NA	mobidb-lite	NA	cd14475	PS51380;PS51382	NA	NA	NA	NA	NA	NA
PTB74034.1	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	SSF103473	Reactome: R-HSA-189200	NA	PF00083	G3DSA:1.20.1250.20	NA	NA	cd17356	PS51257;PS50850	NA	PS00216	PR00171	NA	TIGR00879	NA
PTB74615.1	IPR000133	GO:0006621;GO:0016021;GO:0046923	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	PF00810	NA	mobidb-lite	NA	NA	NA	NA	NA	PR00660	NA	NA	NA
PTB74188.1	IPR036259	GO:0055085	SSF103473	NA	NA	PF07690	G3DSA:1.20.1250.20	mobidb-lite	NA	cd17323	PS50850	NA	NA	NA	NA	NA	NA
PTB78666.1	IPR018022	GO:0008033;GO:0005524;GO:0052381;GO:0003676;GO:0008270	SSF52540;SSF57667	KEGG: 00908+2.5.1.75|MetaCyc: PWY-2781|Reactome: R-HSA-6782315|Reactome: R-HSA-6787450	SM00451	PF01715	G3DSA:3.30.160.60;G3DSA:1.10.20.140;G3DSA:3.40.50.300	mobidb-lite	NA	NA	NA	PIRSF039110	NA	NA	MF_00185	TIGR00174	NA
PTB79580.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74398.1	IPR000352	GO:0003747;GO:0006415	SSF75620	NA	NA	PF00472	G3DSA:3.30.160.20	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB77372.1	IPR014014	GO:0003676;GO:0005524	SSF52540	NA	SM00490;SM00487	PF00271;PF00270	G3DSA:3.40.50.300	mobidb-lite	Coil	cd18787;cd17940	PS51195;PS51194;PS51192	NA	PS00039	NA	NA	NA	NA
PTB71454.1	IPR006139	GO:0016616;GO:0051287;GO:0055114	SSF51735;SSF52283	NA	NA	PF00389;PF02826	G3DSA:3.40.50.720	NA	NA	cd12169	NA	NA	PS00065;PS00671	NA	NA	NA	NA
PTB76005.1	IPR035808	GO:0000463;GO:0003735;GO:0022625	SSF55129	NA	NA	PF08079;PF00327	G3DSA:3.30.1390.20;G3DSA:1.10.15.30	NA	Coil	cd01657	NA	NA	NA	NA	NA	TIGR01310	NA
PTB75630.1	IPR022684	GO:0004198;GO:0006508	SSF54001	Reactome: R-HSA-1474228	SM00230	PF00648	G3DSA:3.90.70.10	mobidb-lite	Coil	NA	PS50203	NA	PS00139	PR00704	NA	NA	NA
PTB75957.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd17011	NA	NA	NA	NA	NA	NA	NA
PTB76013.1	IPR036345		SSF55666;SSF54211	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	PF01138	G3DSA:3.30.230.70	NA	NA	cd11372	NA	NA	NA	NA	NA	NA	NA
PTB76683.1	IPR003010	GO:0006807	SSF56317	NA	NA	PF00795	G3DSA:3.60.110.10	NA	NA	cd07197	PS50263	NA	NA	NA	NA	NA	NA
PTB76652.1	IPR016181	GO:0008080	SSF55729	NA	NA	PF00583	G3DSA:3.40.630.30	NA	NA	cd04301	PS51186	NA	NA	NA	NA	NA	NA
PTB76055.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81398.1	IPR016024	NA	SSF48371	NA	NA	PF03914	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73298.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB71333.1	IPR021765	GO:0043386	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73597.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	PF00067	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77421.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81189.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78681.1	IPR020846	GO:0055085	SSF103473	NA	NA	PF07690	G3DSA:1.20.1250.20	NA	NA	cd17316	PS50850	NA	NA	NA	NA	NA	NA
PTB74157.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74386.1	IPR014780	GO:0001522;GO:0003723;GO:0009451;GO:0009982;GO:0006396	SSF55120	NA	NA	PF01509	G3DSA:3.30.2350.10	mobidb-lite	Coil	cd02867	NA	NA	NA	NA	MF_01080	NA	NA
PTB75413.1	IPR029058	NA	SSF53474	NA	NA	PF12697	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81502.1	IPR013283	GO:0005524;GO:0016887	SSF52540	Reactome: R-HSA-8983711|Reactome: R-HSA-909733	SM00382	PF00005	G3DSA:3.40.50.300	NA	NA	NA	PS50893	NA	PS00211	PR01868	NA	NA	NA
PTB72141.1	IPR002110	GO:0005515	SSF52540;SSF48403	NA	SM00248	PF12796;PF05729	G3DSA:3.40.50.300;G3DSA:1.25.40.20	mobidb-lite	NA	NA	PS50088;PS50297	NA	NA	PR01415	NA	NA	NA
PTB75583.1	IPR013083	NA	SSF57850	NA	SM00184	PF13445	G3DSA:3.30.40.10	NA	NA	NA	PS50089	NA	PS00518	NA	NA	NA	NA
PTB73769.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72925.1	IPR018034	NA	NA	NA	NA	PF05178;PF12936	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB79978.1	IPR020846	GO:0055085	SSF103473	NA	NA	PF07690	G3DSA:1.20.1250.20	NA	NA	cd17389	PS50850	NA	NA	NA	NA	NA	NA
PTB77499.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72550.1	IPR031545	GO:0006614;GO:0008312;GO:0048500;GO:0005515	NA	Reactome: R-HSA-1799339	NA	PF17004;PF08492	G3DSA:1.25.40.10	mobidb-lite	NA	NA	NA	PIRSF038922	NA	NA	NA	NA	NA
PTB76223.1	IPR036291	GO:0016491	SSF51735	NA	NA	PF13561	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PS00061	PR00081;PR00080	NA	NA	NA
PTB77423.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75216.1	IPR000408	NA	SSF50985	NA	NA	PF13540	G3DSA:2.130.10.30	NA	NA	NA	PS50012	NA	NA	NA	NA	NA	NA
PTB77812.1	IPR004136	GO:0018580;GO:0055114;GO:0003824	SSF51412	NA	NA	PF03060	G3DSA:3.20.20.70	NA	NA	cd04730	NA	NA	NA	NA	NA	NA	NA
PTB72293.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	NA	mobidb-lite	NA	cd00067	PS50048	NA	NA	NA	NA	NA	NA
PTB75466.1	IPR012919	NA	SSF49785	NA	NA	PF07738	G3DSA:2.60.120.260	mobidb-lite	Coil	NA	PS51469	NA	NA	NA	NA	NA	NA
PTB79863.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB75752.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79431.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB73154.1	IPR012677	GO:0003676	SSF54928	Reactome: R-HSA-9010553|Reactome: R-HSA-975957	SM00360	PF00076;PF03467	G3DSA:3.30.70.330	mobidb-lite	NA	cd12455;cd00590	PS50102	NA	NA	NA	NA	NA	NA
PTB80980.1	IPR017853	GO:0004553;GO:0005975	SSF51445;SSF52279	NA	SM01217	PF00933;PF14310;PF01915	G3DSA:2.60.40.10;G3DSA:3.20.20.300;G3DSA:3.40.50.1700	NA	NA	NA	NA	NA	PS00775	PR00133	NA	NA	NA
PTB72407.1	IPR016024	NA	SSF48371	NA	NA	PF10257	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB78889.1	IPR041351	GO:0004553;GO:0005975	SSF49303;SSF49785;SSF51445	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	NA	PF18368;PF17786;PF00703	G3DSA:2.60.40.10;G3DSA:2.60.120.260;G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76269.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74625.1	IPR013657	GO:0055085	SSF103481	NA	NA	PF08449	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	TIGR00803	NA
PTB73383.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	NA	SM00066	PF04082;PF00172	G3DSA:4.10.240.10	mobidb-lite	NA	cd12148;cd00067	PS50048	NA	PS00463	NA	NA	NA	NA
PTB78490.1	IPR015590	GO:0016491;GO:0055114;GO:0016620	SSF53720	NA	NA	PF00171	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	cd07106	NA	NA	PS00687;PS00070	NA	NA	NA	NA
PTB76992.1	IPR017926	NA	SSF52317	NA	NA	PF00117	G3DSA:3.40.50.880	NA	NA	cd01741	PS51273	NA	NA	NA	NA	NA	NA
PTB81628.1	IPR008442	GO:0004185;GO:0005773;GO:0006508	SSF53474	NA	NA	PF05388;PF00450	G3DSA:1.10.287.410;G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71107.1	IPR036504		SSF143870	Reactome: R-HSA-6782315	NA	PF08617	G3DSA:3.30.2380.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76283.1	IPR001810	GO:0005515	SSF81383	NA	SM00256	PF12937	NA	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA
PTB71192.1	IPR000195	NA	SSF47923	NA	SM00164	PF00566	G3DSA:1.10.472.80	mobidb-lite	NA	NA	PS50086	NA	NA	NA	NA	NA	NA
PTB77755.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72245.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB77957.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77534.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72080.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81152.1	IPR015943	GO:0005515;GO:0003676;GO:0005634	SSF50978	NA	NA	PF10433;PF03178	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71198.1	IPR013859	NA	NA	NA	NA	PF08549	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB74796.1	IPR021851	NA	NA	NA	NA	PF11937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76795.1	IPR009072	GO:0046982	SSF47113	NA	NA	PF00808	G3DSA:1.10.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71789.1	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	SSF103473	Reactome: R-HSA-189200	NA	PF00083	G3DSA:1.20.1250.20	NA	NA	cd17356	PS50850	NA	PS00216	PR00171	NA	NA	NA
PTB74650.1	IPR036259	NA	SSF103473	NA	NA	NA	G3DSA:1.20.1250.20	mobidb-lite	Coil	cd17323	NA	NA	NA	NA	NA	NA	NA
PTB72649.1	IPR008030		SSF51735	Reactome: R-HSA-70635	NA	PF05368	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77080.1	IPR035482	GO:0004347;GO:0006094;GO:0006096	SSF53697	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	PF00342	G3DSA:3.40.50.10490;G3DSA:1.10.1390.10	NA	NA	cd05016;cd05015	PS51463	NA	PS00174;PS00765	PR00662	MF_00473	NA	NA
PTB77980.1	IPR013709	GO:0003852;GO:0009098;GO:0003824;GO:0019752;GO:0046912	SSF110921;SSF51569;SSF89000	KEGG: 00290+2.3.3.13|KEGG: 00620+2.3.3.13|MetaCyc: PWY-6871	SM00917	PF08502;PF00682	G3DSA:3.20.20.70;G3DSA:3.30.160.270	NA	NA	cd07942	PS50991	NA	PS00815;PS00816	NA	NA	TIGR00970	NA
PTB72474.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80506.1	IPR001623	NA	SSF46565	NA	SM00271	PF00226	G3DSA:1.10.287.110	mobidb-lite	Coil	cd06257	PS50076	NA	NA	PR00625	NA	NA	NA
PTB73854.1	IPR006162	GO:0006633	SSF47336	Reactome: R-HSA-389661|Reactome: R-HSA-611105|Reactome: R-HSA-6799198|Reactome: R-HSA-77289	NA	PF00550	G3DSA:1.10.1200.10	NA	NA	NA	PS50075	NA	PS00012	NA	MF_01217	TIGR00517	NA
PTB75941.1	IPR024391	NA	NA	NA	NA	PF13002	G3DSA:2.60.40.640	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80354.1	IPR005301	NA	SSF101152	NA	SM01388	PF03637	G3DSA:1.20.140.30	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75239.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79323.1	IPR016024	NA	SSF48371	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72856.1	IPR021264	NA	NA	NA	NA	PF11001	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77648.1	IPR007330	GO:0005524	SSF116846;SSF52540	NA	SM00382;SM00745	PF04212;PF00004;PF17862;PF09336	G3DSA:1.20.58.280;G3DSA:3.40.50.300;G3DSA:1.10.8.60	mobidb-lite	NA	cd00009	NA	NA	PS00674	NA	NA	NA	NA
PTB81583.1	IPR000608		SSF54495	Reactome: R-HSA-983168	SM00212	PF00179	G3DSA:3.10.110.10	NA	Coil	cd00195	PS50127	NA	NA	NA	NA	NA	NA
PTB78128.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79846.1	IPR041667	NA	SSF51197	NA	SM00558	PF13621	G3DSA:2.60.120.1660	NA	NA	NA	PS51184	NA	NA	NA	NA	NA	NA
PTB80585.1	IPR006186	GO:0016787	SSF56300	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	SM00156	PF00149	G3DSA:3.60.21.10	NA	NA	cd07415	NA	NA	PS00125	PR00114	NA	NA	NA
PTB80492.1	IPR007632		NA	Reactome: R-HSA-2672351	NA	PF04547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80245.1	IPR012420	NA	NA	NA	NA	PF07960	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB77069.1	IPR001388	GO:0016021;GO:0016192	SSF64356;SSF58038	Reactome: R-HSA-204005	SM01270	PF00957;PF13774	G3DSA:1.20.5.110;G3DSA:3.30.450.50	NA	NA	cd14824;cd15843	PS50859;PS50892	NA	NA	PR00219	NA	NA	NA
PTB72320.1	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	SSF51395	NA	NA	PF00724	G3DSA:3.20.20.70	NA	NA	cd04733	NA	NA	NA	NA	NA	NA	NA
PTB77395.1	IPR001841	NA	SSF57850	NA	SM00184	PF13639	G3DSA:3.30.40.10	mobidb-lite	NA	NA	PS50089	NA	NA	NA	NA	NA	NA
PTB72237.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd08187	NA	NA	NA	NA	NA	NA	NA
PTB75701.1	IPR017986	GO:0005515	SSF81383;SSF50978	NA	SM00256;SM00320	PF00400;PF12937	G3DSA:2.130.10.10;G3DSA:1.20.1280.50	mobidb-lite	NA	cd00200	PS50294;PS50082;PS50181	NA	PS00678	PR00320	NA	NA	NA
PTB75715.1	IPR036866	GO:0008033	SSF56281	Reactome: R-HSA-6784531|Reactome: R-HSA-6785470|Reactome: R-HSA-8868766	NA	PF13691;PF12706	G3DSA:3.60.15.10	mobidb-lite	NA	cd07718	NA	NA	NA	NA	NA	NA	NA
PTB78599.1	IPR027795	NA	SSF55021	NA	NA	PF13840	G3DSA:3.30.2130.10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72661.1	IPR036291	NA	SSF51735	NA	NA	PF00106	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79413.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79568.1	IPR032088	GO:0003824;GO:0016740	SSF53335;SSF55048;SSF51735;SSF47336;SSF53901;SSF52151	Reactome: R-HSA-9640463	SM00827;SM00825	PF16073;PF07993;PF00109;PF00698;PF18558;PF02801;PF00550;PF08242	G3DSA:3.30.70.3290;G3DSA:3.40.50.720;G3DSA:1.10.1200.10;G3DSA:3.40.47.10;G3DSA:3.40.50.150;G3DSA:3.10.129.110;G3DSA:3.40.366.10	mobidb-lite	NA	cd02440;cd00833	PS50075	NA	PS00606;PS00012	NA	NA	NA	NA
PTB79105.1	IPR042176	GO:0004592;GO:0015940	SSF52374	KEGG: 00410+6.3.2.1|KEGG: 00770+6.3.2.1	NA	PF02569	G3DSA:3.30.1300.10;G3DSA:3.40.50.620	NA	NA	cd00560	NA	NA	NA	NA	MF_00158	TIGR00018	NA
PTB72160.1	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085;GO:0016020	SSF52540	Reactome: R-HSA-1369062	SM00382	PF00005;PF06422;PF01061;PF14510	G3DSA:3.40.50.300	mobidb-lite	Coil	cd03232;cd03233	PS50893	NA	PS00211	NA	NA	NA	NA
PTB74595.1	IPR012677	GO:0003729;GO:0003676;GO:0003723;GO:0005634;GO:0005737;GO:0006396	SSF54928	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	SM00360	PF00076	G3DSA:3.30.70.330	mobidb-lite	NA	cd12324	PS50102	NA	NA	PR01738	NA	NA	NA
PTB74924.1	IPR019405	GO:0005515	SSF75011	NA	NA	PF10282	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80607.1	IPR027417	GO:0005525;GO:0003924	SSF52540	NA	SM00174;SM00173;SM00175	PF00071	G3DSA:3.40.50.300	NA	NA	cd00154	PS51419	NA	NA	PR00449	NA	TIGR00231	NA
PTB81486.1	IPR013892	NA	NA	NA	NA	PF08583	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79743.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76270.1	IPR036523	GO:0016787;GO:0006464	SSF56059;SSF64167	KEGG: 00230+3.1.3.5|KEGG: 00240+3.1.3.5|KEGG: 00760+3.1.3.5|MetaCyc: PWY-5381|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-6606|MetaCyc: PWY-6607|MetaCyc: PWY-6608|MetaCyc: PWY-7185|MetaCyc: PWY-7821	NA	PF01975;PF03133	G3DSA:3.40.1210.10;G3DSA:3.30.470.20	mobidb-lite	NA	NA	PS51221	NA	NA	NA	NA	TIGR00087	NA
PTB78527.1	IPR036249	NA	SSF52833	NA	NA	PF06999	NA	NA	NA	cd03062	NA	NA	NA	NA	NA	NA	NA
PTB72843.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79370.1	IPR036188	GO:0016614;GO:0055114;GO:0046577;GO:0050660	SSF51905	Reactome: R-HSA-6798163	NA	PF05199;PF00732	G3DSA:3.50.50.60	NA	NA	NA	NA	PIRSF028937	NA	NA	NA	NA	NA
PTB77806.1	IPR011332	GO:0006412;GO:0003735;GO:0005840	SSF57829	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	PF00471	G3DSA:2.20.28.120	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01023	NA
PTB81322.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73781.1	IPR023214	GO:0000166;GO:0016021;GO:0006812;GO:0016887	SSF81665;SSF81660;SSF56784;SSF81653	Reactome: R-HSA-936837	NA	PF00122;PF00702	G3DSA:3.40.50.1000;G3DSA:2.70.150.10;G3DSA:3.40.1110.10	mobidb-lite	Coil	cd07543	NA	NA	PS00154	PR00119	NA	TIGR01494;TIGR01657	SFLDF00027;SFLDG00002
PTB76940.1	IPR032095	GO:0016491;GO:0055114	SSF55347	Reactome: R-HSA-71064	NA	PF16653;PF03435	G3DSA:1.10.1870.10;G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72252.1	IPR016084		NA	Reactome: R-HSA-189483|Reactome: R-HSA-917937	SM01236	PF14518	G3DSA:1.20.910.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74998.1	IPR021858	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	SM00066	PF11951;PF00172	G3DSA:4.10.240.10	NA	NA	cd00067	PS50048	NA	PS00463	NA	NA	NA	NA
PTB75488.1	IPR021858	NA	NA	NA	NA	PF11951	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79000.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74118.1	IPR004853	NA	NA	NA	NA	PF03151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76563.1	IPR013057	NA	NA	NA	NA	PF01490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77885.1	IPR009737	NA	NA	NA	NA	PF06999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76802.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80017.1	IPR041679	NA	SSF52540	NA	NA	PF13087	G3DSA:3.40.50.300	NA	NA	cd18808;cd18038	NA	NA	NA	NA	NA	NA	NA
PTB74968.1	IPR036156	GO:0004553;GO:0005975	SSF49303;SSF49785;SSF51445	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	NA	PF17786;PF17753;PF00703	G3DSA:3.20.20.80;G3DSA:2.60.120.260;G3DSA:2.60.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75690.1	IPR002108	GO:0003779	SSF55753	NA	SM00102	PF00241	G3DSA:3.40.20.10	mobidb-lite	NA	cd11284	PS51263	NA	NA	NA	NA	NA	NA
PTB76106.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	SSF48264	NA	NA	PF00067	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	PS00086	PR00385;PR00465	NA	NA	NA
PTB74219.1	IPR003689	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	NA	NA	PF02535	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81700.1	IPR005822	GO:0003735;GO:0005840;GO:0006412	SSF52161	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	PF00572	G3DSA:3.90.1180.10	NA	NA	cd00392	NA	PIRSF002181	NA	NA	MF_01366	TIGR01066	NA
PTB79051.1	IPR014721	GO:0005534;GO:0004335;GO:0005524;GO:0006012;GO:0046835	SSF54211	KEGG: 00052+2.7.1.6|KEGG: 00520+2.7.1.6|MetaCyc: PWY-3821|MetaCyc: PWY-6317|MetaCyc: PWY-6527	NA	PF10509	G3DSA:3.30.230.10	NA	NA	NA	NA	NA	PS00106	PR00473	NA	NA	NA
PTB80761.1	IPR007900	GO:0005669;GO:0006352	NA	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	PF05236	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB80530.1	IPR012677	GO:0003676	SSF54928	NA	SM00360	PF00076	G3DSA:3.30.70.330	mobidb-lite	NA	cd12243	PS50102	NA	NA	NA	NA	NA	NA
PTB74680.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81390.1	NA	NA	SSF89372	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
