Gene	Gene3D	interpro	GO	ProSiteProfiles	SUPERFAMILY	Pfam	SMART	MobiDBLite	PATHWAY	ProSitePatterns	CDD	Coils	PRINTS	TIGRFAM	Hamap	PIRSF	SFLD
PNP38545.1	G3DSA:3.90.230.10;G3DSA:1.10.10.10	IPR002468	GO:0004177;GO:0006508;GO:0008235	NA	SSF46785;SSF55920	PF00557	NA	mobidb-lite	MetaCyc: PWY-7799|MetaCyc: PWY-7800|Reactome: R-HSA-2514859	NA	cd01088	NA	PR00599	TIGR00501	MF_03175	NA	NA
PNP42552.1	NA	IPR027796	NA	NA	NA	PF14441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP39217.1	G3DSA:1.20.1250.20	IPR020846	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PS50850	SSF103473	PF00083	NA	NA	Reactome: R-HSA-189200	NA	cd17356	NA	NA	TIGR00879	NA	NA	NA
PNP39955.1	G3DSA:3.40.1800.40	IPR018065	GO:0003735;GO:0005840;GO:0006412	NA	NA	PF01199	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01145	NA	NA	PR01250	NA	NA	NA	NA
PNP41620.1	NA	IPR018818	NA	NA	NA	PF10330	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46529.1	G3DSA:3.40.50.720	IPR036291	NA	NA	SSF51735	PF00106	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	PIRSF000126	NA
PNP41919.1	G3DSA:1.10.287.110;G3DSA:1.25.40.10;G3DSA:1.10.8.10	IPR036869	GO:0005515	PS50030	SSF46565;SSF48452;SSF46934	NA	SM00165	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP43477.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44371.1	G3DSA:3.90.280.10	IPR036610	NA	NA	SSF49777	PF01161	NA	NA	NA	NA	cd00866	Coil	NA	NA	NA	NA	NA
PNP37084.1	G3DSA:3.50.50.60	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	SSF51905	PF00743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP42233.1	G3DSA:3.40.50.1240	IPR000560	GO:0016791	NA	SSF53254	PF00328	NA	NA	Reactome: R-HSA-1855231	PS00616	cd07061	NA	NA	NA	NA	PIRSF000894	NA
PNP38432.1	G3DSA:3.90.79.10	IPR000086	GO:0016787	PS51462	SSF55811	PF00293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43452.1	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR000719	GO:0004672;GO:0005524;GO:0006468	PS50011	SSF56112	PF00069	SM00220	mobidb-lite	NA	PS00108;PS00107	cd14210	NA	NA	NA	NA	NA	NA
PNP46741.1	G3DSA:1.10.1200.10;G3DSA:3.40.50.1820;G3DSA:3.30.70.3290;G3DSA:3.10.129.110;G3DSA:3.40.366.10;G3DSA:3.40.47.10	IPR006162	GO:0009058;GO:0016788;GO:0031177;GO:0016740;GO:0003824	PS50075	SSF52151;SSF47336;SSF55048;SSF53901;SSF53474	PF00975;PF00698;PF00550;PF14765;PF16073;PF00109;PF02801	SM00827;SM00823;SM00825	mobidb-lite	Reactome: R-HSA-75105	PS00012	cd00833	NA	NA	TIGR04532	NA	NA	NA
PNP47512.1	G3DSA:1.20.58.1030	IPR008591	GO:0006261	NA	SSF158573	PF05916;PF16922	NA	NA	Reactome: R-HSA-176974	NA	cd11711	NA	NA	NA	NA	PIRSF007764	NA
PNP41448.1	G3DSA:3.40.50.300	IPR027417	GO:0003676;GO:0005524	PS51194;PS51192;PS51195	SSF52540	PF00270;PF00271	SM00490;SM00487	mobidb-lite	NA	PS00039	cd17953;cd18787	Coil	NA	NA	NA	NA	NA
PNP47366.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP42321.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43943.1	G3DSA:3.20.20.70	IPR035990	GO:0004807;GO:0003824	PS51440	SSF51351	PF00121	NA	NA	KEGG: 00010+5.3.1.1|KEGG: 00051+5.3.1.1|KEGG: 00562+5.3.1.1|KEGG: 00710+5.3.1.1|MetaCyc: PWY-1042|MetaCyc: PWY-5484|MetaCyc: PWY-6142|MetaCyc: PWY-7003|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	cd00311	NA	NA	NA	NA	NA	NA
PNP45049.1	G3DSA:3.20.20.80;G3DSA:3.10.50.10	IPR011583	GO:0008061;GO:0005975;GO:0004553	NA	SSF54556;SSF51445	PF00704	SM00636	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	NA	NA	NA	NA	NA	NA	NA
PNP44832.1	G3DSA:2.60.120.1660	IPR041667	NA	PS51184	SSF51197	PF13621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45710.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP37703.1	G3DSA:3.30.420.80	IPR001971	GO:0003735;GO:0005840;GO:0006412	NA	SSF53137	PF00411	NA	mobidb-lite	NA	PS00054	NA	NA	NA	NA	MF_01310	PIRSF002131	NA
PNP39405.1	NA	IPR009730		NA	NA	PF06991	NA	mobidb-lite	Reactome: R-HSA-2129379	NA	NA	Coil	NA	NA	NA	NA	NA
PNP44283.1	G3DSA:3.20.20.100	IPR020471	GO:0016491;GO:0055114	NA	SSF51430	PF00248	NA	NA	NA	PS00062	cd06660	NA	PR00069	NA	NA	PIRSF000097	NA
PNP40551.1	G3DSA:3.40.50.1820	IPR029058	NA	NA	SSF53474	PF00135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP40884.1	NA	IPR009617	GO:0019915	NA	NA	PF06775	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP40107.1	G3DSA:1.20.1290.10	IPR029032		NA	SSF69118	NA	NA	NA	Reactome: R-HSA-5628897	NA	NA	NA	NA	NA	NA	NA	NA
PNP40944.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43649.1	G3DSA:3.40.50.720	IPR002347	NA	NA	SSF51735	PF00106	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
PNP43996.1	G3DSA:3.50.50.60;G3DSA:3.90.700.10	IPR003953	GO:0016627;GO:0055114	NA	SSF51905	PF00890	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	NA	NA	NA	NA	NA	NA	PIRSF036654	NA
PNP46756.1	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR011009	GO:0004672;GO:0005524;GO:0006468	PS50011	SSF56112;SSF48371	PF00069	SM00220	mobidb-lite	NA	NA	cd14011	Coil	NA	NA	NA	NA	NA
PNP37763.1	G3DSA:3.90.70.10	IPR022684	GO:0004198;GO:0006508	PS50203	SSF54001	PF00648	SM00230	mobidb-lite	Reactome: R-HSA-1474228	PS00139	NA	Coil	PR00704	NA	NA	NA	NA
PNP40292.1	G3DSA:1.20.120.560;G3DSA:1.25.40.280;G3DSA:1.20.140.50	IPR004328	GO:0005515	PS51180	NA	PF03097;PF13949	SM01041	mobidb-lite	NA	NA	cd09241	Coil	NA	NA	NA	NA	NA
PNP41682.1	NA	IPR013941	NA	NA	NA	PF08632	SM01327	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP43665.1	G3DSA:2.170.150.70	IPR011057	GO:0016846	NA	SSF51316	PF04828	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA	NA
PNP39181.1	G3DSA:1.10.620.20	IPR033909	GO:0009263;GO:0016491;GO:0055114	NA	SSF47240	PF00268	NA	mobidb-lite	KEGG: 00230+1.17.4.1|KEGG: 00240+1.17.4.1|KEGG: 00480+1.17.4.1|KEGG: 00983+1.17.4.1|MetaCyc: PWY-6545|MetaCyc: PWY-7184|MetaCyc: PWY-7198|MetaCyc: PWY-7210|MetaCyc: PWY-7220|MetaCyc: PWY-7222|MetaCyc: PWY-7226|MetaCyc: PWY-7227|Reactome: R-HSA-499943	PS00368	cd01049	NA	NA	NA	NA	PIRSF000355	NA
PNP37833.1	G3DSA:1.20.1250.20	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PS50850	SSF103473	PF00083	NA	NA	Reactome: R-HSA-189200	PS00216;PS00217	cd17356	NA	PR00171	TIGR00879	NA	NA	NA
PNP43036.1	G3DSA:3.30.428.10	IPR036265	GO:0008108;GO:0008270;GO:0033499;GO:0006012	NA	SSF54197	PF01087;PF02744	NA	NA	KEGG: 00052+2.7.7.12|KEGG: 00520+2.7.7.12|MetaCyc: PWY-6317|MetaCyc: PWY-6527|Reactome: R-HSA-5609978|Reactome: R-HSA-70370	PS00117	cd00608	NA	NA	TIGR00209	NA	PIRSF000808	NA
PNP46300.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP48364.1	G3DSA:3.40.50.10810;G3DSA:3.30.40.10;G3DSA:3.40.50.300	IPR038718	GO:0005524	PS51194;PS51192;PS50089	SSF57850;SSF52540	PF13639;PF00176	SM00487;SM00184	mobidb-lite	NA	PS00518	cd18793;cd18070	Coil	NA	NA	NA	NA	NA
PNP48237.1	NA	IPR007599		NA	SSF144091	PF04511	NA	mobidb-lite	Reactome: R-HSA-382556|Reactome: R-HSA-5678895	NA	NA	NA	NA	NA	NA	NA	NA
PNP42075.1	G3DSA:3.30.70.330;G3DSA:1.10.1900.10	IPR000504	GO:0003676;GO:0003723	PS50102;PS51309	SSF63570;SSF54928	PF00658;PF00076	SM00360;SM00517;SM00361	mobidb-lite	NA	NA	cd12378;cd12380;cd12381;cd12379	Coil	NA	TIGR01628	NA	NA	NA
PNP47373.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45650.1	G3DSA:3.90.1410.10	IPR001214	GO:0005515	NA	SSF82199	PF00856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43632.1	G3DSA:3.10.50.10;G3DSA:3.30.60.10;G3DSA:3.20.20.80;G3DSA:3.10.350.10	IPR011583	GO:0008061;GO:0004553;GO:0005975	PS51782	SSF54556;SSF57016;SSF54106;SSF51445	PF01476;PF00704	SM00636;SM00257	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	cd00118;cd02878;cd00035	Coil	NA	NA	NA	NA	NA
PNP40068.1	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	PF04082	SM00906	NA	NA	NA	cd12148	Coil	NA	NA	NA	NA	NA
PNP45683.1	NA	IPR025614	NA	NA	SSF48371	PF14222;PF14228;PF14225	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP48974.1	NA	IPR021833	NA	NA	NA	PF11905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45700.1	G3DSA:1.10.510.10	IPR000719	GO:0004672;GO:0005524;GO:0006468	PS50011	SSF56112	PF00069	NA	mobidb-lite	NA	NA	cd00180	NA	NA	NA	NA	NA	NA
PNP43769.1	G3DSA:3.20.20.70	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	NA	SSF51395	PF00724	NA	NA	NA	NA	cd02932	NA	NA	NA	NA	NA	NA
PNP37286.1	G3DSA:3.40.30.10	IPR036249	GO:0016491	NA	SSF52833	PF08534	NA	NA	Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	NA	NA	NA	NA	NA	NA	NA	NA
PNP38040.1	G3DSA:3.40.50.720	IPR035985	GO:0008641;GO:0006464	NA	SSF69572	PF00899	NA	mobidb-lite	NA	NA	cd01492	NA	PR01849	NA	NA	NA	NA
PNP48964.1	G3DSA:1.10.405.10;G3DSA:3.30.519.10;G3DSA:3.50.50.60	IPR018203	GO:0005092;GO:0007264	NA	SSF54373;SSF51905	PF00996	NA	NA	Reactome: R-HSA-8876198	NA	NA	NA	PR00891	NA	NA	PIRSF037514	NA
PNP41763.1	NA	IPR007483		NA	NA	PF04388	NA	mobidb-lite	Reactome: R-HSA-1632852|Reactome: R-HSA-165181|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8854214	NA	NA	Coil	NA	NA	NA	NA	NA
PNP41140.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP42015.1	G3DSA:3.30.9.10;G3DSA:3.50.50.60	IPR006076	GO:0016491;GO:0055114	NA	SSF51905	PF01266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP47286.1	G3DSA:3.30.479.30	IPR001107	GO:0016020	NA	SSF117892	PF01145;PF16200	SM00244	mobidb-lite	Reactome: R-HSA-8949664	NA	cd08829	NA	PR00721	NA	NA	NA	NA
PNP37511.1	G3DSA:3.40.570.10	IPR001604	GO:0003676;GO:0016787;GO:0046872	NA	SSF54060	PF01223	SM00477;SM00892	NA	NA	PS01070	cd00091	NA	NA	NA	NA	NA	NA
PNP37904.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP41323.1	G3DSA:1.10.287.370	IPR009053	GO:0006457;GO:0016272;GO:0051082	NA	SSF46579	PF01920	NA	NA	Reactome: R-HSA-389957	NA	NA	Coil	NA	NA	NA	NA	NA
PNP47396.1	G3DSA:1.10.287.20	IPR036811	NA	NA	SSF81531	PF02320	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP38710.1	NA	IPR006694	GO:0005506;GO:0008610;GO:0016491;GO:0055114	NA	NA	PF04116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP38795.1	G3DSA:2.60.120.10	IPR019780	GO:0030145	NA	SSF51182	PF07883	NA	mobidb-lite	NA	PS00725	NA	NA	NA	NA	NA	NA	NA
PNP44506.1	G3DSA:1.10.150.380	IPR017958	GO:0016884;GO:0016874;GO:0003824	NA	SSF55931	PF02637;PF02934	SM00845	mobidb-lite	NA	PS01234	NA	NA	NA	TIGR00133	MF_00121	NA	NA
PNP39428.1	G3DSA:2.40.50.100	IPR001684	GO:0003735;GO:0005840;GO:0006412	NA	SSF110324	PF01016	NA	mobidb-lite	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	PR00063	NA	NA	NA	NA
PNP48384.1	NA	IPR024527	NA	NA	NA	PF12757	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP48401.1	G3DSA:3.30.70.330;G3DSA:2.170.270.10	IPR024657	GO:0018024;GO:0034968;GO:0048188;GO:0005515	PS50868;PS51572;PS50280	SSF82199	PF11764;PF11767;PF00856	SM01291;SM00317;SM00508	mobidb-lite	Reactome: R-HSA-3214841|Reactome: R-HSA-8936459	NA	cd12302	Coil	NA	NA	NA	PIRSF037104	NA
PNP38167.1	NA	IPR013244	GO:0006890	NA	NA	PF08314	NA	mobidb-lite	Reactome: R-HSA-6811434	NA	NA	Coil	NA	NA	NA	NA	NA
PNP39387.1	NA	IPR001394	GO:0016579;GO:0036459	PS50235	SSF54001	PF00443	NA	mobidb-lite	NA	NA	cd02662	NA	NA	NA	NA	NA	NA
PNP41078.1	NA	IPR019008	NA	NA	NA	PF09430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48499.1	G3DSA:3.40.710.10	IPR012338	NA	NA	SSF56601	PF00144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP39094.1	G3DSA:3.10.350.10	IPR018392	GO:0019867	PS51782	SSF54106	PF01476;PF05433	SM00257	mobidb-lite	NA	NA	cd00118	Coil	NA	NA	NA	NA	NA
PNP38714.1	G3DSA:3.30.40.10;G3DSA:3.30.70.2330;G3DSA:3.40.50.10810	IPR013083	GO:0005524;GO:0003676;GO:0008270;GO:0016818	PS50089;PS51194;PS51192	SSF52540;SSF57850	PF00176;PF00271;PF13923;PF08797	SM00910;SM00184;SM00490;SM00487	mobidb-lite	Reactome: R-HSA-8866654	PS00518	cd18071;cd16509;cd18793	NA	NA	NA	NA	NA	NA
PNP39871.1	G3DSA:1.20.1250.20	IPR011701	GO:0055085	PS50850	SSF103473	PF07690	NA	mobidb-lite	NA	NA	cd17324	NA	NA	NA	NA	NA	NA
PNP48417.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP37271.1	G3DSA:1.20.120.1760	IPR000462	GO:0008654;GO:0016020;GO:0016780	NA	NA	PF01066	NA	NA	NA	PS00379	NA	NA	NA	NA	NA	PIRSF015665	NA
PNP38987.1	NA	IPR007005	GO:0005634	NA	NA	PF04921	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP38346.1	G3DSA:3.60.20.10	IPR000243	GO:0004175;GO:0005839;GO:0051603;GO:0004298	PS51476	SSF56235	PF00227	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PS00854	cd03762	NA	PR00141	NA	NA	NA	NA
PNP39872.1	G3DSA:3.10.20.90	IPR000626	GO:0005515	PS50053	SSF54236	PF13373;PF10302	NA	mobidb-lite	NA	NA	cd17039	NA	NA	NA	NA	NA	NA
PNP42174.1	G3DSA:1.10.630.10	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA	PR00463;PR00385	NA	NA	NA	NA
PNP40100.1	G3DSA:1.10.287.110	IPR018253	NA	PS50076	SSF46565	PF00226	SM00271	mobidb-lite	NA	PS00636	cd06257	Coil	PR00625	NA	NA	NA	NA
PNP47849.1	NA	IPR010318	NA	NA	SSF160991	PF06032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP40399.1	G3DSA:4.10.240.10	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	PS50048	SSF57701	PF04082;PF00172	SM00906;SM00066	mobidb-lite	NA	PS00463	cd12148;cd00067	Coil	NA	NA	NA	NA	NA
PNP46539.1	G3DSA:3.20.20.140	IPR006330	GO:0019239;GO:0000034;GO:0006146;GO:0009168	NA	SSF51556	PF00962	NA	NA	Reactome: R-HSA-74217	PS00485	cd01320	NA	NA	TIGR01430	MF_01962	NA	NA
PNP46737.1	NA	IPR023244	NA	NA	NA	PF13515	NA	mobidb-lite	NA	NA	NA	NA	PR02047	NA	NA	NA	NA
PNP44502.1	G3DSA:2.60.120.200	IPR013320	GO:0004553;GO:0005975	PS51762	SSF49899	PF00722	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43165.1	G3DSA:3.90.190.10	IPR029021	GO:0008138;GO:0016311	NA	SSF52799	PF00782	NA	mobidb-lite	NA	NA	cd14498	NA	NA	NA	NA	NA	NA
PNP40131.1	G3DSA:1.25.10.10	IPR001494	GO:0006886;GO:0008536	PS50166	SSF48371	PF13513;PF03810	SM00913	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45495.1	NA	IPR009543	NA	NA	NA	PF06650;PF16909;PF16910;PF12624;PF16908	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	PIRSF037235	NA
PNP44684.1	NA	IPR029184	GO:0016573	NA	NA	PF15460	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP39632.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP43324.1	G3DSA:3.20.20.140;G3DSA:2.30.40.10	IPR011059	GO:0016810;GO:0016787	NA	SSF51338;SSF51556	PF01979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP37969.1	G3DSA:1.25.40.750	IPR038692	NA	NA	NA	PF16804	NA	NA	NA	NA	cd11743	NA	NA	NA	NA	NA	NA
PNP41415.1	G3DSA:3.10.150.10	IPR000730	GO:0003677;GO:0006275;GO:0030337	NA	SSF55979	PF00705;PF02747	NA	NA	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-1362277|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-4615885|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6804114|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183|Reactome: R-HSA-69205|Reactome: R-HSA-8866654	PS01251;PS00293	cd00577	NA	PR00339	TIGR00590	MF_00317	NA	NA
PNP43448.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP41121.1	G3DSA:1.10.10.60	IPR009057	GO:0003677;GO:0042162;GO:0042803	PS51294	SSF46689	PF08558	SM00717	mobidb-lite	Reactome: R-HSA-110328|Reactome: R-HSA-110329|Reactome: R-HSA-110330|Reactome: R-HSA-110331|Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	cd11660	Coil	NA	NA	NA	NA	NA
PNP48029.1	G3DSA:3.40.50.880	IPR017283	GO:0036524	NA	SSF52317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF037798	NA
PNP37154.1	G3DSA:1.25.40.180	IPR003891	GO:0003723;GO:0005515	PS51366	SSF48371	PF02847;PF02854	SM00543	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP41213.1	G3DSA:1.20.1250.20	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PS50850	SSF103473	PF00083	NA	NA	Reactome: R-HSA-189200	PS00217	cd17356	NA	PR00171	TIGR00879	NA	NA	NA
PNP48123.1	G3DSA:2.170.210.10	IPR015381	GO:0005634;GO:0006302	NA	NA	PF09302	NA	mobidb-lite	Reactome: R-HSA-5693571	NA	NA	Coil	NA	NA	NA	NA	NA
PNP42777.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44393.1	NA	IPR019079	NA	NA	SSF56300	PF09587	SM00854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP42456.1	G3DSA:3.20.20.370	IPR011330	GO:0003824;GO:0005975	NA	SSF88713	PF03746	NA	NA	KEGG: 00480+3.5.2.9|MetaCyc: PWY-4041|MetaCyc: PWY-7942	NA	cd11665	NA	NA	NA	NA	NA	NA
PNP48313.1	G3DSA:3.40.50.1820	IPR029058	GO:0004061;GO:0019441	NA	SSF53474	PF12697	NA	NA	KEGG: 00380+3.5.1.9|KEGG: 00630+3.5.1.9|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-7717|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7765|Reactome: R-HSA-71240	NA	NA	NA	NA	NA	MF_03014	NA	NA
PNP43955.1	G3DSA:3.40.50.1220;G3DSA:3.30.1600.10	IPR026590	GO:0070403	PS50305	SSF52467	PF02146	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP38810.1	G3DSA:1.10.10.60	IPR001356	GO:0003677;GO:0006355;GO:0003676;GO:0043565	PS50071;PS50157	SSF46689	PF05920	SM00355;SM00389	mobidb-lite	NA	PS00028;PS00027	cd00086	NA	NA	NA	NA	NA	NA
PNP40287.1	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	PF04082	SM00906	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA
PNP44709.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP42064.1	G3DSA:3.40.50.10190	IPR001357	NA	PS50172	SSF52113	PF12738;PF16770	SM00292	mobidb-lite	NA	NA	cd18437;cd17743;cd18436;cd18438;cd17714;cd18439	NA	NA	NA	NA	NA	NA
PNP38060.1	G3DSA:1.10.287.810	IPR004217		NA	SSF144122	PF02953	NA	NA	Reactome: R-HSA-1268020	NA	NA	Coil	NA	NA	NA	NA	NA
PNP43788.1	G3DSA:2.40.30.230;G3DSA:3.40.50.300	IPR003593	GO:0003677;GO:0005524;GO:0016787;GO:0000184;GO:0004386;GO:0005737;GO:0008270	NA	SSF52540	PF04851;PF13086;PF18141;PF13087;PF09416	SM00382;SM00487	mobidb-lite	Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	cd18808;cd18039	NA	NA	NA	NA	NA	NA
PNP37725.1	G3DSA:3.20.20.70	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	NA	SSF51395	PF00724	NA	NA	NA	NA	cd04733	NA	NA	NA	NA	NA	NA
PNP48652.1	G3DSA:3.50.50.60;G3DSA:3.30.9.50	IPR036188	GO:0071949	NA	SSF54373;SSF51905	PF01494	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
