Gene	MobiDBLite	interpro	GO	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	Coils	CDD	ProSitePatterns	PRINTS	PATHWAY	TIGRFAM	Hamap	PIRSF	SFLD
PKK50999.1	NA	IPR027417	GO:0004017;GO:0005524	G3DSA:3.40.50.300	SSF52540	NA	PF13238	NA	NA	NA	NA	NA	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	NA	MF_00039	NA	NA
PKK54993.1	NA	IPR036526	GO:0006807	G3DSA:3.60.110.10	SSF56317	PS50263	PF00795	NA	NA	cd07572	PS01227	NA	NA	NA	NA	NA	NA
PKK48444.1	NA	IPR035451	GO:0003700;GO:0006355;GO:0043565;GO:0003677;GO:0006281;GO:0008168;GO:0008270	G3DSA:3.40.10.10;G3DSA:1.10.10.60	SSF46689;SSF57884	PS01124	PF02805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49065.1	NA	IPR011329	GO:0005576;GO:0009405	G3DSA:3.30.430.10	SSF55221	NA	PF09044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51155.1	NA	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	G3DSA:3.50.50.60	SSF51905	NA	PF00743;PF13450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51004.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK46202.1	NA	IPR034786	GO:0018506;GO:0016491;GO:0046872;GO:0055114	G3DSA:3.40.50.1970;G3DSA:1.20.1090.10	SSF56796	NA	PF00465	NA	NA	cd08177	NA	NA	KEGG: 00361+1.3.1.32|KEGG: 00362+1.3.1.32|KEGG: 00364+1.3.1.32|KEGG: 00623+1.3.1.32|MetaCyc: PWY-5487|MetaCyc: PWY-5488|MetaCyc: PWY-6041|MetaCyc: PWY-6084|MetaCyc: PWY-6087|MetaCyc: PWY-6089|MetaCyc: PWY-6093|MetaCyc: PWY-6094|MetaCyc: PWY-6107|MetaCyc: PWY-6178|MetaCyc: PWY-6193|MetaCyc: PWY-6200|MetaCyc: PWY-7002|MetaCyc: PWY-7081|MetaCyc: PWY-7772|MetaCyc: PWY-7773	NA	NA	NA	NA
PKK52930.1	NA	IPR015424	GO:0008483;GO:0030170;GO:0003824	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	NA	PF00202	NA	NA	cd00610	NA	NA	NA	NA	NA	PIRSF000521	NA
PKK53343.1	NA	IPR029058	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45923.1	NA	IPR036291	GO:0055114	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF51735	NA	PF00107	NA	NA	cd05188	NA	NA	NA	NA	NA	NA	NA
PKK43862.1	mobidb-lite	IPR000109	GO:0016020;GO:0022857;GO:0055085;GO:0006857	G3DSA:1.20.1250.20	SSF103473	NA	PF00854	NA	NA	cd17350	PS01023	NA	Reactome: R-HSA-427975	NA	NA	NA	NA
PKK44285.1	NA	IPR005025	GO:0016491	G3DSA:3.40.50.360	SSF52218	NA	PF03358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45291.1	NA	IPR023352	NA	G3DSA:1.20.120.550	SSF161084	NA	PF01124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52713.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK54657.1	mobidb-lite	IPR004345		NA	NA	NA	PF03134	NA	Coil	NA	NA	NA	Reactome: R-HSA-381753	NA	NA	NA	NA
PKK42090.1	NA	IPR014729	NA	G3DSA:3.40.50.620	SSF52374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49902.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44003.1	mobidb-lite	IPR013865	NA	NA	NA	NA	PF08555	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK53912.1	mobidb-lite	IPR036259	GO:0055085	G3DSA:3.60.60.10;G3DSA:1.20.1250.20	SSF103473	NA	PF07690;PF03417	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PKK52280.1	NA	IPR032466	GO:0016787	G3DSA:3.20.20.140	SSF51556	NA	PF04909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53882.1	NA	IPR016161	GO:0016491;GO:0055114;GO:0004491;GO:0016620	G3DSA:3.40.605.10;G3DSA:3.40.309.10	SSF53720	NA	PF00171	NA	NA	cd07085	PS00070	NA	KEGG: 00280+1.2.1.27|KEGG: 00640+1.2.1.27|MetaCyc: PWY-5642|Reactome: R-HSA-70895	TIGR01722	NA	NA	NA
PKK40767.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44348.1	NA	IPR029058	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45143.1	mobidb-lite	IPR003958	GO:0046982;GO:0005634;GO:0006355;GO:0043565	G3DSA:1.10.20.10	SSF47113	NA	PF00808	NA	NA	NA	PS00685	PR00615	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183|Reactome: R-HSA-9614657	NA	NA	NA	NA
PKK44388.1	NA	IPR008000	GO:0016857	G3DSA:3.30.70.100	SSF54909	NA	PF05336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50756.1	mobidb-lite	IPR035549	GO:0005515;GO:0035091	G3DSA:3.10.20.90;G3DSA:2.30.30.40;G3DSA:3.30.1520.10	SSF54277;SSF50044;SSF64268	PS51745;PS50195;PS50002	PF00018;PF00564;PF00787	SM00666;SM00326;SM00312	NA	cd11879;cd06890;cd11878;cd05992	NA	PR00452	NA	NA	NA	NA	NA
PKK50693.1	mobidb-lite	IPR000569	GO:0004842	G3DSA:3.90.1750.10;G3DSA:3.30.2160.10;G3DSA:3.30.2410.10	SSF48371;SSF56204	PS50237	PF00632;PF06025;PF14377;PF06012	SM00119	Coil	cd00078	NA	NA	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	NA	NA
PKK55182.1	NA	IPR003010	GO:0006807	G3DSA:3.60.110.10	SSF56317	PS50263	PF00795	NA	NA	cd07197	NA	NA	NA	NA	NA	NA	NA
PKK53354.1	NA	IPR018170	GO:0016491;GO:0055114	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	NA	cd06660	PS00798;PS00062	PR00069	NA	NA	NA	PIRSF000097	NA
PKK45305.1	NA	IPR029044		G3DSA:3.90.550.10	SSF53448	NA	PF13632	NA	NA	cd06421	NA	NA	Reactome: R-HSA-913709	NA	NA	NA	NA
PKK47835.1	NA	IPR036250	GO:0016627;GO:0055114;GO:0003997;GO:0005777;GO:0006635;GO:0006631;GO:0071949;GO:0050660	G3DSA:1.20.140.10;G3DSA:1.10.540.10;G3DSA:2.40.110.10	SSF47203;SSF56645	NA	PF14749;PF01756	NA	NA	NA	NA	NA	KEGG: 00071+1.3.3.6|KEGG: 00410+1.3.3.6|KEGG: 00592+1.3.3.6|KEGG: 00640+1.3.3.6|MetaCyc: PWY-5136|MetaCyc: PWY-6837|MetaCyc: PWY-6920|MetaCyc: PWY-7007|MetaCyc: PWY-7288|MetaCyc: PWY-7291|MetaCyc: PWY-7337|MetaCyc: PWY-7338|MetaCyc: PWY-7340|MetaCyc: PWY-735|MetaCyc: PWY-7574|MetaCyc: PWY-7606|MetaCyc: PWY-7726|MetaCyc: PWY-7854|MetaCyc: PWY-7858|Reactome: R-HSA-9033241	NA	NA	PIRSF000168	NA
PKK46684.1	NA	IPR011583	GO:0008061;GO:0005975	NA	SSF51445	NA	PF00704	SM00636	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51160.1	NA	IPR008030		G3DSA:3.40.50.720;G3DSA:3.90.25.10	SSF51735	NA	PF05368	NA	NA	cd05251	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA
PKK49481.1	NA	IPR036928		G3DSA:3.90.1300.10	SSF75304	NA	PF01425	NA	NA	NA	NA	NA	KEGG: 00970+6.3.5.7	NA	NA	PIRSF001221	NA
PKK43100.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK46166.1	NA	IPR008030		G3DSA:3.40.50.720;G3DSA:3.90.25.10	SSF51735	NA	PF05368	NA	NA	cd05259	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA
PKK47587.1	NA	IPR006074	GO:0005525	G3DSA:3.10.20.30	SSF81271;SSF52540	PS51710	PF02824;PF16897;PF01926	NA	Coil	cd17230;cd01896	PS00905	PR00326	KEGG: 00970+6.1.1.3	TIGR00231	NA	NA	NA
PKK51752.1	mobidb-lite	IPR010730	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45502.1	mobidb-lite	IPR001736	GO:0003824	G3DSA:3.30.870.10	SSF56024	PS50035	PF13091	NA	NA	cd00138	NA	NA	Reactome: R-HSA-1483148	NA	NA	NA	NA
PKK46523.1	NA	IPR013149	GO:0055114;GO:0008270;GO:0016491	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SSF51735;SSF50129	NA	PF00107;PF08240	SM00829	NA	cd05285	PS00059	NA	Reactome: R-HSA-71384	NA	NA	NA	NA
PKK43971.1	mobidb-lite	IPR001680	GO:0005515	G3DSA:2.130.10.10;G3DSA:1.20.1280.50	SSF50978;SSF81383	PS50082;PS50294;PS50181	PF12937;PF00400	SM00320;SM00256	NA	cd00200	PS00678	NA	NA	NA	NA	NA	NA
PKK50522.1	mobidb-lite	IPR011333	GO:0005515	G3DSA:3.30.710.10;G3DSA:2.130.10.30;G3DSA:1.25.40.20	SSF54695;SSF48403;SSF50985	PS50012;PS50097;PS50297	PF13540;PF13637;PF00651	SM00225	NA	cd18186;cd18500	NA	NA	NA	NA	NA	NA	NA
PKK46951.1	mobidb-lite	IPR022024	NA	NA	NA	NA	PF12223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53949.1	NA	IPR002328	GO:0008270;GO:0016491;GO:0055114	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF50129;SSF51735	NA	PF08240;PF00107	SM00829	NA	cd08297	PS00059	NA	Reactome: R-HSA-71384	NA	NA	NA	NA
PKK52661.1	NA	IPR029044	GO:0006486;GO:0016757	NA	SSF53448	NA	PF11051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50146.1	NA	IPR019734	GO:0005515	G3DSA:1.25.40.10;G3DSA:3.40.50.300	SSF52540;SSF48452	PS50005;PS50293	PF13374;PF05729;PF13424	SM00028	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK46975.1	mobidb-lite	IPR019734	GO:0005515	G3DSA:1.25.40.10	SSF81901	PS50005;PS50293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45270.1	NA	IPR016005	GO:0004631;GO:0005524	G3DSA:3.30.70.890;G3DSA:3.30.230.10	SSF54211;SSF55060	NA	PF00288;PF08544	NA	NA	NA	NA	NA	KEGG: 00900+2.7.4.2|MetaCyc: PWY-7391|MetaCyc: PWY-922	NA	NA	PIRSF017288	NA
PKK42046.1	mobidb-lite	IPR032816	NA	NA	NA	NA	PF09335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41483.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44470.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45174.1	NA	IPR002018	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF00135	NA	NA	NA	PS00122	NA	NA	NA	NA	NA	NA
PKK47741.1	mobidb-lite	IPR006560	GO:0005634;GO:0018024;GO:0005515	G3DSA:2.170.270.10	SSF82199	PS50868;PS51215;PS50280	PF17907;PF00856	SM00508;SM00317	NA	NA	NA	NA	Reactome: R-HSA-3214841	NA	NA	NA	NA
PKK46760.1	mobidb-lite	IPR003593	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	SSF90123;SSF52540	PS50929;PS50893	PF00664;PF00005	SM00382	NA	cd03250;cd18580;cd18579	PS00211	NA	NA	NA	NA	NA	NA
PKK54641.1	NA	IPR027417	NA	G3DSA:3.40.50.300	SSF52540	NA	PF17784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53026.1	mobidb-lite	IPR000683	GO:0016491;GO:0055114	G3DSA:3.30.360.10;G3DSA:3.40.50.720	SSF51735;SSF55347	NA	PF01408;PF02894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43067.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA
PKK53866.1	mobidb-lite	IPR011709	GO:0004386;GO:0003676	G3DSA:3.40.50.300;G3DSA:2.40.50.140;G3DSA:1.20.120.1080	SSF50249;SSF52540	PS51192;PS51194;PS50126	PF07717;PF00575;PF00271;PF04408	SM00847;SM00316;SM00490;SM00487	Coil	cd05684;cd18791;cd17971	PS00690	NA	NA	NA	NA	NA	NA
PKK43125.1	NA	IPR027417	GO:0004140;GO:0005524;GO:0015937	G3DSA:3.40.50.300	SSF52540	PS51219	PF01121	NA	NA	cd02022	NA	NA	KEGG: 00770+2.7.1.24|MetaCyc: PWY-7851	TIGR00152	MF_00376	NA	NA
PKK50689.1	mobidb-lite	IPR013785	GO:0003824;GO:0005524;GO:0046034;GO:1902600;GO:0033180	G3DSA:3.20.20.70;G3DSA:3.40.50.12240	SSF51569;SSF52540	PS50991	PF00006;PF02874;PF00682	NA	Coil	cd18118;cd18112;cd07938;cd01135	PS00152	NA	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	TIGR01040	MF_00310	NA	NA
PKK54146.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52257.1	NA	IPR007138	NA	G3DSA:3.30.70.100	SSF54909	PS51725	PF03992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42849.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42430.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	PF04082	SM00906	NA	cd12148	NA	NA	NA	NA	NA	NA	NA
PKK54338.1	mobidb-lite	IPR013861	GO:0006890;GO:0016021	NA	SSF144091	NA	PF08551	SM01160	NA	NA	NA	NA	Reactome: R-HSA-6807878	NA	NA	NA	NA
PKK45947.1	NA	IPR038665	GO:0015140;GO:0016021;GO:0071423;GO:0055085	G3DSA:1.50.10.150	NA	NA	PF03595	NA	NA	cd09317	NA	NA	NA	NA	NA	NA	NA
PKK50430.1	NA	IPR000873	GO:0003824	G3DSA:3.40.50.12780	SSF56801	NA	PF00501	NA	NA	cd05918	NA	NA	NA	NA	NA	NA	NA
PKK51967.1	NA	IPR008547	NA	NA	NA	NA	PF05705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK55209.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52521.1	NA	IPR036049	GO:0003735;GO:0005840;GO:0006412	G3DSA:1.10.287.310;G3DSA:1.10.20.90	SSF46561	NA	PF00831	NA	Coil	cd00427	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	TIGR00012	MF_00374	NA	NA
PKK42437.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK46298.1	NA	IPR003819	GO:0016491;GO:0055114	G3DSA:3.60.130.10	SSF51197	NA	PF02668	NA	NA	NA	NA	NA	Reactome: R-HSA-71262	NA	NA	NA	NA
PKK54796.1	NA	IPR001199	GO:0020037	G3DSA:3.10.120.10	SSF55856	PS50255	PF00173	SM01117	NA	NA	PS00191	PR00363	NA	NA	NA	NA	NA
PKK50763.1	NA	IPR001279	NA	G3DSA:3.60.15.10	SSF56281	NA	PF00753	SM00849	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK46484.1	mobidb-lite	IPR027486	NA	G3DSA:3.30.70.600	SSF54999	NA	PF00338	SM01403	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51335.1	NA	IPR003378	GO:0016020;GO:0016757	G3DSA:3.90.550.50	NA	PS51257	PF02434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47761.1	NA	IPR001189	GO:0004784;GO:0006801;GO:0046872;GO:0055114	G3DSA:2.40.500.20;G3DSA:1.10.287.990	SSF54719;SSF46609	NA	PF00081;PF02777	NA	NA	NA	PS00088	PR01703	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505|Reactome: R-HSA-9615017	NA	NA	PIRSF000349	NA
PKK48410.1	mobidb-lite	IPR001648	GO:0003735;GO:0005840;GO:0006412	G3DSA:4.10.640.10	SSF46911	NA	PF01084	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA
PKK51973.1	NA	IPR013763	NA	G3DSA:1.10.472.10	SSF47954	NA	PF00134	SM00385	Coil	cd00043	NA	NA	NA	NA	NA	PIRSF028758	NA
PKK41385.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK42605.1	mobidb-lite	NA	NA	NA	SSF50729	NA	NA	NA	NA	cd13214	NA	NA	NA	NA	NA	NA	NA
PKK47762.1	NA	IPR021047	NA	NA	NA	NA	PF11735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47649.1	NA	IPR034733	GO:0016874	G3DSA:3.90.226.10	SSF52096	PS50989;PS50980	PF01039	NA	Coil	NA	NA	NA	MetaCyc: PWY-4381|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6722|Reactome: R-HSA-196780	NA	NA	NA	NA
PKK44458.1	NA	IPR011118		G3DSA:3.40.50.1820	SSF53474	NA	PF07519	NA	NA	NA	NA	NA	MetaCyc: PWY-6784	NA	NA	NA	NA
PKK49881.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53915.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK42964.1	mobidb-lite	IPR004567	GO:0004594;GO:0005524;GO:0015937	NA	SSF53067	NA	PF03630	NA	NA	NA	NA	NA	KEGG: 00770+2.7.1.33|MetaCyc: PWY-3961|Reactome: R-HSA-196783	TIGR00555	NA	NA	NA
PKK54990.1	NA	IPR000210	GO:0005515	G3DSA:3.30.710.10	SSF54695	PS50097	NA	NA	NA	cd01165	NA	NA	NA	NA	NA	NA	NA
PKK54680.1	mobidb-lite	IPR001736	GO:0003824;GO:0004630;GO:0006654;GO:0048017	G3DSA:3.30.870.10	SSF56024	PS50035	PF00614	SM00155	NA	cd09141;cd09138	NA	NA	Reactome: R-HSA-1483148	NA	NA	PIRSF009376	NA
PKK53603.1	NA	IPR037401	NA	G3DSA:3.10.450.50	SSF54427	NA	PF12680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51248.1	mobidb-lite	IPR020846	GO:0055085	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17476	NA	NA	NA	NA	NA	NA	NA
PKK51023.1	mobidb-lite	IPR027534	GO:0003735;GO:0005840;GO:0006414	G3DSA:1.10.10.1410	NA	NA	PF00428	NA	NA	cd05831	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	MF_01478	NA	NA
PKK47862.1	mobidb-lite	IPR023123	GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017	G3DSA:1.10.287.600;G3DSA:3.40.50.1440;G3DSA:3.30.1330.20	SSF55307;SSF52490	NA	PF03953;PF00091	SM00864;SM00865	Coil	cd02187	PS00228;PS00227	PR01163;PR01161	Reactome: R-HSA-380320	NA	NA	NA	NA
PKK51580.1	NA	IPR029058	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF00561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49677.1	NA	IPR029032		G3DSA:1.20.1290.10	SSF69118	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5628897	NA	NA	NA	NA
PKK43388.1	NA	IPR036553	GO:0005730;GO:0042254;GO:0003824	G3DSA:3.30.360.20;G3DSA:3.65.10.20	SSF55205	NA	PF01137;PF05189	NA	NA	cd00875	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	TIGR03400	NA	NA	NA
PKK41982.1	NA	IPR021765	GO:0043386	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51296.1	NA	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	G3DSA:3.20.20.70	SSF51395	NA	PF00724	NA	NA	cd04733	NA	NA	NA	NA	NA	NA	NA
PKK47339.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	SSF57701	PS50048	PF04082	NA	NA	cd12148;cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK43845.1	mobidb-lite	IPR036259	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PKK41069.1	NA	IPR036291	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54709.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47967.1	mobidb-lite	IPR018545		NA	NA	NA	PF09405	SM01044	NA	NA	NA	NA	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	NA
PKK50837.1	NA	IPR002347	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA
PKK48889.1	NA	IPR011701	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PKK45646.1	NA	IPR036390	GO:0000814;GO:0071985	G3DSA:1.10.10.10	SSF46785	NA	PF04157	NA	NA	NA	NA	NA	Reactome: R-HSA-917729	NA	NA	PIRSF017215	NA
PKK52085.1	NA	IPR001763	NA	G3DSA:3.40.250.10	SSF52821	PS50206	PF00581	SM00450	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51074.1	mobidb-lite	IPR011425	GO:0003712;GO:0006357;GO:0016592	NA	NA	NA	PF07544	NA	Coil	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	NA	NA
PKK46718.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK53599.1	NA	IPR040632	NA	G3DSA:3.40.50.300	SSF52540	NA	PF17784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49197.1	NA	IPR007763	GO:0008137;GO:0009055;GO:0016020	NA	NA	NA	PF05071	NA	NA	NA	NA	NA	Reactome: R-HSA-6799198	NA	NA	NA	NA
PKK43228.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44260.1	NA	IPR017850	GO:0003824	NA	SSF53649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49819.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44534.1	mobidb-lite	IPR000198	GO:0007165	G3DSA:2.10.110.10;G3DSA:1.10.555.10	SSF57716;SSF48350	PS50023;PS50238	PF00620;PF00412	SM00324;SM00132	NA	cd09392;cd09391	PS00478	NA	Reactome: R-HSA-194840	NA	NA	NA	NA
PKK52978.1	NA	IPR020846	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PKK42689.1	NA	IPR036282	GO:0005515	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	SSF47616;SSF52833	PS50404;PS50405	PF13417;PF00043	NA	NA	cd03048	NA	NA	NA	NA	NA	NA	SFLDG01151;SFLDG00358
PKK49140.1	mobidb-lite	IPR033123	GO:0005576;GO:0005975;GO:0030248;GO:0004553	G3DSA:2.60.120.180	SSF57180;SSF49899	PS51761;PS51164	PF00457;PF00734	SM00236	NA	NA	PS00776;PS00562	PR00911	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	NA	NA	NA
PKK47727.1	mobidb-lite	IPR036770	GO:0004252;GO:0006508	G3DSA:1.25.40.20;G3DSA:3.40.50.200	SSF52743;SSF48403	NA	PF00082	NA	NA	cd07491	NA	PR00723	NA	NA	NA	NA	NA
PKK54771.1	NA	IPR011032	GO:0016491;GO:0055114;GO:0008270	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SSF50129;SSF51735	NA	PF00107;PF08240	SM00829	NA	cd05283	PS00059	NA	Reactome: R-HSA-71384	NA	NA	NA	NA
PKK45986.1	NA	IPR011057	NA	NA	SSF51316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47990.1	NA	IPR008271	GO:0004672;GO:0006468	NA	SSF56112	NA	NA	NA	NA	NA	PS00108	NA	NA	NA	NA	NA	NA
PKK53086.1	NA	IPR000898	GO:0020037;GO:0019441;GO:0046872	G3DSA:1.20.58.480	SSF140959	NA	PF01231	NA	Coil	NA	NA	NA	Reactome: R-HSA-71240	NA	NA	NA	NA
PKK53344.1	mobidb-lite	IPR000210	GO:0005515	NA	SSF54695	PS50097	PF00651	SM00225	NA	cd18186	NA	NA	NA	NA	NA	NA	NA
